timestamp,load,ram_usage
43826866,0.21868765,0.291573
44326792,0.26728755,0.36058998
44826793,0.23954803,0.36058998
45326807,0.22650045,0.36058998
45826793,0.22403198,0.36058998
46326820,0.22799522,0.36058998
46826792,0.22793478,0.36058998
47326927,0.22753632,0.36058998
47826894,0.2286107,0.36058998
48327022,0.22831422,0.36058998
48827131,0.22829479,0.36058998
49327122,0.22673148,0.36058998
49827449,0.22937536,0.36058998
50326791,0.22595352,0.36058998
50826791,0.22831845,0.36058998
51326806,0.22845757,0.36058998
51826791,0.22886646,0.36058998
52326791,0.228612,0.36058998
52826792,0.22768599,0.36058998
53326807,0.22737801,0.36058998
53826872,0.228086,0.36058998
54326792,0.226444,0.36058998
54826810,0.23233515,0.36058998
55326823,0.22610056,0.36058998
55826792,0.22667998,0.36058998
56326791,0.22752601,0.36058998
56826792,0.22717756,0.36058998
57326791,0.22817045,0.36058998
57826792,0.22698957,0.36058998
58326792,0.22647798,0.36058998
58826793,0.226924,0.36058998
59327098,0.22668844,0.36058998
59826791,0.22735602,0.36058998
60326791,0.22654402,0.36058998
60826880,0.22711891,0.36058998
61326824,0.22711909,0.36058998
61826792,0.2217511,0.36058998
62326816,0.22687691,0.36058998
62826791,0.22695798,0.36058998
63326792,0.22687203,0.36058998
63826791,0.22527403,0.36058998
64326792,0.226048,0.36058998
64826791,0.22570199,0.36058998
65326812,0.22501898,0.36058998
65826795,0.22695065,0.36058998
66326792,0.22594643,0.36058998
66826791,0.22817552,0.36058998
67326792,0.22685844,0.36058998
67826794,0.22728598,0.36058998
68326792,0.22728199,0.36058998
68826793,0.22610754,0.36058998
69326792,0.22806448,0.36058998
69826792,0.22702599,0.36058998
70326793,0.22720355,0.36058998
70826793,0.22726154,0.36058998
71327434,0.22750479,0.36058998
71826820,0.22637397,0.36058998
72326965,0.22762066,0.36058998
72827050,0.2267561,0.36058998
73327085,0.22651827,0.36058998
73826791,0.22656888,0.36058998
74326792,0.22607642,0.36058998
74826860,0.227454,0.36058998
75326791,0.226928,0.36058998
75826792,0.22693598,0.36058998
76326792,0.22722399,0.36058998
76826793,0.22597802,0.36058998
77326791,0.228378,0.36058998
77826792,0.226848,0.36058998
78326796,0.22756416,0.36058998
