timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
43885937,43785583,0.0017488064,0.014874538,0.032806832,537002515,0,0.30394393,0.5214642,0.110838,nan,nan,0.015635554,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
43895933,43795585,0.0016417135,0.014352353,0.031662263,537002515,0,0.30538625,0.5225318,0.110838,nan,nan,0.015635554,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
44086014,43985628,0.0017607013,0.014333261,0.032144267,537002515,0,0.30384347,0.51967496,0.102750205,nan,nan,0.0024825777,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
44286037,44185665,0.0012881921,0.013798776,0.030638658,537002515,0,0.30371654,0.5236236,0.09948516,nan,nan,0.0034824668,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
44486047,44385706,0.0013664766,0.013166012,0.02939433,537002515,0,0.30356613,0.5217564,0.09014472,nan,nan,0.006408096,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
44686120,44585748,0.0015051382,0.012510852,0.027716722,537002515,0,0.30340677,0.51992875,0.097152956,nan,nan,1.0348026e-05,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
44886196,44785789,0.0016524707,0.011785223,0.024613872,537002515,0,0.3032386,0.5180747,0.092189066,nan,nan,0.008441307,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
45086162,44985830,0.0011020536,0.011298801,0.023263836,537002515,0,0.3030606,0.5220234,0.06676447,nan,nan,0.0021699523,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
45286236,45185871,0.0010615779,0.01074572,0.02229354,537002515,0,0.3028819,0.52020705,0.065618575,nan,nan,0.00031562537,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
45486338,45385912,0.0009223955,0.010201839,0.02129381,537002515,0,0.30269918,0.51837415,0.04691427,nan,nan,0.013589836,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
45686333,45585954,0.0006874867,0.010035272,0.024702236,537002515,0,0.30251557,0.5166195,0.04819753,nan,nan,0.03192315,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
45886326,45785995,0.0007366111,0.009815225,0.026938463,537002515,0,0.30234006,0.52056485,0.0423164,nan,nan,0.01969718,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
46086418,45986036,0.00073312764,0.009926437,0.031701744,537002515,0,0.30217123,0.5188248,0.044574205,nan,nan,0.0041495403,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
46286516,46186078,0.00064512156,0.010150677,0.03661657,537002515,0,0.3020051,0.5171182,0.043322008,nan,nan,0.023242364,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
46486467,46386119,0.00058609503,0.00988261,0.03743974,537002515,0,0.30184725,0.52113104,0.034992542,nan,nan,0.029646497,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
46686540,46586160,0.0006137632,0.009890189,0.039991364,537002515,0,0.3017005,0.5194445,0.043427188,nan,nan,0.02236924,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
46886646,46786202,0.00041002623,0.010526816,0.04523939,537002515,0,0.3015581,0.5177905,0.015533559,nan,nan,0.042046443,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396809,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
