timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
43885800,43885788,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
43890797,43890784,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
43940875,43940862,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
43990807,43990794,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44040838,44040825,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44090895,44090882,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44140848,44140835,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44190854,44190841,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44235907,44235895,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44290873,44290860,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44340887,44340874,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44390895,44390882,0.5080645,0.41836736,0.0,1.0,0.0,1.0,0.0,0.0
44440905,44440892,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44490918,44490905,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44540926,44540913,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44585949,44585936,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44641021,44641008,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44690954,44690941,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44735965,44735952,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44790979,44790966,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44840982,44840965,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44891004,44890991,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44935998,44935985,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
44991010,44990998,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45041021,45041008,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45086028,45086015,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45141067,45141054,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45191184,45191171,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45241062,45241049,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45286074,45286061,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45341086,45341073,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45391090,45391077,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45436144,45436117,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45491111,45491098,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45541121,45541108,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45591162,45591149,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45636178,45636137,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45691151,45691138,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45741169,45741156,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45786195,45786183,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45841190,45841177,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45891193,45891180,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45941203,45941190,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
45986218,45986206,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46041224,46041211,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46091245,46091232,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46136253,46136240,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46191257,46191244,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46241289,46241274,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46291287,46291274,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46336391,46336378,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46391302,46391289,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46441314,46441301,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46486317,46486304,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46541331,46541318,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46591341,46591328,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46641377,46641363,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46686357,46686344,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46741369,46741356,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46791413,46791400,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46836396,46836383,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46891562,46891549,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46941411,46941398,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
46991424,46991411,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47036435,47036422,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47091444,47091431,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47141452,47141440,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47186463,47186451,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47241479,47241466,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47291483,47291470,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47336496,47336483,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47386527,47386514,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47441525,47441512,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47491552,47491539,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47536545,47536533,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47591579,47591565,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47641557,47641544,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47686571,47686558,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47736581,47736568,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47791587,47791574,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47841623,47841606,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47886610,47886597,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47941619,47941603,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
47991645,47991632,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48036776,48036761,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48086655,48086642,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48141665,48141652,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48191667,48191654,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48236687,48236674,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48291696,48291683,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48341702,48341689,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48386717,48386704,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48436729,48436716,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48491730,48491717,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48541746,48541730,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48586761,48586748,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48641769,48641756,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48691782,48691769,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48736803,48736790,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48786794,48786781,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48841824,48841811,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48891822,48891809,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48936823,48936810,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
48991836,48991823,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49041884,49041855,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49086854,49086842,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49136885,49136872,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49191929,49191916,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49241893,49241878,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49286898,49286885,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49341909,49341896,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49391916,49391903,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49436933,49436920,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49486955,49486942,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49541948,49541936,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49586961,49586948,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49636972,49636960,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49691979,49691966,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49742129,49742116,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49787014,49787001,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49837020,49837007,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49892022,49892008,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49937040,49937028,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
49987042,49987030,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50042055,50042041,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50092060,50092047,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50137078,50137065,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50187165,50187153,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50242134,50242115,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50287118,50287106,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50337140,50337127,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50392124,50392110,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50442134,50442121,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50487149,50487136,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50537165,50537152,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50592163,50592150,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50637182,50637169,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50687270,50687257,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50742197,50742183,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50792205,50792192,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50837236,50837223,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50887336,50887323,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50942244,50942231,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
50987251,50987239,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
51037276,51037263,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
51092272,51092259,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
51142287,51142271,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
51187366,51187353,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
51237308,51237294,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
51292335,51292321,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
51337323,51337310,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
51387339,51387326,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
51442549,51442536,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
51492358,51492345,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
51537363,51537350,0.5080645,0.41836736,0.0,0.98170733,0.0,1.0,0.0,0.0
51587376,51587363,0.5080645,0.41836736,0.0,0.9654471,0.0,1.0,0.0,0.0
51642391,51642378,0.5080645,0.41836736,0.0,0.8069106,0.0,1.0,0.0,0.0
51687487,51687474,0.5080645,0.41836736,0.0,0.66463417,0.0,1.0,0.0,0.0
51737411,51737398,0.5080645,0.41836736,0.0,0.53252035,0.0,1.0,0.0,0.0
51792415,51792402,0.5080645,0.41836736,0.0,0.398374,0.0,1.0,0.0,0.0
51842433,51842419,0.5080645,0.41836736,0.0,0.14837398,0.0,1.0,0.0,0.0
51887437,51887424,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
51937447,51937434,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
51992473,51992458,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
52037516,52037503,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
52087487,52087474,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
52142488,52142475,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
52187579,52187566,0.5080645,0.41836736,0.0,0.0,0.0,1.0,0.0,0.0
