timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
44130492,44130279,2490378,2490378,0.00028698734,-0.0001375411,4.8174603e-05,-0.005772727,-0.0077315564,-0.04226659,4980,4980,0,1,1
44633392,44633172,2490378,2490378,-9.729279e-05,-0.00042907914,8.447138e-06,-0.0018350751,-0.0046888134,-0.04616307,4979,4979,0,1,1
45136372,45136065,2490378,2490378,-0.00037541502,-0.00024300591,-5.3491287e-05,0.0037322717,-0.00030087284,-0.052725933,4979,4979,0,1,1
45634172,45633980,2490378,2490378,0.0003659004,7.500173e-05,6.8224384e-05,-0.0037859122,-0.0075019104,-0.044940814,4979,4979,0,1,1
46137069,46136874,2490378,2490378,-4.4178934e-05,-0.00022684144,-7.931361e-06,-0.005176188,-0.0068620276,-0.043814894,4980,4980,0,1,1
46630002,46629809,2490378,2490378,-0.00010271889,-0.00016820083,-6.099427e-06,-0.007331293,-0.0045421193,-0.043613143,4979,4979,0,1,1
47132902,47132703,2490378,2490378,1.262467e-05,-0.00021961922,9.615928e-06,-0.0052987495,-0.0060953987,-0.042413916,4979,4979,0,1,1
47630815,47630618,2490378,2490378,-0.00033548678,-0.00018895492,-2.8553974e-05,0.008396786,0.0022426879,-0.051255837,4980,4980,0,1,1
48133706,48133512,2490378,2490378,-0.00018677395,-0.00028227808,-2.2107253e-05,-0.0047086454,-0.003142332,-0.04264592,4980,4980,0,1,1
48631636,48631426,2490378,2490378,0.0002076735,0.00025312044,7.003451e-05,0.013242928,0.00078152487,-0.055144597,4979,4979,0,1,1
49134516,49134320,2490378,2490378,-0.0002999399,-1.6107428e-05,-6.119146e-05,0.011833883,0.0028734365,-0.05583569,4979,4979,0,1,1
49637442,49637215,2490378,2490378,-0.00037429738,-0.0002593944,-6.549939e-05,0.0010836662,-0.0015051939,-0.049137827,4979,4979,0,1,1
50130343,50130150,2490378,2490378,0.00032172762,4.6812052e-05,4.524399e-05,-0.00468833,-0.008764878,-0.040653344,4979,4979,0,1,1
50633240,50633045,2490378,2490378,-0.00018991069,-8.68081e-05,1.071488e-05,0.01118564,0.0013859356,-0.05531367,4979,4979,0,1,1
51131152,51130960,2490378,2490378,-0.00017073768,-0.0003066892,-2.9729135e-05,-0.0061018416,-0.0038503208,-0.043378748,4979,4979,0,1,1
51634049,51633854,2490378,2490378,-7.0682545e-05,-0.00028304246,-1.03819575e-05,-0.00692879,-0.0064866296,-0.04275333,4979,4979,0,1,1
52131961,52131769,2490378,2490378,0.00014713295,-0.00015665682,5.917933e-05,0.00423098,-0.005433696,-0.048470747,4979,4979,0,1,1
52634857,52634664,2490378,2490378,7.687825e-05,-4.8373906e-05,3.389991e-05,0.003042338,-0.0033484476,-0.048445087,4979,4979,0,1,1
53132911,53132579,2490378,2490378,-1.3336639e-05,-3.5680576e-05,9.865469e-06,0.0032121602,-0.0011676982,-0.048850693,4976,4976,0,1,1
53630689,53630494,2490378,2490378,7.635081e-05,-3.8664017e-05,2.0086438e-05,0.0021431746,-0.003524084,-0.049082045,4979,4979,0,1,1
54133637,54133388,2490378,2490378,1.7988272e-05,-3.4773988e-05,1.5289317e-05,0.0034503865,-0.0023479955,-0.04729961,4979,4979,0,1,1
54631497,54631304,2490378,2490378,1.222106e-05,-3.0054322e-05,1.3927076e-05,0.0032370328,-0.0021980368,-0.04911895,4979,4979,0,1,1
55134394,55134198,2490378,2490378,-6.7097113e-07,-2.3308072e-05,1.0780168e-05,0.003354062,-0.0018081688,-0.048817605,4979,4979,0,1,1
55632304,55632113,2490378,2490378,3.4223006e-06,-2.832583e-05,1.7531549e-05,0.0032945017,-0.0019983843,-0.04883386,4979,4979,0,1,1
56135202,56135008,2490378,2490378,-3.5896683e-06,-3.069161e-05,1.264732e-05,0.0033143435,-0.0018271938,-0.04896409,4979,4979,0,1,1
56633117,56632923,2490378,2490378,-3.613008e-07,-3.1449483e-05,1.666847e-05,0.003352969,-0.0020191092,-0.048934866,4979,4979,0,1,1
57131070,57130839,2490378,2490378,6.3159596e-06,-2.5876983e-05,9.589713e-06,0.0033792462,-0.0019680848,-0.049041938,4980,4980,0,1,1
57633941,57633733,2490378,2490378,7.908333e-06,-2.6205726e-05,1.439094e-05,0.0033214497,-0.002039076,-0.048955876,4979,4979,0,1,1
58131848,58131648,2490378,2490378,4.663218e-06,-1.9302352e-05,8.501511e-06,0.0033535492,-0.0019901367,-0.04890741,4979,4979,0,1,1
58634738,58634543,2490378,2490378,3.5083832e-07,-2.6203956e-05,1.1451749e-05,0.0033200865,-0.002006148,-0.048883315,4980,4980,0,1,1
59132653,59132458,2490378,2490378,5.856799e-06,-2.6254955e-05,1.6982118e-05,0.0033358908,-0.0019756034,-0.049211215,4979,4979,0,1,1
59635547,59635352,2490378,2490378,1.2978192e-05,-3.2800697e-05,1.6667127e-05,0.003392204,-0.0020327584,-0.04897123,4979,4979,0,1,1
60133463,60133268,2490378,2490378,7.91233e-06,-3.3755856e-05,1.3013182e-05,0.0033267734,-0.0020054604,-0.04918437,4979,4979,0,1,1
60631380,60631183,2490378,2490378,-9.4663565e-06,-2.2352982e-05,4.201886e-06,0.003324279,-0.0019549301,-0.049010146,4979,4979,0,1,1
61134285,61134078,2490378,2490378,8.887601e-06,-2.2696402e-05,1.3573419e-05,0.0033195168,-0.0019403428,-0.04897877,4976,4976,0,1,1
61632186,61631993,2490378,2490378,2.8138038e-06,-3.155018e-05,1.1767862e-05,0.0033089367,-0.0019410511,-0.048982702,4979,4979,0,1,1
62135086,62134888,2490378,2490378,5.744137e-06,-2.4432586e-05,1.5710348e-05,0.0033467028,-0.002048309,-0.049061403,4979,4979,0,1,1
62633002,62632808,2490378,2490378,3.1562913e-06,-2.4851419e-05,1.4148317e-05,0.003388772,-0.0019208962,-0.048897326,4984,4984,0,1,1
63135894,63135698,2490378,2490378,6.006683e-07,-2.5668076e-05,1.2556541e-05,0.0034008797,-0.0019160014,-0.04885952,4979,4979,0,1,1
63633815,63633614,2490378,2490378,-2.860884e-05,-2.1107891e-05,-6.500607e-07,0.003454907,-0.0024674889,-0.04842505,4980,4980,0,1,1
64131725,64131529,2490378,2490378,-2.4096445e-05,-0.00018226291,2.8926304e-05,0.0029193487,-0.0009867689,-0.04586171,4979,4979,0,1,1
64634623,64634424,2490378,2490378,-2.7862038e-06,-3.5137033e-05,1.0449781e-05,0.0027049363,-0.0021002088,-0.04884515,4979,4979,0,1,1
65132549,65132340,2490378,2490378,1.4069371e-05,-2.3095525e-05,1.2417888e-05,0.0025676491,-0.0022925832,-0.049614757,4979,4979,0,1,1
65635522,65635235,2490378,2490378,2.5014388e-06,-2.6860278e-05,7.994733e-06,0.002689287,-0.0021603464,-0.049168535,4977,4977,0,1,1
66133343,66133150,2490378,2490378,7.841378e-06,-2.9219404e-05,1.5294569e-05,0.002691498,-0.002199696,-0.049087275,4979,4979,0,1,1
66636240,66636045,2490378,2490378,7.995164e-06,-3.0443933e-05,1.1155843e-05,0.0026714515,-0.0020817737,-0.04919188,4979,4979,0,1,1
67134156,67133961,2490378,2490378,7.340606e-06,-3.089971e-05,1.6766291e-05,0.0026626743,-0.0021128953,-0.04916409,4979,4979,0,1,1
67632126,67631877,2490378,2490378,7.793221e-06,-2.8517241e-05,1.2549834e-05,0.0026759114,-0.0021269906,-0.049215026,4979,4979,0,1,1
68129985,68129793,2490378,2490378,1.9246258e-06,-2.802902e-05,1.0392239e-05,0.00269054,-0.0021469356,-0.049093053,4979,4979,0,1,1
68632884,68632689,2490378,2490378,-7.6161896e-06,-3.0009553e-05,1.1233296e-05,0.0026627528,-0.0020628592,-0.04936403,4979,4979,0,1,1
69135791,69135584,2490378,2490378,1.1221549e-05,-2.6012973e-05,1.1251807e-05,0.002639826,-0.0021308744,-0.049260344,4979,4979,0,1,1
69633732,69633502,2490378,2490378,-5.1245127e-07,-3.15925e-05,1.196401e-05,0.0026970294,-0.002084635,-0.04908055,4981,4981,0,1,1
70136592,70136396,2490378,2490378,2.6768835e-06,-2.8456825e-05,1.2066143e-05,0.0026847925,-0.002097495,-0.049113706,4979,4979,0,1,1
70634507,70634312,2490378,2490378,3.7987575e-06,-3.3740165e-05,1.4361356e-05,0.002730808,-0.0022000298,-0.049166404,4979,4979,0,1,1
71132441,71132229,2490378,2490378,2.6975138e-07,-3.2705615e-05,1.1844201e-05,0.002714077,-0.0019926624,-0.049115084,4979,4979,0,1,1
71630339,71630145,2490378,2490378,5.678862e-06,-3.0886848e-05,1.1250486e-05,0.0027210228,-0.0021878267,-0.04907079,4979,4979,0,1,1
