timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
44635926,44635758,4325386,0.30999193,0.0406931,-0.039414782,nan,0,5
45636055,45635964,4325386,-0.17427725,0.027909927,0.003408846,nan,0,5
46633758,46633670,4325386,0.31851405,0.08181231,0.008522115,nan,0,5
47633965,47633877,4325386,-0.083303675,-0.0221575,0.0334493,nan,0,5
48634174,48634084,4325386,-0.14551511,-0.13763216,-0.013635384,nan,0,5
49636880,49636791,4325386,-0.05475459,0.12165319,0.0063915863,nan,0,5
50634584,50634498,4325386,0.16341156,0.060720067,0.0406931,nan,0,5
51634790,51634705,4325386,-0.12761867,0.0044741104,0.03110572,nan,0,5
52635003,52634913,4325386,0.018109495,-0.015339807,0.013635384,nan,0,5
53632709,53632620,4325386,-0.033236247,-0.012783173,-0.0042610574,nan,0,5
54632914,54632827,4325386,0.0072437976,-0.011717908,0.00042610575,nan,0,5
55635624,55635535,4325386,0.009161274,-0.01107875,-0.007882956,nan,0,5
56635830,56635743,4325386,0.0014913701,-0.013422331,-0.008522115,nan,0,5
57633538,57633450,4325386,-0.001704423,-0.008948221,-0.017257283,nan,0,5
58633745,58633657,4325386,-0.0040480047,-0.012783173,-0.016192019,nan,0,5
59636451,59636366,4325386,0.010865697,-0.005113269,-0.005113269,nan,0,5
60634161,60634073,4325386,0.020453077,-0.013422331,0.001704423,nan,0,5
61634369,61634280,4325386,-0.0021305287,-0.007882956,-0.00063915865,nan,0,5
62634575,62634488,4325386,0.012570119,-0.013848437,0.0042610574,nan,0,5
63637284,63637197,4325386,-0.012357066,-0.004687163,-0.014700648,nan,0,5
64632489,64632405,4325386,-0.0025566346,-0.022370553,-0.00063915865,nan,0,5
65635201,65635114,4325386,-0.009161274,-0.017896442,0.004900216,nan,0,5
66635412,66635322,4325386,0.001704423,-0.008522115,-0.012144014,nan,0,5
67633117,67633031,4325386,0.007882956,-0.0025566346,-0.0080960095,nan,0,5
68633328,68633240,4325386,-0.0019174758,-0.004900216,-0.004687163,nan,0,5
69636039,69635950,4325386,-0.00021305287,-0.0044741104,0.010439591,nan,0,5
70633745,70633660,4325386,-0.0010652643,-0.029827403,-0.0027696874,nan,0,5
71633957,71633870,4325386,0.009161274,-0.006604639,-0.0059654806,nan,0,5
72634167,72634081,4325386,-0.010652644,-0.012570119,0.0012783173,nan,0,5
73634515,73634292,4325386,-0.005113269,-0.011717908,-0.012996226,nan,0,5
74632093,74632002,4325386,0.011717908,-0.010226538,0.008309062,nan,0,5
75634801,75634715,4325386,0.009800432,-0.01107875,0.00021305287,nan,0,5
76635013,76634927,4325386,0.008735168,-0.02897519,-0.0059654806,nan,0,5
77635289,77635139,4325386,-0.0029827403,-0.012570119,0.00021305287,nan,0,5
78632941,78632851,4325386,0.005113269,-0.001704423,-0.010652644,nan,0,5
79635651,79635565,4325386,0.013209278,-0.020240024,-0.010652644,nan,0,5
80635865,80635779,4325386,0.0021305287,-0.018748652,-0.009161274,nan,0,5
81633582,81633493,4325386,0.011504855,-0.005113269,-0.0038349517,nan,0,5
82633797,82633707,4325386,-0.0025566346,-0.023222763,-0.0008522115,nan,0,5
83634012,83633922,4325386,0.0036218988,-0.009587379,-0.012783173,nan,0,5
84636723,84636638,4325386,0.0019174758,-0.010865697,0.003408846,nan,0,5
85634444,85634353,4325386,-0.0076699033,-0.025992451,-0.015126754,nan,0,5
86634658,86634569,4325386,0.0040480047,-0.014913701,-0.0019174758,nan,0,5
87634874,87634786,4325386,-0.0080960095,-0.014913701,0.015126754,nan,0,5
88632629,88632502,4325386,-0.0010652643,-0.012144014,-0.004900216,nan,0,5
89635312,89635221,4325386,-0.0008522115,0.003408846,-0.008735168,nan,0,5
90635529,90635439,4325386,0.019813918,-0.006604639,-0.0044741104,nan,0,5
91635748,91635657,4325386,0.0010652643,-0.008735168,-0.007030745,nan,0,5
92633467,92633376,4325386,0.013422331,-0.008309062,0.011291802,nan,0,5
93636184,93636096,4325386,0.006817692,0.004900216,0.011291802,nan,0,5
94636405,94636316,4325386,0.013209278,-0.013635384,0.008309062,nan,0,5
95634123,95634036,4325386,-0.0008522115,-0.0021305287,-0.0044741104,nan,0,5
96634345,96634257,4325386,-0.016405072,-0.024074975,-0.004900216,nan,0,5
97634565,97634478,4325386,-0.015765913,-0.013848437,0.008309062,nan,0,5
98637288,98637201,4325386,0.0027696874,-0.02812298,-0.0019174758,nan,0,5
99632511,99632422,4325386,0.001704423,-0.00021305287,-0.010652644,nan,0,5
