timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
44656700,44656630,4259850,-4.50493,-2.957318,-6.841671,54.0,0,0,0,0,5
45657432,45657362,4259850,1.976653,2.9343336,-10.8103,54.0,0,0,0,0,5
46653690,46653621,4259850,1.3867216,0.8121132,-9.27801,54.0,0,0,0,0,5
47654803,47654735,4259850,-6.504567,-0.96534216,-7.462248,54.0,0,0,0,0,5
48655893,48655825,4259850,4.1141963,2.7427976,-12.304281,54.0,0,0,0,0,5
49656984,49656913,4259850,-3.1794999,1.1722012,-10.113108,54.0,0,0,0,0,5
50655689,50655561,4259850,-9.055829,-1.892377,-4.282748,54.0,0,0,0,0,5
51656693,51656626,4259850,-2.804089,-1.1415554,-8.672756,54.0,0,0,0,0,5
52657792,52657723,4259850,-0.9270349,0.26048914,-9.844957,54.0,0,0,0,0,5
53653503,53653423,4259850,-0.09193735,0.022984337,-10.151415,54.0,0,0,0,0,5
54654631,54654562,4259850,-0.21452047,0.107260235,-9.798989,54.0,0,0,0,0,5
55656296,55656228,4259850,-0.13024457,0.0842759,-9.791327,54.0,0,0,0,0,5
56657464,56657395,4259850,-0.1685518,0.061291564,-9.791327,54.0,0,0,0,0,5
57653693,57653622,4259850,-0.14556746,0.0842759,-9.714713,54.0,0,0,0,0,5
58654822,58654752,4259850,-0.1838747,0.0842759,-9.783666,54.0,0,0,0,0,5
59658445,59658374,4259850,-0.19919759,0.015322891,-9.768343,54.0,0,0,0,0,5
60654235,60654149,4259850,-0.1685518,0.099598795,-9.653421,54.0,0,0,0,0,5
61655398,61655328,4259850,-0.15322891,0.061291564,-9.714713,54.0,0,0,0,0,5
62656546,62656478,4259850,-0.1838747,0.06895301,-9.745358,54.0,0,0,0,0,5
63658170,63658103,4259850,-0.045968674,-0.34476504,-9.369947,54.0,0,0,0,0,5
64654411,64654340,4259850,-0.2987964,-0.015322891,-9.783666,54.0,0,0,0,0,5
65655552,65655477,4259850,-0.29113492,0.076614454,-9.737698,54.0,0,0,0,0,5
66656630,66656560,4259850,-0.32944214,0.030645782,-9.75302,54.0,0,0,0,0,5
67654781,67654710,4259850,-0.31411928,0.09193735,-9.768343,54.0,0,0,0,0,5
68655906,68655811,4259850,-0.34476504,0.045968674,-9.745358,54.0,0,0,0,0,5
69656957,69656888,4259850,-0.30645782,0.030645782,-9.783666,54.0,0,0,0,0,5
70657980,70657912,4259850,-0.2987964,0.053630117,-9.722374,54.0,0,0,0,0,5
71654178,71654111,4259850,-0.24516626,0.038307227,-9.714713,54.0,0,0,0,0,5
72655247,72655178,4259850,-0.2834735,0.053630117,-9.791327,54.0,0,0,0,0,5
73656299,73656231,4259850,-0.30645782,0.061291564,-9.69939,54.0,0,0,0,0,5
74654339,74654270,4259850,-0.3217807,0.045968674,-9.776005,54.0,0,0,0,0,5
75655845,75655778,4259850,-0.2681506,0.030645782,-9.75302,54.0,0,0,0,0,5
76656855,76656688,4259850,-0.27581203,0.061291564,-9.798989,54.0,0,0,0,0,5
77657677,77657604,4259850,-0.2681506,0.053630117,-9.768343,54.0,0,0,0,0,5
78653618,78653547,4259850,-0.27581203,0.015322891,-9.707051,54.0,0,0,0,0,5
79656895,79656826,4259850,-0.2987964,0.0,-9.821973,54.0,0,0,0,0,5
80657719,80657647,4259850,-0.29113492,0.076614454,-9.783666,54.5,0,0,0,0,5
81653708,81653639,4259850,-0.31411928,0.030645782,-9.75302,54.5,0,0,0,0,5
82656540,82656470,4259850,-0.31411928,0.022984337,-9.768343,54.5,0,0,0,0,5
83657405,83657335,4259850,-0.2987964,0.038307227,-9.722374,54.5,0,0,0,0,5
84658406,84658186,4259850,-0.31411928,0.12258313,-9.75302,54.5,0,0,0,0,5
85654244,85654078,4259850,-0.29113492,0.0842759,-9.783666,54.5,0,0,0,0,5
86655484,86655414,4259850,-0.30645782,-0.0076614455,-9.722374,54.5,0,0,0,0,5
87656351,87656283,4259850,-0.2987964,0.061291564,-9.768343,54.5,0,0,0,0,5
88654659,88654588,4259850,-0.31411928,0.076614454,-9.722374,54.5,0,0,0,0,5
89655054,89654809,4259850,-0.2681506,0.09193735,-9.722374,54.5,0,0,0,0,5
90655603,90655516,4259850,-0.3217807,0.015322891,-9.722374,54.5,0,0,0,0,5
91658706,91658637,4259850,-0.2834735,0.061291564,-9.75302,54.5,0,0,0,0,5
92654424,92654356,4259850,-0.32944214,0.038307227,-9.821973,54.5,0,0,0,0,5
93655050,93654980,4259850,-0.3524265,-0.022984337,-9.783666,54.5,0,0,0,0,5
94656188,94656118,4259850,-0.19919759,0.2528277,-9.661083,54.5,0,0,0,0,5
95654295,95654227,4259850,-0.2681506,0.015322891,-9.737698,54.5,0,0,0,0,5
96654415,96654294,4259850,-0.31411928,0.076614454,-9.760681,54.5,0,0,0,0,5
97657414,97657344,4259850,-0.2834735,0.045968674,-9.745358,54.5,0,0,0,0,5
98655523,98655455,4259850,-0.30645782,0.076614454,-9.75302,54.5,0,0,0,0,5
99656049,99655980,4259850,-0.34476504,0.045968674,-9.707051,54.5,0,0,0,0,5
100656625,100656536,4259850,-0.30645782,0.045968674,-9.745358,54.5,0,0,0,0,5
101657133,101657062,4259850,-0.3524265,0.022984337,-9.760681,54.5,0,0,0,0,5
102655164,102655095,4259850,-0.2681506,-0.015322891,-9.75302,54.5,0,0,0,0,5
103655134,103655063,4259850,-0.3217807,0.0076614455,-9.776005,54.5,0,0,0,0,5
104655554,104655486,4259850,-0.24516626,0.045968674,-9.783666,55.0,0,0,0,0,5
105658401,105658332,4259850,-0.2528277,0.038307227,-9.75302,54.5,0,0,0,0,5
106654403,106654331,4259850,-0.29113492,0.045968674,-9.714713,55.0,0,0,0,0,5
107657263,107657193,4259850,-0.3371036,0.045968674,-9.75302,55.0,0,0,0,0,5
108657650,108657583,4259850,-0.27581203,0.053630117,-9.776005,55.0,0,0,0,0,5
109655582,109655513,4259850,-0.34476504,0.038307227,-9.730036,55.0,0,0,0,0,5
110655966,110655886,4259850,-0.2987964,0.076614454,-9.798989,55.0,0,0,0,0,5
111655796,111655727,4259850,-0.26048914,-0.0076614455,-9.768343,55.0,0,0,0,0,5
112658595,112658525,4259850,-0.2987964,0.0,-9.798989,55.0,0,0,0,0,5
113654040,113653971,4259850,-0.34476504,0.038307227,-9.745358,55.0,0,0,0,0,5
114656903,114656823,4259850,-0.3524265,0.045968674,-9.829635,55.0,0,0,0,0,5
115657287,115657219,4259850,-0.24516626,0.030645782,-9.783666,55.0,0,0,0,0,5
116655171,116655101,4259850,-0.31411928,0.030645782,-9.768343,55.0,0,0,0,0,5
117655506,117655439,4259850,-0.30645782,0.0076614455,-9.814312,55.0,0,0,0,0,5
118655396,118655328,4259850,-0.29113492,0.053630117,-9.722374,55.0,0,0,0,0,5
119658160,119658087,4259850,-0.3524265,0.0842759,-9.745358,55.0,0,0,0,0,5
120656043,120655974,4259850,-0.29113492,-0.0076614455,-9.745358,55.0,0,0,0,0,5
121656379,121656310,4259850,-0.34476504,0.053630117,-9.730036,55.0,0,0,0,0,5
122656704,122656635,4259850,-0.31411928,0.030645782,-9.776005,55.0,0,0,0,0,5
123654541,123654471,4259850,-0.27581203,0.045968674,-9.745358,55.0,0,0,0,0,5
124654793,124654723,4259850,-0.32944214,0.038307227,-9.783666,55.0,0,0,0,0,5
125656980,125656913,4259850,-0.48267108,-0.053630117,-10.503841,55.0,0,0,0,0,5
126657704,126657634,4259850,-0.30645782,0.015322891,-9.745358,55.0,0,0,0,0,5
127655526,127655455,4259850,-0.29113492,-0.0076614455,-9.798989,55.0,0,0,0,0,5
128655839,128655771,4259850,-0.30645782,-0.015322891,-9.821973,55.0,0,0,0,0,5
129656136,129656067,4259850,-0.22218192,-1.2871228,-9.852619,55.0,0,0,0,0,5
130653924,130653855,4259850,-0.31411928,0.022984337,-9.760681,55.0,0,0,0,0,5
131654222,131654153,4259850,-0.24516626,0.045968674,-9.814312,55.0,0,0,0,0,5
132656979,132656910,4259850,-0.3524265,0.030645782,-9.730036,55.0,0,0,0,0,5
