timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
43881004,43780582,0.0008255335,0.016477508,0.037365995,537002515,0,0.29420623,0.51959914,0.04260903,nan,nan,0.015611075,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
43890952,43790584,0.0008044281,0.015949585,0.036252245,537002515,0,0.2955703,0.5206546,0.04260903,nan,nan,0.015611075,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
44091053,43990625,0.00078983704,0.015789427,0.03624861,537002515,0,0.29567304,0.5188226,0.055985246,nan,nan,0.0025711744,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
44291054,44190666,0.0006862844,0.01562155,0.036961727,537002515,0,0.2957464,0.5169638,0.03219612,nan,nan,0.007895618,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
44491075,44390707,0.0002792904,0.015223831,0.034820482,537002515,0,0.29579833,0.5208265,0.010129227,nan,nan,0.0063876444,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
44691147,44590749,0.00043360417,0.014899223,0.03376661,537002515,0,0.29583874,0.5189246,0.029730676,nan,nan,2.1559302e-07,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
44891173,44790790,0.0005977076,0.014520294,0.03175269,537002515,0,0.29586366,0.5170861,0.041435193,nan,nan,0.008517507,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
45081188,44980829,0.00044655765,0.014864259,0.03245675,537002515,0,0.29450858,0.519869,0.011708235,nan,nan,0.0021530176,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
45281265,45180870,0.00034629623,0.014552722,0.031769633,537002515,0,0.29451376,0.51797587,0.021354895,nan,nan,0.00031326938,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
45491258,45390913,0.00063351024,0.013430796,0.029135974,537002515,0,0.29587394,0.5172,0.037540324,nan,nan,0.0136549445,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
45691440,45590955,0.0007418353,0.013304928,0.03149525,537002515,0,0.29586068,0.51536065,0.026452664,nan,nan,0.031965848,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
45891341,45790996,0.0005360922,0.013090867,0.032972682,537002515,0,0.2958515,0.51922584,0.019646829,nan,nan,0.019680195,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
46091394,45991037,0.0004217392,0.013082063,0.03697525,537002515,0,0.2958386,0.51744443,0.004958843,nan,nan,0.004220501,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
46291502,46191079,0.00047363513,0.013125418,0.04068248,537002515,0,0.29582146,0.51565075,0.027562594,nan,nan,0.02334409,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,8,0,229,1,0,1,0,3,0,0,0,0,0,0,0
