timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
44648466,44522638,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
45654189,45521635,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
46659979,46526681,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
47655882,47528634,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
48661984,48528654,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
49647475,49521634,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
50663270,50534633,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
51659055,51531639,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
52664942,52534650,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
53660691,53534634,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
54666486,54538634,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
55662302,55534634,0.11452603,0.0893126,0.0010231157,0,0,0,1,1,1,0,0,0,0,0
56658140,56528709,0.14198162,0.01735835,0.0057574366,0,0,0,1,1,1,0,0,0,0,0
57654096,57529404,0.20056474,0.084259376,0.009195953,0,0,0,1,1,1,0,0,0,0,0
58659788,58528634,0.23059788,0.07416597,0.0048611765,0,0,0,1,1,1,0,0,0,0,0
59665535,59536640,0.27198964,0.067516014,0.0050616586,0,0,0,1,1,1,0,0,0,0,0
60671313,60538639,0.3091014,0.020054046,0.015240473,0,0,0,1,1,1,0,0,0,0,0
61667188,61539835,0.33262792,0.039044164,0.014169596,0,0,0,1,1,1,0,0,0,0,0
62662974,62531633,0.36835742,0.044218928,0.01712534,0,0,0,1,1,1,0,0,0,0,0
63658817,63530634,0.3577253,0.1277597,0.018122774,0,0,0,1,1,1,0,0,0,0,0
64654734,64524706,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
65660834,65528639,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
66656325,66531635,0.05357881,0.03695942,0.00441015,0,0,0,1,1,1,0,0,0,0,0
67662048,67528639,0.10404697,0.067382805,0.0071221436,0,0,0,1,1,1,0,0,0,0,0
68657892,68530634,0.12542984,0.15968996,0.0055534667,0,0,0,1,1,1,0,0,0,0,0
69653773,69527634,0.16751042,0.20662436,0.0076290616,0,0,0,1,1,1,0,0,0,0,0
70659513,70532640,0.195425,0.25391355,0.0051696626,0,0,0,1,1,1,0,0,0,0,0
71665307,71538633,0.22437435,0.2980134,0.0034394595,0,0,0,1,1,1,0,0,0,0,0
72661129,72530634,0.23918897,0.3237648,0.0073584924,0,0,0,1,1,1,0,0,0,0,0
73657368,73523635,0.24522965,0.3099549,0.0035353056,0,0,0,1,1,1,0,0,0,0,0
74652817,74527633,0.27024016,0.27963674,0.00956467,0,0,0,1,1,1,0,0,0,0,0
75648740,75519632,0.2815275,0.26884547,0.017924877,0,0,0,1,1,1,0,0,0,0,0
76654465,76522976,0.28335926,0.2795067,0.022145614,0,0,0,1,1,1,0,0,0,0,0
77650354,77522635,0.30709076,0.21482596,0.015222524,0,0,0,1,1,1,0,0,0,0,0
78656156,78523649,0.32666454,0.20495182,0.014892477,0,0,0,1,1,1,0,0,0,0,0
79651909,79520634,0.3352147,0.22028156,0.021599887,0,0,0,1,1,1,0,0,0,0,0
80657737,80523765,0.33978844,0.20313029,0.02894394,0,0,0,1,1,1,0,0,0,0,0
81654025,81527633,0.3417214,0.20619285,0.022955203,0,0,0,1,1,1,0,0,0,0,0
82659335,82525634,0.32251203,0.20263124,0.016094392,0,0,0,1,1,1,0,0,0,0,0
83655184,83524634,0.34191093,0.12516318,0.016698359,0,0,0,1,1,1,0,0,0,0,0
84661014,84527633,0.33880338,0.11199992,0.004939283,0,0,0,1,1,1,0,0,0,0,0
85656848,85523633,0.34537545,0.10821176,0.005338929,0,0,0,1,1,1,0,0,0,0,0
86652698,86524635,0.35520238,0.1079385,0.007655913,0,0,0,1,1,1,0,0,0,0,0
87658458,87526658,0.34691542,0.10076555,0.0011603878,0,0,0,1,1,1,0,0,0,0,0
88644322,88519660,0.35151213,0.059061844,0.008347787,0,0,0,1,1,1,0,0,0,0,0
89660187,89527644,0.36065087,0.033457767,0.011546168,0,0,0,1,1,1,0,0,0,0,0
90656150,90526640,0.37148446,0.0046671415,0.01838526,0,0,0,1,1,1,0,0,0,0,0
91661796,91531633,0.36506516,0.044720534,0.021984495,0,0,0,1,1,1,0,0,0,0,0
92667508,92534686,0.36545607,0.013496594,0.025265059,0,0,0,1,1,1,0,0,0,0,0
93653436,93521633,0.34692115,0.05079992,0.024197195,0,0,0,1,1,1,0,0,0,0,0
94649350,94522061,0.34146905,0.060553506,0.030841779,0,0,0,1,1,1,0,0,0,0,0
95645101,95519635,0.3493506,0.11668384,0.02940897,0,0,0,1,1,1,0,0,0,0,0
96650900,96523634,0.3274272,0.056563266,0.029893178,0,0,0,1,1,1,0,0,0,0,0
97656722,97526729,0.3253399,0.11928722,0.029627724,0,0,0,1,1,1,0,0,0,0,0
98652769,98519640,0.31005856,0.13590474,0.034315515,0,0,0,1,1,1,0,0,0,0,0
99648505,99521634,0.3269418,0.1960945,0.030752877,0,0,0,1,1,1,1,0,0,0,0
100654226,100522635,0.33013362,0.23414762,0.021463724,0,0,0,1,1,1,0,0,0,0,0
101640157,101515635,0.32944226,0.26511317,0.0113813635,0,0,0,1,1,1,0,0,0,0,0
102655904,102527633,0.33038634,0.297599,0.0019130891,0,0,0,1,1,1,0,0,0,0,0
103661653,103527634,0.3278275,0.312952,0.014427872,0,0,0,1,1,1,0,0,0,0,0
104647554,104521634,0.323035,0.26554978,0.030360367,0,0,0,1,1,1,0,0,0,0,0
105653388,105521634,0.33154353,0.2883495,0.04070159,0,0,0,1,1,1,0,0,0,0,0
106649627,106524836,0.33584154,0.313908,0.0479768,0,0,0,1,1,1,0,0,0,0,0
107655042,107525634,0.3312737,0.3267472,0.050982166,0,0,0,1,1,1,0,0,0,0,0
108660842,108527639,0.33583316,0.3474529,0.04860035,0,0,0,1,1,1,0,0,0,0,0
109656686,109530634,0.33837023,0.3470301,0.043056536,0,0,0,1,1,1,1,0,0,0,0
110662535,110530633,0.32274407,0.29568443,0.04610114,0,0,0,1,1,1,0,0,0,0,0
111658372,111526633,0.32694656,0.30238655,0.045777105,0,0,0,1,1,1,0,0,0,0,0
112654246,112529633,0.32144794,0.30994734,0.036202345,0,0,0,1,1,1,0,0,0,0,0
113660082,113530639,0.31528658,0.3092039,0.027208932,0,0,0,1,1,1,1,0,0,0,0
114646224,114514634,0.3143396,0.33251846,0.03574435,0,0,0,1,1,1,0,0,0,0,0
115651708,115521633,0.30630133,0.31804022,0.0482657,0,0,0,1,1,1,0,0,0,0,0
116657518,116526762,0.35084298,0.574251,0.040482156,0,0,0,1,1,1,0,0,0,0,0
117653383,117528687,0.2913253,0.35202077,0.02449077,0,0,0,1,1,1,0,0,0,0,0
118659183,118526666,0.27397293,0.2952891,0.024163764,0,0,0,1,1,1,1,0,0,0,0
119655040,119521635,0.2718386,0.23098847,0.028126372,0,0,0,1,1,1,0,0,0,0,0
120650945,120521633,0.24126594,0.36875573,0.01958614,0,0,0,1,1,1,1,0,0,0,0
121656766,121526640,0.19634546,0.28097028,0.009711792,0,0,0,1,1,1,1,0,0,0,0
122652647,122519650,0.20134547,0.2729467,0.03392636,0,0,0,1,1,1,0,0,0,0,0
123648450,123522632,0.17870393,0.26741803,0.03093333,0,0,0,1,1,1,1,0,0,0,0
124654261,124526634,0.17068794,0.2505847,0.03789971,0,0,0,1,1,1,1,0,0,0,0
125650206,125523790,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
126655944,126525634,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
127641911,127512635,0.044485558,0.07459964,0.025706463,0,0,0,1,1,1,1,0,0,0,0
128647663,128522887,0.02722179,0.2043822,0.05802512,0,0,0,1,1,1,1,0,0,0,0
129653447,129520633,0.080539,0.005572882,0.048516605,0,0,0,1,1,1,1,0,0,0,0
130649366,130522634,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
131645334,131519634,0.019639647,0.04670987,0.009323359,0,0,0,1,1,1,0,0,0,0,0
132660970,132528635,0.031573076,0.11908054,0.01552161,0,0,0,1,1,1,1,0,0,0,0
133656839,133529634,0.038052842,0.07069284,0.049906824,0,0,0,1,1,1,1,0,0,0,0
134672568,134538633,0.015131326,0.07782908,0.034445576,0,0,0,1,1,1,1,0,0,0,0
135658561,135530633,0.063051194,0.07252504,0.06627042,0,0,0,1,1,1,1,0,0,0,0
136674253,136547639,0.0780955,0.17614213,0.07682577,0,0,0,1,1,1,1,0,0,0,0
137660145,137530640,0.09191912,0.15221019,0.07473982,0,0,0,1,1,1,1,0,0,0,0
138665964,138538633,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
139652224,139519633,0.06815907,0.10664164,0.030797949,0,0,0,1,1,1,0,0,0,0,0
140657723,140528634,0.10260585,0.14376622,0.06643204,0,0,0,1,1,1,1,0,0,0,0
141653557,141526633,0.15470046,0.018659145,0.08352839,0,0,0,1,1,1,1,0,0,0,0
142659386,142533640,0.17534387,0.05183248,0.075253114,0,0,0,1,1,1,1,0,0,0,0
143655311,143522640,0.1853534,0.07056429,0.036961436,0,0,0,1,1,1,1,0,0,0,0
144670984,144540633,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
145656895,145532634,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
146672668,146542701,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
147658943,147528997,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
148674348,148548634,nan,nan,nan,0,0,0,1,1,1,0,0,0,0,0
149650284,149518639,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
150666056,150536633,0.044497933,0.13109422,0.009610292,0,0,0,1,1,1,1,0,0,0,0
151652107,151525633,0.11841255,0.12890479,0.010505408,0,0,0,1,1,1,1,0,0,0,0
152667732,152534634,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
153643708,153515634,0.05066075,0.14870963,0.032856636,0,0,0,1,1,1,1,0,0,0,0
154669501,154542653,0.044788186,0.2405675,0.02991555,0,0,0,1,1,1,1,0,0,0,0
155665363,155534634,0.06357147,0.38205573,0.03152871,0,0,0,1,1,1,0,0,0,0,0
156671183,156542634,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
157656984,157524634,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
158672875,158543666,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
159658669,159524633,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
160664492,160537634,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
161650421,161524634,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
162676126,162544633,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
163662058,163530634,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
164678107,164549633,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
165663779,165531664,nan,nan,nan,0,0,0,1,1,1,1,0,0,0,0
