timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
44086897,44080791,396321,-0.030110257,0.24664919,0.27947003,3
44557023,44534581,396321,-0.042915873,0.24550995,0.2757792,3
45004964,44988372,396321,-0.038741946,0.24650416,0.2774868,3
45602398,45593176,396321,-0.032449465,0.24823613,0.28387094,3
46050891,46046968,396321,-0.041178744,0.24063365,0.2707332,3
46520543,46500747,396321,-0.03757251,0.2453145,0.2753048,3
47096542,47029970,396321,-0.030316629,0.24452212,0.27866405,3
47566282,47559279,396321,-0.03325666,0.245387,0.2762964,3
48014895,48012979,396321,-0.04554188,0.24180867,0.2819443,3
48612403,48542357,396321,-0.029003946,0.24605057,0.28160042,3
49081787,49071599,396321,-0.033825994,0.2451117,0.27934492,3
49530366,49525408,396321,-0.047453027,0.24617738,0.28393888,3
50000061,49979098,396321,-0.036055043,0.24514006,0.27922556,3
50597336,50584161,396321,-0.03177096,0.2445757,0.2764129,3
51045896,51038019,396321,-0.052196603,0.2441155,0.28531668,3
51494317,51491684,396321,-0.03931128,0.24622884,0.2805353,3
52091657,52020961,396321,-0.05258265,0.22962669,0.3060272,3
52561827,52550408,396321,-0.068753615,0.23411417,0.31403148,3
53009736,53004195,396321,-0.06684083,0.23370744,0.31185234,3
53607017,53533574,396321,-0.062110584,0.23547493,0.31189272,3
54076676,54062874,396321,-0.07172568,0.234152,0.31387234,3
54525093,54516550,396321,-0.06998592,0.23561482,0.30853108,3
55101093,55045886,396321,-0.06934287,0.23645179,0.31440234,3
55592083,55575330,396321,-0.08018204,0.23768416,0.31479284,3
56040667,56029020,396321,-0.06932163,0.23700847,0.31693235,3
56488759,56482754,396321,-0.061811432,0.23868036,0.30882108,3
57107712,57087781,396321,-0.08015061,0.23752868,0.31863403,3
57556337,57541489,396321,-0.06886311,0.23725753,0.31847793,3
58004813,57995261,396321,-0.06503721,0.23723647,0.31408277,3
58602092,58600252,396321,-0.07812865,0.23318619,0.31204537,3
59072349,59053964,396321,-0.07441226,0.23630849,0.31209666,3
59520385,59507499,396321,-0.06483045,0.24075818,0.32082772,3
60096396,60036884,396321,-0.071387105,0.23725818,0.31259584,3
60587931,60566357,396321,-0.0777019,0.2327984,0.30978665,3
61036059,61020167,396321,-0.06627051,0.23635994,0.3086931,3
61484078,61473934,396321,-0.066981435,0.23779869,0.3124207,3
62081734,62078946,396321,-0.077874266,0.23625274,0.3065507,3
62551509,62532627,396321,-0.066349566,0.23697062,0.3170915,3
62999548,62986395,396321,-0.066981435,0.23779869,0.3124207,3
63597240,63591390,396321,-0.08446645,0.23745616,0.31764242,3
64067029,64045161,396321,-0.06677566,0.23894322,0.31927636,3
64515549,64498880,396321,-0.057352677,0.2402084,0.30898598,3
65091594,65028129,396321,-0.07306577,0.23636888,0.310249,3
65561345,65557310,396321,-0.06503853,0.2340669,0.31423044,3
66031073,66011011,396321,-0.06309399,0.23429705,0.3158556,3
66607160,66540357,396321,-0.07050155,0.23824994,0.31783396,3
67077321,67069733,396321,-0.06570085,0.23742764,0.30560765,3
67525401,67523468,396321,-0.060609903,0.23892002,0.31040645,3
67994692,67977292,396321,-0.06706016,0.23920175,0.32078218,3
68592842,68582104,396321,-0.0705546,0.2369243,0.31150576,3
69040738,69035931,396321,-0.060326386,0.23628427,0.3090114,3
69510093,69489694,396321,-0.06557445,0.23839046,0.32089865,3
70107958,70094653,396321,-0.07183452,0.23888016,0.31824496,3
70556402,70548524,396321,-0.06181242,0.23630318,0.30893183,3
71004505,71002288,396321,-0.064499974,0.2360825,0.30726686,3
71602240,71531655,396321,-0.07438336,0.23612897,0.31261754,3
72071998,72060871,396321,-0.063376844,0.23851757,0.31717682,3
72520547,72514542,396321,-0.058665678,0.23835778,0.31206852,3
72989893,72968390,396321,-0.06903713,0.23674992,0.31542656,3
73587992,73573175,396321,-0.06483079,0.23996578,0.32086465,3
74036077,74026799,396321,-0.06263448,0.23692334,0.31729043,3
74484094,74480517,396321,-0.06676178,0.23309678,0.30345395,3
75103408,75085338,396321,-0.06552716,0.23714288,0.30869597,3
75551471,75539023,396321,-0.05845925,0.2410871,0.3188504,3
75999463,75992882,396321,-0.069036804,0.2375423,0.31538963,3
76597645,76522185,396321,-0.0742985,0.23775338,0.31676185,3
77066979,77051482,396321,-0.05678466,0.23731415,0.3060851,3
77514971,77505225,396321,-0.062634155,0.23771572,0.31725353,3
78091341,78034477,396321,-0.07602693,0.23741142,0.31132102,3
78603916,78574591,396321,-0.06156662,0.23833098,0.3115329,3
79051913,79028358,396321,-0.06346287,0.24064094,0.31554037,3
79606648,79557741,396321,-0.073017724,0.2367152,0.31184497,3
80076427,80011372,396321,-0.066601716,0.23872815,0.31515673,3
80567472,80540791,396321,-0.056966104,0.23854116,0.3110003,3
81015644,80994407,396321,-0.07446848,0.2343144,0.314486,3
81570842,81523796,396321,-0.06882806,0.23742877,0.3118803,3
82083094,82053180,396321,-0.059535228,0.23841876,0.31470227,3
82531176,82506890,396321,-0.06642799,0.23775557,0.30747002,3
83086826,83036191,396321,-0.07145567,0.2371852,0.31389856,3
83598655,83565738,396321,-0.062365536,0.23713872,0.31384557,3
84047105,84019406,396321,-0.0687523,0.23728375,0.31388384,3
84602307,84548804,396321,-0.07148426,0.23689409,0.3140639,3
85092912,85078319,396321,-0.0578517,0.23788749,0.31175032,3
85562605,85531953,396321,-0.062951244,0.23535639,0.31504732,3
86010512,85985668,396321,-0.07132987,0.23510829,0.30771708,3
86608737,86590624,396321,-0.063108385,0.23754439,0.31378734,3
87056835,87044333,396321,-0.066103764,0.23899841,0.3196926,3
87526101,87497971,396321,-0.0729353,0.23406222,0.32032734,3
88081408,88027360,396321,-0.065315835,0.23594883,0.3092227,3
88572344,88556611,396321,-0.05903521,0.24311689,0.31182715,3
89041644,89010315,396321,-0.07275221,0.2367972,0.31522763,3
89597174,89539892,396321,-0.0661401,0.23860036,0.31350094,3
90087937,90069144,396321,-0.05896573,0.23909026,0.31163526,3
90535948,90522790,396321,-0.06627117,0.23477516,0.3087669,3
91006104,90976505,396321,-0.07407978,0.23779769,0.3162604,3
91603422,91581540,396321,-0.060365908,0.23658961,0.3132106,3
92051933,92035163,396321,-0.06559846,0.23681131,0.30909088,3
92521203,92488761,396321,-0.07533672,0.23754495,0.31697205,3
93076493,93018157,396321,-0.061938383,0.2379839,0.31513178,3
93567528,93547476,396321,-0.061623015,0.23594068,0.31394073,3
94015466,94001159,396321,-0.07630205,0.23450664,0.30824828,3
94591808,94530527,396321,-0.062886514,0.23899782,0.3153409,3
95082847,95059905,396321,-0.061819352,0.2392264,0.316843,3
95530923,95513580,396321,-0.07276759,0.23766735,0.3132701,3
96107833,96042886,396321,-0.06705454,0.23702167,0.31444582,3
96598351,96572078,396321,-0.059195157,0.23856953,0.31088093,3
97046332,97025740,396321,-0.07147956,0.23697218,0.31643653,3
97601874,97555160,396321,-0.06697231,0.23675679,0.31001708,3
98071258,98008882,396321,-0.061938323,0.23814237,0.3151244,3
98562328,98538211,396321,-0.06627035,0.23675615,0.30867463,3
99010946,98991993,396321,-0.07510812,0.2360847,0.3178187,3
99586904,99521511,396321,-0.05970318,0.23760748,0.31603417,3
100077922,100050799,396321,-0.06548017,0.23651344,0.31447625,3
100525912,100504460,396321,-0.07489425,0.23707938,0.31663394,3
101081195,101033778,396321,-0.06265613,0.23762171,0.31097177,3
101593454,101563153,396321,-0.06521139,0.23633265,0.31104982,3
102041393,102016933,396321,-0.07928155,0.2362791,0.3160557,3
102596692,102546253,396321,-0.06311121,0.23835233,0.3133663,3
103087644,103075532,396321,-0.06559001,0.2388644,0.3189596,3
103557017,103529363,396321,-0.071353346,0.23612827,0.31379995,3
104005889,103983110,396321,-0.06756632,0.23799732,0.31353015,3
104603319,104588097,396321,-0.060467817,0.23839454,0.30967203,3
105073053,105041768,396321,-0.06965148,0.2418584,0.31247336,3
105521482,105495380,396321,-0.06925018,0.23773621,0.316519,3
