timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
44621015,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,3.2377691,0.12663896,9.172003e-09,0.87445647,-0.80816185,-9.660789,0.006785939,-0.007434586,0.0020901612,34.864815,8.202547,8.894349,0.025661375,0.013181515,0.0030675835,54.0,nan
45531053,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,3.154071,0.1273236,5.171706e-09,0.9400056,-0.80185145,-9.689109,0.009204033,-0.0070518106,0.003874521,35.907642,9.018091,9.701472,0.023763314,0.0128954435,0.0035482843,54.0,nan
46536263,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,3.0796762,0.12270633,3.759486e-09,0.6920805,-0.8365441,-9.643878,0.0056366017,-0.014258936,-2.504787e-05,17.682264,4.3227506,5.6570425,0.013960748,0.009009691,0.0018435615,54.0,nan
47536459,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,3.329869,0.12268265,3.9654284e-09,0.78363514,-0.76061493,-9.739881,-0.0009447063,-0.010260695,0.001375684,20.638428,5.2895675,7.128542,0.01329132,0.010209639,0.0014031234,54.0,nan
48541676,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,3.0909758,0.12433334,5.343447e-09,0.8191007,-0.8276861,-9.67619,0.006327206,-0.010938831,0.001315487,21.302671,6.6568537,6.7770243,0.02063073,0.00960042,0.002297752,54.0,nan
49546882,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,3.2496262,0.12439104,3.712188e-09,0.9654639,-0.74992204,-9.8044195,0.0027298934,-0.0042577297,0.0005398256,18.954617,5.208851,6.9010596,0.015492817,0.010823998,0.0019371347,54.0,nan
50557095,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,3.4496157,0.13702177,8.449065e-09,0.9130575,-0.7848008,-9.750702,0.004474068,-0.013586803,0.0017313107,26.418837,7.403014,7.9242964,0.018403914,0.011543439,0.0020833395,54.0,nan
51567318,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,3.2277985,0.13306329,5.2099676e-09,0.8031091,-0.8074511,-9.714306,0.0017456675,-0.008899054,-0.0012070285,16.001556,4.033571,6.5164027,0.018999644,0.009322254,0.0017960414,54.0,nan
52567517,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,1.0615194,0.044980064,1.0604173e-10,0.98777074,-0.9142178,-9.640587,0.0032501114,-0.010073383,0.0014269484,0.006971781,0.019697422,0.028836811,0.000118711294,0.00010988513,0.00012616033,54.0,nan
53577717,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.26552355,0.014896578,9.999838e-11,0.96093917,-0.9419222,-9.692543,0.0035003007,-0.009983132,0.0013990204,0.058272574,0.016657012,0.030997438,0.00017261275,0.000102598235,8.979094e-05,54.0,nan
54582931,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.21285637,0.01417732,8.229422e-11,0.98274934,-0.9631146,-9.688961,0.0022075556,-0.0068190955,-0.00024127637,0.017878471,0.0079369685,0.012987099,0.00011330583,0.00012431976,9.5961645e-05,54.0,nan
55588135,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.067263156,0.009798718,4.8758626e-11,0.9934965,-0.96676457,-9.680062,0.0034535956,-0.00812046,0.0003678224,0.00037865547,0.0007442103,0.0011413085,7.168266e-05,9.3109e-05,0.00013451707,54.0,nan
56588393,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.039104827,0.008805082,7.32334e-11,0.9906678,-0.968137,-9.65719,0.0045996304,-0.009700815,0.0016692173,0.0007213512,0.0014641624,0.001492792,6.519788e-05,7.5485244e-05,8.411675e-05,54.0,nan
57598551,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.038010467,0.008983914,6.274785e-11,0.99109757,-0.9616327,-9.660271,0.00275012,-0.009624898,0.0023649584,0.00044399672,0.0011172978,0.0010305463,3.0454728e-05,7.946016e-05,0.00010937075,54.0,nan
58608762,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.037635095,0.008798218,6.440508e-11,0.9939543,-0.97518086,-9.676075,0.0024016767,-0.007884384,0.0001933955,0.00067821477,0.0010351264,0.0012792936,5.5210352e-05,8.75728e-05,8.3101215e-05,54.0,nan
59623987,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.035185393,0.008648746,6.8254985e-11,0.9936496,-0.9612933,-9.659506,0.004391084,-0.00951522,0.0005125,0.00082885614,0.0010122441,0.0013558546,5.467343e-05,9.804414e-05,0.00010063184,54.0,nan
60529169,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.03573914,0.008845567,6.46408e-11,0.99795264,-0.95500207,-9.637624,0.002402991,-0.009153088,0.0011121519,6.323681e-05,0.0011124905,0.0016664064,5.371244e-05,7.922969e-05,9.573663e-05,54.0,nan
61534371,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.034273986,0.009251782,5.6235634e-11,0.99252266,-0.9612572,-9.662943,0.0041427705,-0.009733044,0.0010561522,0.00053194177,0.0009574408,0.0007224609,7.556961e-05,4.9007165e-05,8.731232e-05,54.0,nan
62539579,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.03336778,0.008640375,6.514695e-11,0.9920728,-0.9706489,-9.651233,0.002534497,-0.009606415,0.00069115247,0.0006964234,0.0007959252,0.0013333663,4.8740363e-05,7.8803045e-05,0.00010209618,54.0,nan
63544788,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.032713603,0.009189375,5.8076616e-11,0.99838513,-0.9739427,-9.649229,0.00397366,-0.0096273655,0.0014775471,0.00079156074,0.0008290744,0.001027858,3.6643643e-05,7.97985e-05,7.456792e-05,54.0,nan
64550060,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.53440046,0.02849766,4.516862e-11,0.86475325,-0.9834177,-9.700314,-0.00033691397,-0.009425458,0.00078772753,0.00023687509,0.006496922,0.018826071,3.412342e-05,8.510263e-05,7.6699456e-05,54.0,nan
65560208,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.10933551,0.011612899,7.024473e-11,0.86651266,-0.9962777,-9.676004,0.0042258096,-0.007459119,0.00028249508,0.0005821488,0.0008070478,0.0011803788,8.843597e-05,8.123847e-05,0.00011452849,54.0,nan
66570422,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.04652565,0.009817713,6.07248e-11,0.8698317,-0.9910479,-9.666271,0.0044165696,-0.008987443,0.000744893,0.00050943886,0.00056872214,0.0014508347,7.636869e-05,7.576505e-05,7.642256e-05,54.0,nan
67575633,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.0382298,0.008953397,6.335889e-11,0.86225504,-1.0010659,-9.669024,0.004619015,-0.009967725,0.0013764832,0.00037968086,0.000732163,0.0012137156,2.3882521e-05,9.292649e-05,9.289247e-05,54.0,nan
68580840,4259850,4325386,0,0,0,0,0,406.45453,399.92,2032.2725,1999.6001,0.03475455,0.009088592,5.8559976e-11,0.86395305,-0.9853185,-9.657992,0.0030504426,-0.008616169,0.0009495224,0.0005271446,0.0009823926,0.0026475978,4.0078092e-05,0.000101382146,6.860627e-05,54.0,nan
