timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
44557176,44556230,396321,-0.06742424,0.17575757,0.2871212,nan,0
45572528,45571583,396321,-0.050757576,0.17651515,0.28333333,nan,0
46566440,46565494,396321,-0.06212121,0.17121212,0.29393938,nan,0
47560226,47559279,396321,-0.05681818,0.17424242,0.28560606,nan,0
48575697,48574752,396321,-0.050757576,0.175,0.29696968,nan,0
49569581,49568636,396321,-0.068939395,0.17424242,0.29166666,nan,0
50563524,50562563,396321,-0.054545455,0.17575757,0.29393938,nan,0
51557456,51556510,396321,-0.05909091,0.17424242,0.29545453,nan,0
52572954,52572009,396321,-0.08712121,0.1560606,0.3310606,nan,0
53566941,53565995,396321,-0.0810606,0.15833333,0.32045454,nan,0
54560703,54559758,396321,-0.087878786,0.1590909,0.32954544,nan,0
55576275,55575330,396321,-0.096969694,0.15984848,0.32575756,nan,0
56570131,56569185,396321,-0.08030303,0.16060606,0.32878786,nan,0
57564082,57563136,396321,-0.0840909,0.16060606,0.3272727,nan,0
58557917,58556972,396321,-0.092424236,0.16060606,0.3189394,nan,0
59573341,59572396,396321,-0.07878788,0.1621212,0.32954544,nan,0
60567302,60566357,396321,-0.095454544,0.1560606,0.32045454,nan,0
61561319,61560374,396321,-0.08560606,0.1590909,0.32575756,nan,0
62576875,62575929,396321,-0.08181818,0.16136363,0.32575756,nan,0
63570798,63569853,396321,-0.087878786,0.15757576,0.32272726,nan,0
64564618,64563671,396321,-0.076515146,0.16060606,0.3159091,nan,0
65558256,65557310,396321,-0.08181818,0.15681818,0.3242424,nan,0
66573683,66572737,396321,-0.086363636,0.15984848,0.33257574,nan,0
67567669,67566723,396321,-0.0780303,0.1621212,0.32045454,nan,0
68561456,68560511,396321,-0.089393936,0.1621212,0.3242424,nan,0
69577019,69576073,396321,-0.08257575,0.16136363,0.3272727,nan,0
70571062,70570116,396321,-0.08030303,0.16060606,0.3189394,nan,0
71565065,71564120,396321,-0.09318182,0.15681818,0.3151515,nan,0
72558677,72557732,396321,-0.0780303,0.16060606,0.32878786,nan,0
73574120,73573175,396321,-0.08030303,0.16136363,0.3310606,nan,0
74567813,74566868,396321,-0.087878786,0.16060606,0.32272726,nan,0
75561621,75560676,396321,-0.074999996,0.15984848,0.3189394,nan,0
76577133,76576165,396321,-0.09015151,0.15984848,0.32878786,nan,0
77570885,77569940,396321,-0.07878788,0.1621212,0.32878786,nan,0
78564705,78563748,396321,-0.07878788,0.1621212,0.3189394,nan,0
79558734,79557789,396321,-0.092424236,0.15757576,0.32045454,nan,0
80574120,80573175,396321,-0.076515146,0.1621212,0.3242424,nan,0
81568010,81567065,396321,-0.08560606,0.16287878,0.3189394,nan,0
82561827,82560881,396321,-0.08484848,0.15227272,0.3151515,nan,0
83577471,83576526,396321,-0.07954545,0.1590909,0.3189394,nan,0
84571348,84570403,396321,-0.087878786,0.16136363,0.32954544,nan,0
85565305,85564360,396321,-0.07954545,0.16136363,0.3219697,nan,0
86559142,86558196,396321,-0.076515146,0.15681818,0.32045454,nan,0
87574547,87573601,396321,-0.092424236,0.1560606,0.3219697,nan,0
88568359,88567414,396321,-0.07575757,0.17121212,0.32878786,nan,0
89562431,89561485,396321,-0.08257575,0.15984848,0.3189394,nan,0
90577807,90576861,396321,-0.09015151,0.15454546,0.32954544,nan,0
91571688,91570742,396321,-0.076515146,0.15833333,0.3242424,nan,0
92565323,92564354,396321,-0.090909086,0.15833333,0.3121212,nan,0
93559225,93558272,396321,-0.0780303,0.15757576,0.32045454,nan,0
94574716,94573771,396321,-0.07954545,0.15984848,0.3189394,nan,0
95568516,95567570,396321,-0.09015151,0.15833333,0.3219697,nan,0
96562238,96561280,396321,-0.074999996,0.1621212,0.3159091,nan,0
97577694,97576748,396321,-0.08560606,0.16136363,0.3151515,nan,0
98571619,98570671,396321,-0.08560606,0.16136363,0.32575756,nan,0
99565675,99564730,396321,-0.076515146,0.15984848,0.3242424,nan,0
100559480,100558535,396321,-0.08863636,0.1590909,0.3159091,nan,0
101574909,101573964,396321,-0.08257575,0.15757576,0.3219697,nan,0
102568855,102567910,396321,-0.07878788,0.16287878,0.3242424,nan,0
103562680,103561734,396321,-0.08712121,0.15833333,0.32272726,nan,0
104578244,104577298,396321,-0.07878788,0.15984848,0.31742424,nan,0
105571902,105570956,396321,-0.0810606,0.15303029,0.32575756,nan,0
106565872,106564927,396321,-0.08863636,0.16136363,0.3310606,nan,0
107559870,107558924,396321,-0.07575757,0.16136363,0.31060606,nan,0
108575257,108574312,396321,-0.092424236,0.15984848,0.32045454,nan,0
109569102,109568156,396321,-0.08030303,0.15984848,0.3310606,nan,0
110563226,110562280,396321,-0.07727273,0.16136363,0.32045454,nan,0
111557225,111556280,396321,-0.08863636,0.15757576,0.33257574,nan,0
112572637,112571692,396321,-0.07575757,0.15984848,0.32575756,nan,0
113566517,113565571,396321,-0.08484848,0.16060606,0.3219697,nan,0
114560514,114559569,396321,-0.08181818,0.1590909,0.3272727,nan,0
115575902,115574957,396321,-0.0780303,0.15833333,0.31363636,nan,0
116569692,116568746,396321,-0.087878786,0.15530303,0.3242424,nan,0
117563547,117562599,396321,-0.08030303,0.16136363,0.32575756,nan,0
118557422,118556477,396321,-0.0780303,0.1590909,0.32045454,nan,0
119572912,119571966,396321,-0.089393936,0.16136363,0.32878786,nan,0
120566911,120565966,396321,-0.0780303,0.1621212,0.32575756,nan,0
121560747,121559802,396321,-0.08560606,0.16136363,0.32272726,nan,0
122576306,122575360,396321,-0.08484848,0.15681818,0.3219697,nan,0
123570139,123569194,396321,-0.076515146,0.16363636,0.32045454,nan,0
124563962,124563003,396321,-0.093939394,0.16060606,0.32272726,nan,0
125557700,125556754,396321,-0.07878788,0.16136363,0.3242424,nan,0
126573228,126572282,396321,-0.0840909,0.16439393,0.3189394,nan,0
127567044,127566084,396321,-0.089393936,0.1621212,0.32575756,nan,0
128561012,128560066,396321,-0.07424242,0.16136363,0.32045454,nan,0
129576552,129575606,396321,-0.07878788,0.15227272,0.3159091,nan,0
130570225,130569279,396321,-0.07424242,0.15378788,0.3272727,nan,0
131564212,131563265,396321,-0.06818181,0.15530303,0.3189394,nan,0
132557945,132557000,396321,-0.08030303,0.15227272,0.3242424,nan,0
133573618,133572670,396321,-0.068939395,0.15454546,0.3151515,nan,0
134567480,134566534,396321,-0.06666666,0.15454546,0.3121212,nan,0
135561308,135560362,396321,-0.0780303,0.15303029,0.31742424,nan,0
136576865,136575907,396321,-0.06969697,0.1560606,0.3159091,nan,0
137570618,137569670,396321,-0.07575757,0.15681818,0.32954544,nan,0
138564437,138563492,396321,-0.07272727,0.1560606,0.31742424,nan,0
139558217,139557271,396321,-0.06287879,0.15530303,0.3090909,nan,0
140573579,140572634,396321,-0.08484848,0.15530303,0.3219697,nan,0
141567466,141566511,396321,-0.06666666,0.15681818,0.3219697,nan,0
142561097,142560151,396321,-0.06666666,0.15227272,0.3219697,nan,0
143576584,143575638,396321,-0.07272727,0.15454546,0.31742424,nan,0
144570539,144569593,396321,-0.06515151,0.15378788,0.3272727,nan,0
145564547,145563601,396321,-0.07954545,0.1560606,0.32272726,nan,0
146558426,146557480,396321,-0.05530303,0.16893938,0.29999998,nan,0
147573956,147573011,396321,-0.06590909,0.15454546,0.3159091,nan,0
148567713,148566768,396321,-0.068939395,0.15681818,0.3159091,nan,0
149561521,149560576,396321,-0.071969695,0.15454546,0.32272726,nan,0
150576920,150575974,396321,-0.06742424,0.16060606,0.32272726,nan,0
151570923,151569976,396321,-0.08181818,0.16742423,0.32954544,nan,0
152564735,152563789,396321,-0.071969695,0.1560606,0.31742424,nan,0
153558937,153557992,396321,-0.06818181,0.15454546,0.32575756,nan,0
154574342,154573396,396321,-0.0840909,0.15454546,0.32045454,nan,0
155568208,155567262,396321,-0.068939395,0.15833333,0.3159091,nan,0
156562440,156561494,396321,-0.0780303,0.15681818,0.32878786,nan,0
157577842,157576896,396321,-0.0840909,0.16590908,0.31742424,nan,0
158571609,158570664,396321,-0.06969697,0.16287878,0.31363636,nan,0
159565416,159564470,396321,-0.089393936,0.1590909,0.3121212,nan,0
160559412,160558466,396321,-0.071969695,0.16060606,0.3189394,nan,0
161574861,161573915,396321,-0.07727273,0.15984848,0.3219697,nan,0
162568855,162567909,396321,-0.08257575,0.15833333,0.31363636,nan,0
163562568,163561623,396321,-0.071969695,0.1590909,0.31363636,nan,0
164578184,164577239,396321,-0.0810606,0.15984848,0.3121212,nan,0
165572144,165571199,396321,-0.08712121,0.16136363,0.31060606,nan,0
