timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
390076871,4259850,4259850,2490378,0,0,0.14983214,0.14983211,0.0,0.0,4325386,4325386,2490378,0,0,0.0061962483,0.006196249,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
390081846,4259850,4259850,2490378,0,0,0.1499801,0.14998008,0.0,0.0,4325386,4325386,2490378,0,0,0.0062414045,0.0062414045,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
390281760,4259850,4259850,2490378,0,0,0.1494406,0.14944059,0.0,0.0,4325386,4325386,2490378,0,0,0.006131605,0.006131605,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
390481701,4259850,4259850,2490378,0,0,0.15087858,0.15087858,0.0,0.0,4325386,4325386,2490378,0,0,0.0061892685,0.0061892685,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
390681658,4259850,4259850,2490378,0,0,0.15163393,0.15163393,0.0,0.0,4325386,4325386,2490378,0,0,0.0063084215,0.0063084215,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
390881725,4259850,4259850,2490378,0,0,0.15087023,0.15087022,0.0,0.0,4325386,4325386,2490378,0,0,0.0064305337,0.0064305337,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
391076553,4259850,4259850,2490378,0,0,0.15038112,0.15038113,0.0,0.0,4325386,4325386,2490378,0,0,0.0066290144,0.0066290144,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
391276504,4259850,4259850,2490378,0,0,0.14913282,0.14913283,0.0,0.0,4325386,4325386,2490378,0,0,0.006112278,0.006112278,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
391481457,4259850,4259850,2490378,0,0,0.15032169,0.15032169,0.0,0.0,4325386,4325386,2490378,0,0,0.005967835,0.005967835,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
391681407,4259850,4259850,2490378,0,0,0.15136541,0.15136541,0.0,0.0,4325386,4325386,2490378,0,0,0.0061604087,0.006160408,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
