timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
390077112,390076663,0,nan,nan,0.0011002336,-0.0008509398,-0.1847336,0.0,0.0,0.0,0.0028187386,-0.0022338452,-0.0020929147,-0.011135432,0.0002542235,-0.000154525,0.0,0.10004685,-0.10486483,-0.07941763,-2.5377796,0.015309386,nan,0.10018075,0.015061483,0.27232587,0.042483836,0.068780325,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
390087029,390086658,0,nan,nan,0.001114971,-0.00085592654,-0.18483086,0.0,0.0,0.0,0.0026883078,-0.0023031686,-0.0014787782,-0.010507438,0.0002542235,-0.000154525,0.0,-0.0011494404,-0.026061203,0.07494361,-2.5377877,0.015309386,nan,0.100262396,0.015392083,0.27261102,0.042951755,0.06897961,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
390177130,390176637,0,nan,nan,0.0011821092,-0.00089373934,-0.1858478,0.0,0.0,0.0,0.0028124496,-0.0023921542,-0.001661339,-0.01071481,0.0002542235,-0.000154525,0.0,0.033859584,-0.015596585,-0.0983841,-2.5378127,0.015309386,nan,0.10018144,0.011838161,0.27083448,0.037250705,0.06665709,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
390277074,390276613,0,nan,nan,0.0012004633,-0.0009225156,-0.18681541,0.0,0.0,0.0,0.0022165992,-0.0021709346,-0.0015835525,-0.010576596,0.0002542235,-0.000154525,0.0,0.026193047,-0.021124382,-0.14313993,-2.537823,0.015309386,nan,0.1,0.014740553,0.27277598,0.042054754,0.068613276,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
390376930,390376589,0,nan,nan,0.0011660806,-0.000987544,-0.1876771,0.0,0.0,0.0,0.0015213011,-0.0027022616,-0.0018158697,-0.010577682,0.0002542235,-0.000154525,0.0,0.013890825,-0.032399174,0.021930957,-2.5379074,0.015309386,nan,0.10099045,0.0116347475,0.2740237,0.037075996,0.07053607,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
390476903,390476565,0,nan,nan,0.0009992265,-0.0010174898,-0.18805611,0.0,0.0,0.0,0.0008953144,-0.0024191418,-0.001501903,-0.009623606,0.0002542235,-0.000154525,0.0,0.0097847115,-0.007980342,-0.011300487,-2.5380654,0.015309386,nan,0.10179677,0.014423308,0.27240464,0.041568793,0.06841148,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
390576883,390576541,0,nan,nan,0.0007828113,-0.0010054245,-0.18815108,0.0,0.0,0.0,3.4510576e-05,-0.001710777,-0.0011248189,-0.008455378,0.0002542235,-0.000154525,0.0,0.01278423,0.029148564,-0.08690166,-2.5380428,0.015309386,nan,0.102433,0.011385017,0.2736338,0.03656726,0.07033228,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
390676907,390676517,0,nan,nan,0.00050829124,-0.000889886,-0.18815812,0.0,0.0,0.0,-0.0002440705,-0.000845025,-0.00078008865,-0.007305286,0.0002542235,-0.000154525,0.0,0.010090742,-0.04014913,0.0073947706,-2.5380125,0.015309386,nan,0.101633795,0.014107853,0.27203023,0.041076276,0.06820762,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
390776911,390776493,0,nan,nan,0.00023496962,-0.00072053797,-0.18867946,0.0,0.0,0.0,-0.00077406655,-0.0005138959,-0.00061893,-0.0069197076,0.0002542235,-0.000154525,0.0,0.040244155,-0.01746483,0.062198933,-2.5381255,0.015309386,nan,0.10084952,0.011141533,0.27324098,0.036059268,0.07012655,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
390876986,390876469,0,nan,nan,4.6385676e-06,-0.0004992698,-0.18937148,0.0,0.0,0.0,-0.0013666317,0.000496355,-0.00011691081,-0.0064439876,0.0002542235,-0.000154525,0.0,-0.02720959,0.04880181,0.08942519,-2.5380886,0.015309386,nan,0.1,0.013798599,0.27165535,0.04059681,0.06800295,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
390976876,390976446,0,nan,nan,-0.00021048292,-0.0002826275,-0.19032478,0.0,0.0,0.0,-0.0009384258,8.17613e-05,-0.00046971312,-0.0070487587,0.0002542235,-0.000154525,0.0,0.0019710239,-0.023433823,0.04470975,-2.5381105,0.015309386,nan,0.10003876,0.01090613,0.27368683,0.03556094,0.06995949,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
391076750,391076421,0,nan,nan,-0.0003705823,-0.00013391803,-0.1914141,0.0,0.0,0.0,-0.0017162599,0.00016465603,-0.00014166898,-0.0070983996,0.0002542235,-0.000154525,0.0,-4.8116977e-05,-0.016147342,0.007976595,-2.5381021,0.015309386,nan,0.1,0.013501051,0.27210835,0.040160175,0.06783532,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
391176724,391176397,0,nan,nan,-0.00052308524,-5.4283273e-06,-0.19253981,0.0,0.0,0.0,-0.001530038,0.0004906445,0.0002179938,-0.0071624536,0.0002542235,-0.000154525,0.0,-0.024915444,0.00936037,0.012033246,-2.5381382,0.015309386,nan,0.1,0.016780563,0.27330318,0.044857353,0.069757596,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
391276697,391276373,0,nan,nan,-0.0006615376,7.3819814e-05,-0.1936763,0.0,0.0,0.0,-0.0022910507,0.00020352207,-0.0003317237,-0.00811096,0.0002542235,-0.000154525,0.0,-0.008506812,0.010469297,0.070436895,-2.5381644,0.015309386,nan,0.10002487,0.013210649,0.27174094,0.03966752,0.06763361,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
391376766,391376350,0,nan,nan,-0.0007910529,0.00018652849,-0.19440219,0.0,0.0,0.0,-0.0018094854,0.0013169578,-0.00026471706,-0.007971346,0.0002542235,-0.000154525,0.0,0.03748748,-0.010457211,0.022055233,-2.5380645,0.015309386,nan,0.1,0.016427279,0.27291918,0.044378098,0.0695543,inf,inf,inf,inf,0,1,0,1,1,0,1,0,2,0,0,0,1,0
