timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
390463410,390462438,396809,-0.32809994,0.38478267,0.13770236,3
391039428,390985132,396809,-0.32345977,0.38841152,0.13602227,3
391509267,391508294,396809,-0.32164606,0.3876572,0.12953737,3
391957736,391956764,396809,-0.32695794,0.3852923,0.14021051,3
392554997,392554025,396809,-0.32489514,0.388392,0.13641635,3
393003421,393002449,396809,-0.32267198,0.38776726,0.12624174,3
393451871,393450882,396809,-0.32592827,0.38613436,0.13311829,3
394049144,394048172,396809,-0.32740155,0.3892902,0.13297829,3
394497667,394496695,396809,-0.32460928,0.38844424,0.12925167,3
394946116,394945144,396809,-0.32489994,0.38681352,0.13641472,3
395543422,395542450,396809,-0.3281467,0.38833752,0.14329451,3
395991430,395990458,396809,-0.3234697,0.38816467,0.131759,3
396440250,396439239,396809,-0.32711595,0.38980597,0.14659177,3
397037649,397036677,396809,-0.32940704,0.38641894,0.14157303,3
397485731,397484760,396809,-0.32341,0.38918233,0.13656043,3
397934589,397933615,396809,-0.32483894,0.38799408,0.13082744,3
398531778,398530807,396809,-0.32563895,0.3876022,0.13634391,3
398979730,398978762,396809,-0.32563895,0.3876022,0.13634391,3
399556647,399502247,396809,-0.32270724,0.38889906,0.13343151,3
400025921,400024949,396809,-0.32906145,0.38748884,0.13920978,3
400473832,400472860,396809,-0.32341,0.38918233,0.13656043,3
401050646,400996239,396809,-0.32247964,0.38869154,0.13185506,3
401519933,401518960,396809,-0.32587096,0.38636276,0.13791887,3
401967917,401966945,396809,-0.3274087,0.3869225,0.13297583,3
402544828,402490434,396809,-0.32266855,0.38910562,0.13316903,3
403014171,403013199,396809,-0.32660753,0.38794068,0.13784887,3
403462218,403461231,396809,-0.3269603,0.38450307,0.14020969,3
404039083,403984388,396809,-0.3221376,0.38865483,0.13295358,3
404508436,404507465,396809,-0.32370168,0.38692525,0.13333398,3
404956411,404955440,396809,-0.32889286,0.3867585,0.14322126,3
405554233,405553258,396809,-0.32517976,0.38850263,0.13319235,3
406002584,406001612,396809,-0.3231828,0.38884327,0.13498384,3
406450583,406449611,396809,-0.32832,0.3874894,0.1392814,3
407048152,407047171,396809,-0.3240999,0.3872054,0.13089825,3
407496669,407495697,396809,-0.324149,0.38997102,0.13648961,3
407944733,407943762,396809,-0.32957795,0.38636002,0.13756074,3
408542306,408541333,396809,-0.32660514,0.38872993,0.1378497,3
408990893,408989922,396809,-0.31994078,0.38574076,0.1281024,3
409438897,409437923,396809,-0.32569626,0.3873738,0.13154331,3
410036552,410035580,396809,-0.32660282,0.38951916,0.13785052,3
410485009,410484037,396809,-0.32193062,0.3877678,0.12631336,3
410933170,410932198,396809,-0.32290056,0.38794342,0.13820702,3
411530872,411529900,396809,-0.3262118,0.3868713,0.14028378,3
411978901,411977929,396809,-0.32363483,0.3903106,0.13813785,3
412555732,412501300,396809,-0.32502773,0.3885898,0.13733603,3
413025059,413024088,396809,-0.33231056,0.38822368,0.14608875,3
413473073,413472105,396809,-0.3246106,0.38828138,0.13964036,3
414049980,413995532,396809,-0.3234707,0.38787442,0.13349019,3
414519251,414518280,396809,-0.33180457,0.38556916,0.13734503,3
414967249,414966278,396809,-0.32466793,0.38805294,0.13483976,3
415544150,415489693,396809,-0.32364854,0.38885272,0.1356048,3
416013444,416012468,396809,-0.3264414,0.38642114,0.14185953,3
416461592,416460620,396809,-0.32267812,0.38602594,0.1366288,3
417038363,416983928,396809,-0.32349706,0.38862675,0.13455373,3
417507718,417506713,396809,-0.32593066,0.38534513,0.13311747,3
417955742,417954770,396809,-0.3269041,0.38410515,0.1346208,3
418553920,418552949,396809,-0.32238165,0.3898615,0.13985687,3
419001959,419000987,396809,-0.32734895,0.38794014,0.13777724,3
419450015,419449029,396809,-0.330317,0.3871487,0.13748991,3
420048097,420047125,396809,-0.32392418,0.38884273,0.13491221,3
420496081,420495109,396809,-0.3239265,0.3880535,0.13491139,3
420944240,420943268,396809,-0.32832715,0.3851217,0.13927895,3
421542002,421541030,396809,-0.32415852,0.38681406,0.13648635,3
421990373,421989401,396809,-0.32392892,0.38726425,0.13491057,3
422438430,422437458,396809,-0.32570237,0.38563243,0.14193036,3
423036124,423035152,396809,-0.32609582,0.38749108,0.13949628,3
423484593,423483621,396809,-0.32244137,0.3888438,0.13505547,3
423932701,423931729,396809,-0.32791704,0.38878775,0.14171873,3
424530378,424529407,396809,-0.32370168,0.38692525,0.13333398,3
424978944,424977972,396809,-0.32335132,0.3895736,0.13097234,3
425554911,425500732,396809,-0.32591504,0.38753793,0.1391142,3
426024588,426023617,396809,-0.32660753,0.38794068,0.13784887,3
426473121,426472140,396809,-0.3223875,0.38765663,0.12946574,3
427049158,426994963,396809,-0.3248876,0.38777238,0.1372158,3
427518945,427517971,396809,-0.32712412,0.38681185,0.13619985,3
