timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
390563493,5.0474854,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
391063531,5.0702453,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
391563728,5.05101,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
392063555,5.048996,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
392563559,5.050708,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
393063545,5.033386,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
393563491,5.0443635,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
394063563,5.0341916,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
394563491,5.0567503,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
395063491,5.039328,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
395563491,5.0191865,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
396063493,5.0573545,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
396563492,5.0554414,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
397063492,5.0331845,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
397563495,5.0539308,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
398063493,5.054736,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
398563492,5.015863,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
399063492,5.052017,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
399563492,5.050708,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
400063971,5.0636992,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
400563492,5.0566497,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
401063494,5.051413,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
401563491,5.0358033,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
402063492,5.0380187,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
402563492,5.0580597,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
403063491,5.053125,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
