timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
389805161,0,0,163,158,96,27,51
390724543,0,0,165,158,100,24,55
391744972,0,0,166,156,100,21,38
392802344,0,0,165,157,96,26,58
393722595,0,0,161,155,94,24,55
394740916,0,0,165,157,97,27,48
395794633,0,0,164,156,96,22,37
396712981,0,0,161,157,96,21,53
397758125,0,0,162,158,100,25,52
398788634,0,0,167,156,100,26,40
399717910,0,0,164,155,100,25,44
400758201,0,0,167,161,98,22,43
401707397,0,0,168,161,100,24,45
402711815,0,0,167,161,96,22,47
403749100,0,0,166,157,97,24,45
404813054,0,0,167,161,97,23,52
405721620,0,0,166,157,99,22,48
406750320,0,0,166,159,100,22,37
407814635,0,0,166,158,96,25,37
408725606,0,0,166,160,97,23,59
409745924,0,0,161,157,100,22,39
410695977,0,0,165,157,100,22,41
411724635,0,0,167,158,97,20,45
412752263,0,0,167,159,100,24,58
413693093,0,0,166,159,100,19,49
414720647,0,0,166,159,99,25,39
415764306,0,0,161,158,100,21,48
416805719,0,0,160,155,97,25,48
417722301,0,0,162,155,97,19,58
418754503,0,0,164,156,97,21,59
419813977,0,0,163,158,100,22,45
420733381,0,0,163,158,99,24,56
421760634,0,0,163,156,100,22,39
422804463,0,0,161,152,100,26,52
423727842,0,0,163,156,100,26,46
424751258,0,0,161,156,100,20,51
425798531,0,0,160,156,97,21,47
426721862,0,0,159,153,100,30,51
