timestamp,timestamp_sample,device_id,differential_pressure_pa,temperature,error_count
390779911,390776897,4728849,127.832466,20.933073,0
391874239,391871251,4728849,121.519745,20.933073,0
392876694,392873721,4728849,127.832466,20.933073,0
393879207,393876242,4728849,134.14519,20.933073,0
394881452,394878487,4728849,127.832466,20.933073,0
395870461,395867497,4728849,127.832466,20.933073,0
396872689,396869723,4728849,134.14519,20.933073,0
397875131,397872165,4728849,134.14519,20.933073,0
398877331,398874366,4728849,127.832466,20.933073,0
399879579,399876600,4728849,127.832466,20.933073,0
400868738,400865774,4728849,134.14519,20.933073,0
401870850,401867878,4728849,127.832466,20.933073,0
402873171,402870206,4728849,127.832466,20.933073,0
403875388,403872424,4728849,127.832466,20.83537,0
404877672,404874709,4728849,127.832466,20.83537,0
405880083,405877055,4728849,134.14519,20.83537,0
406869408,406866438,4728849,127.832466,20.83537,0
407871927,407868957,4728849,127.832466,20.83537,0
408874199,408871234,4728849,134.14519,20.83537,0
409876571,409873606,4728849,127.832466,20.83537,0
410760111,410757147,4728849,134.14519,20.83537,0
411881223,411878258,4728849,134.14519,20.83537,0
412870400,412867436,4728849,127.832466,20.83537,0
413872780,413869816,4728849,127.832466,20.737665,0
414875123,414872157,4728849,134.14519,20.737665,0
415877422,415874448,4728849,134.14519,20.737665,0
416840214,416837246,4728849,134.14519,20.737665,0
417868843,417865878,4728849,134.14519,20.737665,0
418871119,418868155,4728849,127.832466,20.737665,0
419860262,419857297,4728849,134.14519,20.737665,0
420875478,420872504,4728849,127.832466,20.737665,0
421824916,421821952,4728849,127.832466,20.737665,0
422866692,422863701,4728849,134.14519,20.737665,0
423882296,423879331,4728849,134.14519,20.737665,0
424871202,424868228,4728849,127.832466,20.737665,0
425873556,425870592,4728849,134.14519,20.737665,0
426862667,426859703,4728849,134.14519,20.639961,0
