timestamp,main_state_changes,main_state
782262663,0,0
782763676,0,0
783272643,0,0
783782643,0,0
784292643,0,0
784802643,0,0
785312643,0,0
785822663,0,0
786331642,0,0
786841643,0,0
787351663,0,0
787861642,0,0
788371643,0,0
788881642,0,0
789391645,0,0
789901663,0,0
790411642,0,0
790921642,0,0
791431646,0,0
791941662,0,0
792450660,0,0
792959643,0,0
793469666,0,0
793979850,0,0
794489678,0,0
794998699,0,0
795508663,0,0
796018643,0,0
796528644,0,0
797038665,0,0
797548663,0,0
798058704,0,0
798568676,0,0
799078643,0,0
799587642,0,0
800096643,0,0
800605924,0,0
801115816,0,0
801624642,0,0
802133643,0,0
802642686,0,0
803152643,0,0
803662644,0,0
804172642,0,0
804682642,0,0
805191643,0,0
805700642,0,0
806210643,0,0
806720642,0,0
807230641,0,0
807740687,0,0
808250643,0,0
808760645,0,0
809270642,0,0
809780686,0,0
810290645,0,0
810800647,0,0
811310784,0,0
811820664,0,0
812329642,0,0
812839642,0,0
813349662,0,0
813859642,0,0
814369644,0,0
814879663,0,0
815389690,0,0
815899643,0,0
816408643,0,0
816917642,0,0
817427129,0,0
817937062,0,0
818445643,0,0
818955643,0,0
