timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
781748635,0,0,163,156,98,24,46
782790091,0,0,164,157,100,22,32
783735139,0,0,166,157,94,23,43
784777129,0,0,162,155,97,24,45
785691560,0,0,163,158,100,25,43
786714198,0,0,164,153,100,22,62
787776489,0,0,163,154,93,23,65
788795531,0,0,167,160,99,20,39
789714952,0,0,165,155,100,24,57
790766411,0,0,165,156,100,26,43
791799401,0,0,161,148,100,21,49
792722762,0,0,164,152,100,27,52
793760387,0,0,162,159,98,23,50
794800332,0,0,164,160,100,21,33
795727629,0,0,163,157,100,22,60
796765833,0,0,162,157,99,22,46
797794148,0,0,163,151,97,21,44
798712043,0,0,164,155,97,25,48
799773635,0,0,162,155,100,22,51
800699128,0,0,161,157,100,23,54
801718485,0,0,159,157,100,24,56
802767393,0,0,161,154,100,23,45
803693549,0,0,155,149,100,24,47
804714163,0,0,158,153,100,23,50
805761127,0,0,158,152,97,23,35
806695639,0,0,160,150,100,20,43
807742511,0,0,161,151,97,24,43
808769031,0,0,161,157,100,20,49
809691162,0,0,160,151,100,19,52
810731484,0,0,161,155,92,23,52
811766155,0,0,165,157,98,23,44
812810652,0,0,161,151,97,20,57
813725857,0,0,154,150,97,20,54
814773955,0,0,158,149,100,19,48
815814410,0,0,163,155,100,25,51
816730325,0,0,161,154,100,24,51
817774825,0,0,161,153,100,23,52
818701650,0,0,161,151,100,22,55
