timestamp,time_estimate,safe_time_estimate,valid
782865121,0.0,0.0,0
783884753,0.0,0.0,0
784904510,0.0,0.0,0
785924392,0.0,0.0,0
786944174,0.0,0.0,0
787963933,0.0,0.0,0
788983666,0.0,0.0,0
790003322,0.0,0.0,0
791023317,0.0,0.0,0
792042960,0.0,0.0,0
793062713,0.0,0.0,0
794082451,0.0,0.0,0
795102128,0.0,0.0,0
796121953,0.0,0.0,0
797141802,0.0,0.0,0
798161450,0.0,0.0,0
799181356,0.0,0.0,0
800201103,0.0,0.0,0
801220781,0.0,0.0,0
802240577,0.0,0.0,0
803260404,0.0,0.0,0
804279988,0.0,0.0,0
805299815,0.0,0.0,0
806319600,0.0,0.0,0
807339335,0.0,0.0,0
808359193,0.0,0.0,0
809378862,0.0,0.0,0
810398648,0.0,0.0,0
811418326,0.0,0.0,0
812438132,0.0,0.0,0
813458069,0.0,0.0,0
814477733,0.0,0.0,0
815497445,0.0,0.0,0
816517160,0.0,0.0,0
817527000,0.0,0.0,0
818541779,0.0,0.0,0
