timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
782510046,782510034,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
782515010,782514997,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
782559853,782559840,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
782609843,782609829,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
782659829,782659816,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
782709861,782709848,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
782759818,782759805,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
782809796,782809783,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
782859785,782859772,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
782909778,782909764,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
782959763,782959750,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783009782,783009769,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783059859,783059846,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783109729,783109716,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783159738,783159725,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783209712,783209699,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783259699,783259686,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783309724,783309712,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783364676,783364663,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783409665,783409653,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783459658,783459645,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783509632,783509618,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783559616,783559601,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783609660,783609647,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783659705,783659693,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783714580,783714568,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783759564,783759552,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783809557,783809544,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783859542,783859529,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783909532,783909520,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
783959521,783959508,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784009509,784009496,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784064498,784064485,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784109490,784109476,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784159491,784159478,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784209578,784209565,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784259450,784259437,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784309435,784309423,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784359454,784359441,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784414417,784414404,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784456909,784456896,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784506929,784506917,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784559376,784559363,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784609366,784609353,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784659358,784659345,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784709345,784709332,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784764458,784764445,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784809320,784809307,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784859314,784859301,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784909318,784909305,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
784959284,784959271,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
785009276,785009263,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
785059299,785059286,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
785114255,785114242,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
785159254,785159241,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
785209266,785209253,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
785259263,785259250,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
