timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check,at_rest
781515357,0,0,0,1,0,0,0,0,0,0,0
782525139,0,0,0,1,0,0,0,0,0,0,0
783274879,0,0,0,1,0,0,0,0,0,0,1
783635040,0,0,0,1,0,0,0,0,0,0,0
784644526,0,0,0,1,0,0,0,0,0,0,0
785654303,0,0,0,1,0,0,0,0,0,0,0
786664058,0,0,0,1,0,0,0,0,0,0,0
787673867,0,0,0,1,0,0,0,0,0,0,0
788683631,0,0,0,1,0,0,0,0,0,0,0
789693411,0,0,0,1,0,0,0,0,0,0,0
790703138,0,0,0,1,0,0,0,0,0,0,0
791712896,0,0,0,1,0,0,0,0,0,0,0
792722721,0,0,0,1,0,0,0,0,0,0,0
793732476,0,0,0,1,0,0,0,0,0,0,0
794742298,0,0,0,1,0,0,0,0,0,0,0
795751981,0,0,0,1,0,0,0,0,0,0,0
796761764,0,0,0,1,0,0,0,0,0,0,0
797771514,0,0,0,1,0,0,0,0,0,0,0
798781335,0,0,0,1,0,0,0,0,0,0,0
799791040,0,0,0,1,0,0,0,0,0,0,0
800800834,0,0,0,1,0,0,0,0,0,0,0
801810610,0,0,0,1,0,0,0,0,0,0,0
802820285,0,0,0,1,0,0,0,0,0,0,0
803830190,0,0,0,1,0,0,0,0,0,0,0
804839839,0,0,0,1,0,0,0,0,0,0,0
805849664,0,0,0,1,0,0,0,0,0,0,0
806859342,0,0,0,1,0,0,0,0,0,0,0
807869277,0,0,0,1,0,0,0,0,0,0,0
808878917,0,0,0,1,0,0,0,0,0,0,0
809888685,0,0,0,1,0,0,0,0,0,0,0
810898427,0,0,0,1,0,0,0,0,0,0,0
811908186,0,0,0,1,0,0,0,0,0,0,0
812917934,0,0,0,1,0,0,0,0,0,0,0
813927763,0,0,0,1,0,0,0,0,0,0,0
814937460,0,0,0,1,0,0,0,0,0,0,0
815947243,0,0,0,1,0,0,0,0,0,0,0
816956989,0,0,0,1,0,0,0,0,0,0,0
817966793,0,0,0,1,0,0,0,0,0,0,0
818976590,0,0,0,1,0,0,0,0,0,0,0
