timestamp,load,ram_usage
782326796,0.21468645,0.3653388
782826797,0.266582,0.36538914
783326815,0.24441153,0.36538914
783826796,0.24977249,0.36538914
784326816,0.233966,0.36538914
784826958,0.23363984,0.36538914
785326800,0.23119706,0.36538914
785827083,0.2328183,0.36538914
786326810,0.22663403,0.36538914
786826794,0.23321801,0.36538914
787326795,0.23264003,0.36538914
787826796,0.23343354,0.36538914
788326794,0.23343045,0.36538914
788826795,0.23394,0.36538914
789326794,0.23246151,0.36538914
789826794,0.23381245,0.36538914
790326810,0.23203999,0.36538914
790826796,0.23352802,0.36538914
791326795,0.23209798,0.36538914
791826796,0.23413402,0.36538914
792326798,0.23320001,0.36538914
792826795,0.23366201,0.36538914
793326819,0.23183042,0.36538914
793826797,0.23310566,0.36538914
794326795,0.23266,0.36538914
794826849,0.234052,0.36538914
795327204,0.23161,0.36538914
795827044,0.23393595,0.36538914
796326846,0.23270369,0.36538914
796826799,0.23424953,0.36538914
797326795,0.2319963,0.36538914
797826800,0.2336492,0.36538914
798326795,0.23202676,0.36538914
798826795,0.23336798,0.36538914
799326794,0.23154598,0.36538914
799826795,0.23325598,0.36538914
800326795,0.23301399,0.36538914
800826933,0.2341693,0.36538914
801326795,0.23258626,0.36538914
801826797,0.23314202,0.36538914
802326795,0.23241556,0.36538914
802826795,0.23374444,0.36538914
803326794,0.23174798,0.36538914
803826854,0.23316598,0.36538914
804326795,0.23189354,0.36538914
804826795,0.23322648,0.36538914
805326795,0.234168,0.36538914
805826864,0.2326827,0.36538914
806326974,0.23456138,0.36538914
806826796,0.2304945,0.36538914
807326795,0.234034,0.36538914
807826795,0.23252398,0.36538914
808326846,0.23344201,0.36538914
808826795,0.23273998,0.36538914
809327062,0.23304027,0.36538914
809826794,0.23270756,0.36538914
810326794,0.23370802,0.36538914
810826795,0.23257202,0.36538914
811326795,0.23481798,0.36538914
811826839,0.23233151,0.36538914
812326795,0.22557431,0.36538914
812826794,0.23255599,0.36538914
813326795,0.234312,0.36538914
813826795,0.232624,0.36538914
814326795,0.23439151,0.36538914
814826796,0.23216647,0.36538914
815326795,0.24427402,0.36538914
815826795,0.23263353,0.36538914
816326795,0.23343247,0.36538914
816827169,0.2333175,0.36538914
817327195,0.24228525,0.36538914
817827383,0.23385054,0.36538914
818326820,0.2343198,0.36538914
818826796,0.24242038,0.36538914
