timestamp,timestamp_sample,device_id,pressure,temperature,error_count
956110545,956109964,4028193,101998.0,38.719997,0
957104076,957103496,4028193,101996.0,38.719997,0
958097638,958097058,4028193,101995.0,38.719997,0
959112836,959112256,4028193,101994.0,38.71,0
960106477,960105897,4028193,101988.0,38.71,0
961110992,961110412,4028193,101996.0,38.71,0
962115259,962114679,4028193,101995.0,38.719997,0
963108885,963108304,4028193,101992.0,38.71,0
964102472,964101892,4028193,101995.0,38.719997,0
965096050,965095470,4028193,101993.0,38.71,0
966111286,966110706,4028193,101997.0,38.719997,0
967104867,967104287,4028193,101993.0,38.71,0
968109254,968108674,4028193,101992.0,38.71,0
969113632,969113051,4028193,101989.0,38.7,0
970107281,970106701,4028193,101995.0,38.7,0
971100863,971100283,4028193,101988.0,38.71,0
972094456,972093856,4028193,101992.0,38.7,0
973109664,973109084,4028193,101993.0,38.7,0
974103265,974102684,4028193,101995.0,38.7,0
975107744,975107163,4028193,101994.0,38.7,0
976112118,976111537,4028193,101987.0,38.7,0
977105669,977105088,4028193,101992.0,38.7,0
978099252,978098672,4028193,101994.0,38.7,0
979114423,979113843,4028193,101993.0,38.7,0
980108067,980107486,4028193,101993.0,38.69,0
981112441,981111860,4028193,101994.0,38.69,0
982106095,982105515,4028193,101993.0,38.69,0
983110426,983109846,4028193,101993.0,38.69,0
984104094,984103513,4028193,101995.0,38.69,0
985097645,985097064,4028193,101992.0,38.69,0
986112857,986112277,4028193,101996.0,38.69,0
987106466,987105874,4028193,101991.0,38.69,0
988110758,988110178,4028193,101994.0,38.69,0
989104431,989103851,4028193,101993.0,38.69,0
990108937,990108357,4028193,101991.0,38.69,0
991102631,991102051,4028193,102000.0,38.69,0
992096253,992095673,4028193,101995.0,38.69,0
993111482,993110902,4028193,101993.0,38.68,0
