timestamp,imbalanced_prop_metric,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_high_wind,fd_battery,fd_imbalanced_prop
955031503,nan,0,0,0,0,0,0,0,0
955541435,nan,0,0,0,0,0,0,0,0
956051158,nan,0,0,0,0,0,0,0,0
956560817,nan,0,0,0,0,0,0,0,0
957070561,nan,0,0,0,0,0,0,0,0
957579811,nan,0,0,0,0,0,0,0,0
958089488,nan,0,0,0,0,0,0,0,0
958598364,nan,0,0,0,0,0,0,0,0
959107884,nan,0,0,0,0,0,0,0,0
959617388,nan,0,0,0,0,0,0,0,0
960126613,nan,0,0,0,0,0,0,0,0
960636651,nan,0,0,0,0,0,0,0,0
961147042,nan,0,0,0,0,0,0,0,0
961656950,nan,0,0,0,0,0,0,0,0
962166628,nan,0,0,0,0,0,0,0,0
962676681,nan,0,0,0,0,0,0,0,0
963186854,nan,0,0,0,0,0,0,0,0
963696888,nan,0,0,0,0,0,0,0,0
964206543,nan,0,0,0,0,0,0,0,0
964715708,nan,0,0,0,0,0,0,0,0
965225676,nan,0,0,0,0,0,0,0,0
965736146,nan,0,0,0,0,0,0,0,0
966246014,nan,0,0,0,0,0,0,0,0
966755760,nan,0,0,0,0,0,0,0,0
967265555,nan,0,0,0,0,0,0,0,0
967775136,nan,0,0,0,0,0,0,0,0
968285005,nan,0,0,0,0,0,0,0,0
968794625,nan,0,0,0,0,0,0,0,0
969304524,nan,0,0,0,0,0,0,0,0
969813670,nan,0,0,0,0,0,0,0,0
970323758,nan,0,0,0,0,0,0,0,0
970834399,nan,0,0,0,0,0,0,0,0
971343638,nan,0,0,0,0,0,0,0,0
971853847,nan,0,0,0,0,0,0,0,0
972363983,nan,0,0,0,0,0,0,0,0
972874253,nan,0,0,0,0,0,0,0,0
973383859,nan,0,0,0,0,0,0,0,0
973893840,nan,0,0,0,0,0,0,0,0
974403354,nan,0,0,0,0,0,0,0,0
974912899,nan,0,0,0,0,0,0,0,0
975423277,nan,0,0,0,0,0,0,0,0
975932592,nan,0,0,0,0,0,0,0,0
976442661,nan,0,0,0,0,0,0,0,0
976953144,nan,0,0,0,0,0,0,0,0
977462799,nan,0,0,0,0,0,0,0,0
977972923,nan,0,0,0,0,0,0,0,0
978482550,nan,0,0,0,0,0,0,0,0
978993024,nan,0,0,0,0,0,0,0,0
979502753,nan,0,0,0,0,0,0,0,0
980012946,nan,0,0,0,0,0,0,0,0
980522683,nan,0,0,0,0,0,0,0,0
981032547,nan,0,0,0,0,0,0,0,0
981542872,nan,0,0,0,0,0,0,0,0
982052652,nan,0,0,0,0,0,0,0,0
982562484,nan,0,0,0,0,0,0,0,0
983071720,nan,0,0,0,0,0,0,0,0
983581643,nan,0,0,0,0,0,0,0,0
984091881,nan,0,0,0,0,0,0,0,0
984601720,nan,0,0,0,0,0,0,0,0
985112028,nan,0,0,0,0,0,0,0,0
985621803,nan,0,0,0,0,0,0,0,0
986131794,nan,0,0,0,0,0,0,0,0
986641677,nan,0,0,0,0,0,0,0,0
987151715,nan,0,0,0,0,0,0,0,0
987661919,nan,0,0,0,0,0,0,0,0
988171669,nan,0,0,0,0,0,0,0,0
988681165,nan,0,0,0,0,0,0,0,0
989190846,nan,0,0,0,0,0,0,0,0
989701613,nan,0,0,0,0,0,0,0,0
990200789,nan,0,0,0,0,0,0,0,0
990710948,nan,0,0,0,0,0,0,0,0
991220543,nan,0,0,0,0,0,0,0,0
991729600,nan,0,0,0,0,0,0,0,0
992239491,nan,0,0,0,0,0,0,0,0
992748869,nan,0,0,0,0,0,0,0,0
993258888,nan,0,0,0,0,0,0,0,0
993768656,nan,0,0,0,0,0,0,0,0
