timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
956030613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3869900.8,99.99,99.99,66,21,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
957030613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3870148.0,99.99,99.99,66,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
958032612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3870395.0,99.99,99.99,66,14,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
959032612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3870642.8,99.99,99.99,66,18,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
960031612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3870890.8,99.99,99.99,66,21,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
961031620,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3871138.8,99.99,99.99,66,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
962030614,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3871387.0,99.99,99.99,66,21,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
963030623,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3871635.8,99.99,99.99,66,21,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
964030612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3871884.5,99.99,99.99,66,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
965030613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3872133.5,99.99,99.99,66,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
