timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
956379675,956328545,14.2083435,14.286563,20.053738,1.0
957319459,957292445,14.135619,14.213349,20.053738,1.0
958359223,958225634,14.316738,14.395414,20.053738,1.0
959363994,959336645,14.226467,14.304687,20.053738,1.0
960323766,960292539,14.280698,14.359246,20.053738,1.0
961313544,961281954,14.06252,14.139977,20.053738,1.0
962278317,962251196,14.044185,14.121568,20.053738,1.0
963318200,963286302,14.135619,14.213523,20.053738,1.0
964347840,964321274,14.135619,14.213266,20.053738,1.0
965377607,965349920,14.135619,14.213351,20.053738,1.0
966352383,966319258,14.2083435,14.286438,20.053738,1.0
967352204,967321662,14.495593,14.5752735,20.053738,1.0
968331942,968304457,14.316738,14.395524,20.053738,1.0
969346690,969319650,14.316738,14.39542,20.053738,1.0
970321467,970288969,14.135619,14.213382,20.053738,1.0
971296245,971264981,14.280698,14.359304,20.053738,1.0
972366075,972339818,14.316738,14.395693,20.053738,1.0
973380777,973355373,14.226467,14.304807,20.053738,1.0
974330543,974249759,14.256621,14.335155,20.053738,1.0
975345323,975313706,14.280698,14.35937,20.053738,1.0
976240167,976217052,14.316738,14.39569,20.053738,1.0
977349969,977318499,14.135619,14.213631,20.053738,1.0
978354622,978327194,14.316738,14.395727,20.053738,1.0
979274471,979250486,14.135619,14.21362,20.053738,1.0
980304167,980272417,14.424316,14.50378,20.053738,1.0
981358927,981347275,13.766235,13.842335,20.053738,1.0
982348697,982342877,14.135619,14.213523,20.053738,1.0
983313481,983286015,14.226466,14.304733,20.053738,1.0
984338263,984314941,14.226467,14.304811,20.053738,1.0
985318012,985290830,14.316738,14.395539,20.053738,1.0
986372772,986339422,14.2083435,14.286512,20.053738,1.0
987362543,987335013,14.316738,14.3956175,20.053738,1.0
988347343,988284760,14.316738,14.395528,20.053738,1.0
989352082,989320105,14.2083435,14.286676,20.053738,1.0
990351879,990311911,13.989037,14.065997,20.053738,1.0
991331631,991304819,14.406444,14.485668,20.053738,1.0
992321401,992293724,14.316738,14.395533,20.053738,1.0
993376162,993329056,14.135619,14.213255,20.053738,1.0
