timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
955027643,0,0,1,0,0,0,0,0
955537665,0,0,1,0,0,0,0,0
956046643,0,0,1,0,0,0,0,0
956556641,0,0,1,0,0,0,0,0
957066641,0,0,1,0,0,0,0,0
957575661,0,0,1,0,0,0,0,0
958085669,0,0,1,0,0,0,0,0
958594655,0,0,1,0,0,0,0,0
959103641,0,0,1,0,0,0,0,0
959613647,0,0,1,0,0,0,0,0
960122641,0,0,1,0,0,0,0,0
960632646,0,0,1,0,0,0,0,0
961142654,0,0,1,0,0,0,0,0
961652642,0,0,1,0,0,0,0,0
962162642,0,0,1,0,0,0,0,0
962672642,0,0,1,0,0,0,0,0
963182641,0,0,1,0,0,0,0,0
963692642,0,0,1,0,0,0,0,0
964202671,0,0,1,0,0,0,0,0
964711643,0,0,1,0,0,0,0,0
965221763,0,0,1,0,0,0,0,0
965731642,0,0,1,0,0,0,0,0
966241645,0,0,1,0,0,0,0,0
966751643,0,0,1,0,0,0,0,0
967261645,0,0,1,0,0,0,0,0
967770641,0,0,1,0,0,0,0,0
968280641,0,0,1,0,0,0,0,0
968790643,0,0,1,0,0,0,0,0
969300642,0,0,1,0,0,0,0,0
969809647,0,0,1,0,0,0,0,0
970319641,0,0,1,0,0,0,0,0
970829654,0,0,1,0,0,0,0,0
971339642,0,0,1,0,0,0,0,0
971849643,0,0,1,0,0,0,0,0
972359642,0,0,1,0,0,0,0,0
972869661,0,0,1,0,0,0,0,0
973379686,0,0,1,0,0,0,0,0
973889643,0,0,1,0,0,0,0,0
974399642,0,0,1,0,0,0,0,0
974908644,0,0,1,0,0,0,0,0
975418644,0,0,1,0,0,0,0,0
975928657,0,0,1,0,0,0,0,0
976438643,0,0,1,0,0,0,0,0
976948641,0,0,1,0,0,0,0,0
977458641,0,0,1,0,0,0,0,0
977968662,0,0,1,0,0,0,0,0
978478641,0,0,1,0,0,0,0,0
978988641,0,0,1,0,0,0,0,0
979498642,0,0,1,0,0,0,0,0
980008643,0,0,1,0,0,0,0,0
980518641,0,0,1,0,0,0,0,0
981028643,0,0,1,0,0,0,0,0
981538641,0,0,1,0,0,0,0,0
982048662,0,0,1,0,0,0,0,0
982559020,0,0,1,0,0,0,0,0
983067644,0,0,1,0,0,0,0,0
983577642,0,0,1,0,0,0,0,0
984087662,0,0,1,0,0,0,0,0
984597662,0,0,1,0,0,0,0,0
985107641,0,0,1,0,0,0,0,0
985617642,0,0,1,0,0,0,0,0
986127641,0,0,1,0,0,0,0,0
986637987,0,0,1,0,0,0,0,0
987147924,0,0,1,0,0,0,0,0
987657823,0,0,1,0,0,0,0,0
988167705,0,0,1,0,0,0,0,0
988677642,0,0,1,0,0,0,0,0
989186642,0,0,1,0,0,0,0,0
989696644,0,0,1,0,0,0,0,0
990196658,0,0,1,0,0,0,0,0
990706661,0,0,1,0,0,0,0,0
991216978,0,0,1,0,0,0,0,0
991725642,0,0,1,0,0,0,0,0
992235642,0,0,1,0,0,0,0,0
992744662,0,0,1,0,0,0,0,0
993254642,0,0,1,0,0,0,0,0
993764642,0,0,1,0,0,0,0,0
