timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch
954479017,954450974,1,6,0,0,0,0,0,0,0,0,0
955503623,955475799,1,6,0,0,0,0,0,0,0,0,0
956518337,956485531,1,6,0,0,0,0,0,0,0,0,0
957533269,957500325,1,6,0,0,0,0,0,0,0,0,0
958558252,958525042,1,6,0,0,0,0,0,0,0,0,0
959587619,959554824,1,6,0,0,0,0,0,0,0,0,0
960612466,960579567,1,6,0,0,0,0,0,0,0,0,0
961627381,961594355,1,6,0,0,0,0,0,0,0,0,0
962641865,962609098,1,6,0,0,0,0,0,0,0,0,0
963656922,963623868,1,6,0,0,0,0,0,0,0,0,0
964681602,964648661,1,6,0,0,0,0,0,0,0,0,0
965696382,965668517,1,6,0,0,0,0,0,0,0,0,0
966711119,966678321,1,6,0,0,0,0,0,0,0,0,0
967725680,967692957,1,6,0,0,0,0,0,0,0,0,0
968745644,968717700,1,6,0,0,0,0,0,0,0,0,0
969755368,969722525,1,6,0,0,0,0,0,0,0,0,0
970765032,970732236,1,6,0,0,0,0,0,0,0,0,0
971784839,971752083,1,6,0,0,0,0,0,0,0,0,0
972794626,972761826,1,6,0,0,0,0,0,0,0,0,0
973824383,973791667,1,6,0,0,0,0,0,0,0,0,0
974849114,974816305,1,6,0,0,0,0,0,0,0,0,0
975878911,975846056,1,6,0,0,0,0,0,0,0,0,0
976908635,976875811,1,6,0,0,0,0,0,0,0,0,0
977933631,977900752,1,6,0,0,0,0,0,0,0,0,0
978953196,978920361,1,6,0,0,0,0,0,0,0,0,0
979972981,979940192,1,6,0,0,0,0,0,0,0,0,0
980982707,980949998,1,6,0,0,0,0,0,0,0,0,0
982002398,981969722,1,6,0,0,0,0,0,0,0,0,0
983027262,982994413,1,6,0,0,0,0,0,0,0,0,0
984051993,984024188,1,6,0,0,0,0,0,0,0,0,0
985066846,985033988,1,6,0,0,0,0,0,0,0,0,0
986096547,986063795,1,6,0,0,0,0,0,0,0,0,0
987116391,987083493,1,6,0,0,0,0,0,0,0,0,0
988146207,988113290,1,6,0,0,0,0,0,0,0,0,0
989166033,989133125,1,6,0,0,0,0,0,0,0,0,0
990175642,990142758,1,6,0,0,0,0,0,0,0,0,0
991200375,991167578,1,6,0,0,0,0,0,0,0,0,0
992215129,992182327,1,6,0,0,0,0,0,0,0,0,0
993225071,993192080,1,6,0,0,0,0,0,0,0,0,0
