timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
955260124,955159816,4325386,0.0034544498,-0.0058557154,-0.00014488955,0.34906584,2.0667939e-07,2.057805e-07,4.3166224e-07,4259850,-0.049011324,0.3766254,-0.113584995,0.4,0.010964357,0.004422824,0.0005004328,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
956269903,956169584,4325386,0.0034510477,-0.0058582984,-0.00015392735,0.34906584,2.0636138e-07,2.054629e-07,4.3210278e-07,4259850,-0.049018916,0.376704,-0.113748826,0.4,0.010968969,0.0044247387,0.00050063734,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
957279663,957179352,4325386,0.0034472672,-0.005855427,-0.0001492918,0.34906584,2.057318e-07,2.0483674e-07,4.311356e-07,4259850,-0.048990544,0.37649226,-0.113880716,0.4,0.010956698,0.0044198427,0.0005000758,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
958289490,958189119,4325386,0.0034480335,-0.0058571114,-0.00015159472,0.34906584,2.0546422e-07,2.045656e-07,4.3167205e-07,4259850,-0.04900531,0.37661016,-0.114347234,0.4,0.010963626,0.0044226926,0.0005003851,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
959299249,959198887,4325386,0.0034499245,-0.0058575356,-0.00015611827,0.34906584,2.072487e-07,2.0635325e-07,4.3214004e-07,4259850,-0.04901594,0.37669417,-0.114420205,0.4,0.010968601,0.0044247536,0.0005006081,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
960308963,960208655,4325386,0.0034496202,-0.0058497107,-0.00015254249,0.34906584,2.064582e-07,2.0556075e-07,4.3083318e-07,4259850,-0.048968937,0.3763356,-0.11426996,0.4,0.010947807,0.0044164187,0.0004996585,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
961318739,961218423,4325386,0.003453418,-0.005850921,-0.00016088571,0.34906584,2.061946e-07,2.0529102e-07,4.313703e-07,4259850,-0.04898278,0.37645376,-0.114401564,0.4,0.010954734,0.0044192676,0.0004999696,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
962328492,962228190,4325386,0.003459607,-0.005853762,-0.00015868037,0.34906584,2.0594089e-07,2.0503242e-07,4.3193955e-07,4259850,-0.048998665,0.3765828,-0.11435888,0.4,0.010962324,0.0044223834,0.00050031004,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
963338374,963237958,4325386,0.0034663926,-0.0058556115,-0.00015206252,0.34906584,2.0561988e-07,2.047101e-07,4.3162842e-07,4259850,-0.049006574,0.37665954,-0.11452252,0.4,0.010966823,0.004424253,0.00050050946,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
964348031,964247725,4325386,0.0034671517,-0.0058525815,-0.00016142998,0.34906584,2.070177e-07,2.0611515e-07,4.3129512e-07,4259850,-0.048969842,0.37639284,-0.11473074,0.4,0.0109513085,0.004418048,0.00049980084,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
965357857,965257493,4325386,0.003472315,-0.0058573694,-0.00015644627,0.34906584,2.0677311e-07,2.0587278e-07,4.31143e-07,4259850,-0.048987746,0.376535,-0.114645354,0.4,0.01095968,0.0044214795,0.000500177,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
966367592,966267260,4325386,0.0034732549,-0.005861279,-0.00015434274,0.34906584,2.0637198e-07,2.054735e-07,4.314111e-07,4259850,-0.04898698,0.37653443,-0.114644215,0.4,0.010959739,0.0044215573,0.0005001737,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
967377338,967277028,4325386,0.003471459,-0.0058655594,-0.0001607097,0.34906584,2.0604283e-07,2.0514503e-07,4.3182507e-07,4259850,-0.048995852,0.37659842,-0.1141059,0.4,0.01096362,0.0044231773,0.0005003512,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
968387245,968286796,4325386,0.0034680942,-0.005866636,-0.00015642292,0.34906584,2.0573847e-07,2.0484053e-07,4.315388e-07,4259850,-0.049006235,0.376687,-0.11405434,0.4,0.010968839,0.0044253375,0.0005005825,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
969396872,969296563,4325386,0.0034633137,-0.0058653997,-0.00016389576,0.34906584,2.0749599e-07,2.0660086e-07,4.3194447e-07,4259850,-0.049012326,0.37674692,-0.113817886,0.4,0.010972402,0.004426829,0.0005007401,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
970406640,970306331,4325386,0.0034532964,-0.005854986,-0.0001631769,0.34906584,2.0676293e-07,2.0586094e-07,4.314714e-07,4259850,-0.048968833,0.37642884,-0.11372138,0.4,0.01095394,0.004419435,0.00049989694,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
971416457,971316099,4325386,0.0034474405,-0.0058502187,-0.00015724899,0.34906584,2.0657443e-07,2.0566488e-07,4.3139042e-07,4259850,-0.048990548,0.3766148,-0.11354738,0.4,0.010964833,0.0044238837,0.0005003881,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
972426225,972325868,4325386,0.0034405494,-0.005843289,-0.00016308548,0.34906584,2.062701e-07,2.053499e-07,4.3181626e-07,4259850,-0.048997447,0.3766937,-0.112844504,0.4,0.010969477,0.0044258116,0.0005005941,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
973436048,973335634,4325386,0.0034319947,-0.005829448,-0.00015997449,0.34906584,2.054676e-07,2.0453992e-07,4.3120724e-07,4259850,-0.048948865,0.37631777,-0.112873785,0.4,0.010947716,0.004417086,0.000499596,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
974445823,974345401,4325386,0.003430363,-0.0058258823,-0.00015565152,0.34906584,2.0727941e-07,2.0635699e-07,4.3098368e-07,4259850,-0.04896329,0.37642917,-0.11294329,0.4,0.0109543055,0.0044197985,0.0004998962,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
975455476,975355169,4325386,0.0034281218,-0.0058228737,-0.00016222376,0.34906584,2.069775e-07,2.0604973e-07,4.314425e-07,4259850,-0.04897348,0.37651667,-0.11269682,0.4,0.010959459,0.0044219326,0.00050012546,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
976465243,976364936,4325386,0.0034284666,-0.0058221486,-0.00015602668,0.34906584,2.0669471e-07,2.0576394e-07,4.3195695e-07,4259850,-0.04898746,0.3766246,-0.11276569,0.4,0.010965838,0.0044245603,0.0005004115,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
977475014,977374706,4325386,0.003427672,-0.0058219233,-0.00015997524,0.34906584,2.0625625e-07,2.0532858e-07,4.3141304e-07,4259850,-0.048983533,0.37659967,-0.11256857,0.4,0.010964449,0.004424054,0.0005003466,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
978484875,978384471,4325386,0.0034269341,-0.005824005,-0.00016428146,0.34906584,2.0591125e-07,2.0498366e-07,4.3180583e-07,4259850,-0.04899102,0.3766558,-0.11268469,0.4,0.0109678125,0.0044254656,0.00050049415,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
979494645,979394239,4325386,0.0034244242,-0.0058207326,-0.00015657573,0.34906584,2.0522157e-07,2.0429476e-07,4.3146161e-07,4259850,-0.048959598,0.37638736,-0.113025814,0.4,0.010952362,0.0044192853,0.00049978314,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
980504341,980404006,4325386,0.0034256768,-0.0058229235,-0.00016487911,0.34906584,2.070276e-07,2.0610945e-07,4.312393e-07,4259850,-0.04897472,0.37649527,-0.113402635,0.4,0.010958779,0.0044219284,0.00050007185,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
981514079,981413773,4325386,0.0034297076,-0.0058237454,-0.00016197163,0.34906584,2.0671644e-07,2.0579317e-07,4.3168407e-07,4259850,-0.048984952,0.37657392,-0.11352844,0.4,0.01096346,0.0044238716,0.000500284,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
982523867,982423541,4325386,0.0034343184,-0.0058241063,-0.00016073835,0.34906584,2.0643611e-07,2.0550664e-07,4.3219086e-07,4259850,-0.049000803,0.37667793,-0.11414689,0.4,0.010969692,0.0044264407,0.0005005633,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
983533726,983433308,4325386,0.003437828,-0.005823901,-0.00016947363,0.34906584,2.0610894e-07,2.0517702e-07,4.3185733e-07,4259850,-0.049012452,0.3767458,-0.114968464,0.4,0.0109738065,0.0044281557,0.0005007452,396321,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,1,1,0,1,0
