timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
955712699,1200.0,0.6526765,1053.5184,0.0,21459,0,59.46482,2089,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956721722,1200.0,0.6526765,776.66925,0.0,21485,0,41.874336,2090,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957649836,1200.0,0.6526765,1316.1259,0.0,21510,0,59.46352,2093,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958709730,1200.0,0.6526765,873.59796,0.0,21535,0,41.789425,2096,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959617516,1200.0,0.6526765,680.9992,0.0,21556,0,41.876965,2097,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960649023,1200.0,0.6526765,1018.90546,0.0,21576,0,41.791046,2099,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961700766,1200.0,0.6526765,911.1777,0.0,21601,0,67.86427,2102,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962617738,1200.0,0.6526765,651.3847,0.0,21621,0,41.832047,2104,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963648756,1200.0,0.6526765,1048.8204,0.0,21642,0,41.833294,2106,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964700757,1200.0,0.6526765,779.44116,0.0,21668,0,41.91617,2108,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965725754,1200.0,0.6526765,801.79285,0.0,21691,0,41.832672,2110,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966647721,1200.0,0.6526765,1049.5626,0.0,21709,0,41.862896,2112,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967718713,1200.0,0.6526765,721.31305,0.0,21735,0,41.844128,2115,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968651698,1200.0,0.6526765,858.14185,0.0,21755,0,41.95804,2116,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969648702,1200.0,0.6526765,1042.5742,0.0,21775,0,41.58416,2118,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970715804,1200.0,0.6526765,694.4976,0.0,21803,0,41.789257,2121,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971662764,1200.0,0.6526765,853.3301,0.0,21823,0,67.86719,2123,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972645745,1200.0,0.6526765,924.60315,0.0,21843,0,41.666664,2125,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973719739,1200.0,0.6526765,831.31824,0.0,21868,0,41.915207,2128,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974627757,1200.0,0.6526765,827.39984,0.0,21884,0,41.667618,2129,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975652773,1200.0,0.6526765,925.4083,0.0,21908,0,41.70295,2131,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976712716,1200.0,0.6526765,871.2088,0.0,21932,0,41.913826,2134,0,0,0,0,0.0,0,0,1,1,1,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
