timestamp,timestamp_sample,device_id,differential_pressure_pa,temperature,error_count
956167897,956164931,4728849,235.14879,20.053738,0
957170128,957167164,4728849,235.14879,20.053738,0
958172565,958169600,4728849,241.4615,20.053738,0
959174747,959171778,4728849,241.4615,20.053738,0
960176843,960173877,4728849,235.14879,20.053738,0
961179408,961176425,4728849,235.14879,20.053738,0
962181652,962178685,4728849,235.14879,20.053738,0
963170649,963167685,4728849,235.14879,20.053738,0
964172643,964169676,4728849,235.14879,20.053738,0
965095843,965092878,4728849,235.14879,20.053738,0
966177192,966174228,4728849,235.14879,20.053738,0
967179405,967176423,4728849,235.14879,20.053738,0
968182087,968179122,4728849,241.4615,20.053738,0
969131404,969128439,4728849,235.14879,20.053738,0
970080912,970077947,4728849,241.4615,20.053738,0
971175632,971172658,4728849,235.14879,20.053738,0
972177879,972174914,4728849,235.14879,20.053738,0
973153865,973150889,4728849,235.14879,20.053738,0
974169199,974166235,4728849,235.14879,20.053738,0
975145175,975142183,4728849,241.4615,20.053738,0
976173844,976170879,4728849,235.14879,20.053738,0
977176424,977173459,4728849,241.4615,20.053738,0
978165325,978162360,4728849,235.14879,20.053738,0
979180844,979177879,4728849,241.4615,20.053738,0
980183119,980180155,4728849,241.4615,20.053738,0
981172211,981169246,4728849,241.4615,20.053738,0
982174486,982171507,4728849,235.14879,20.151442,0
983176851,983173879,4728849,241.4615,20.053738,0
984179411,984176445,4728849,241.4615,20.053738,0
985168486,985165507,4728849,241.4615,20.053738,0
986170855,986167886,4728849,235.14879,20.053738,0
987159909,987156944,4728849,228.83606,20.053738,0
988175632,988172639,4728849,235.14879,20.053738,0
989178040,989175057,4728849,235.14879,20.053738,0
990180312,990177348,4728849,235.14879,20.053738,0
991169306,991166342,4728849,235.14879,20.053738,0
992066016,992063052,4728849,235.14879,20.053738,0
993173733,993170767,4728849,235.14879,20.053738,0
