timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
954784288,0,0,166,159,96,24,52
955694354,0,0,165,159,99,22,48
956795027,0,0,166,159,99,26,47
957765632,0,0,166,156,100,24,47
958690174,0,0,167,160,100,22,55
959746379,0,0,163,156,93,25,51
960765480,0,0,165,158,98,24,39
961813305,0,0,165,160,100,23,27
962741920,0,0,166,159,99,22,61
963770634,0,0,159,159,97,23,49
964811634,0,0,163,161,100,21,48
965742431,0,0,167,158,97,22,45
966778622,0,0,164,155,100,21,56
967700891,0,0,165,158,100,22,43
968731634,0,0,164,156,100,23,47
969771853,0,0,162,151,100,22,45
970700601,0,0,164,159,100,23,48
971727241,0,0,163,155,100,21,55
972760187,0,0,162,156,97,21,52
973699929,0,0,163,157,100,23,43
974752396,0,0,160,156,97,25,60
975770600,0,0,162,154,100,21,42
976692418,0,0,161,145,100,22,49
977746221,0,0,161,153,94,27,48
978767166,0,0,158,153,98,20,39
979693112,0,0,156,155,100,21,44
980739374,0,0,155,150,97,28,44
981775275,0,0,157,153,100,20,57
982702542,0,0,156,149,100,19,44
983800857,0,0,160,154,99,22,42
984775995,0,0,161,155,100,22,44
985706038,0,0,159,152,100,23,45
986744444,0,0,158,154,100,23,49
987769628,0,0,158,153,100,20,45
988695809,0,0,160,150,97,19,48
989756634,0,0,161,154,87,23,54
990773513,0,0,161,153,100,23,40
991699231,0,0,161,147,100,22,45
992746039,0,0,159,148,100,26,41
993775278,0,0,160,156,100,22,56
