timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,accel_calibration_count,gyro_calibration_count
955374767,0.027437527,-0.023268307,0.0016152548,4999,0,-0.7476419,0.09902888,-9.79351,4981,0,2,0
955379766,0.0022252575,-0.0019784237,-0.010848312,4999,0,-0.7475296,-0.016037958,-10.254213,4981,0,2,0
955384764,-0.015613246,-0.00092398166,-0.0070809377,4998,0,-0.7454212,0.21484435,-9.970312,4981,0,2,0
955389763,0.027493278,-0.0055571483,-0.0010883551,4999,0,-0.7091472,0.27775306,-9.873048,4980,0,2,0
955394762,0.03276895,-0.0020645163,-0.00033805473,4999,0,-0.78488123,-0.10363937,-9.850855,4982,0,2,0
955399761,-0.01458151,-0.011998123,-0.009330781,4999,0,-0.7109037,-0.16187218,-9.747576,4980,0,2,0
955404760,-0.013883841,-0.0060326653,-0.0009825524,4999,0,-0.7999522,0.13195466,-9.900976,4981,0,2,0
955409759,0.017043186,-0.009546722,-0.0016030624,4999,0,-0.7211152,0.34657264,-10.012193,4981,0,2,0
955414761,0.004240691,-0.0006596485,0.00042179407,5002,0,-0.72330326,0.14515536,-9.951875,7472,0,2,0
955419756,0.009049358,-0.0129142795,-0.0025321979,4995,0,-0.82554823,0.04757532,-10.038681,4981,0,2,0
955424755,0.0068053347,-0.0028185053,0.0076031587,4999,0,-0.88982296,0.08215921,-9.952448,4981,0,2,0
955429754,0.011119067,-0.0038648755,0.0042979186,4999,0,-0.79834074,-0.039086316,-9.708089,4982,0,2,0
955434753,0.005119074,-0.005034155,0.0046684006,4999,0,-0.7011893,-0.08731379,-9.811844,4981,0,2,0
955439752,-0.008091023,-0.008267777,-0.0067279264,4999,0,-0.6786563,-0.06580245,-9.981879,4982,0,2,0
955444750,0.005801945,-0.01397419,-0.0022747593,4998,0,-0.6374211,0.15226436,-9.814483,4981,0,2,0
955449749,0.005506644,-0.00682051,-0.00912219,4999,0,-0.62088597,0.07350633,-10.252213,4984,0,2,0
955454748,0.00428537,0.0006347423,-0.009692684,4999,0,-0.65042824,0.24670036,-9.945003,4979,0,2,0
955459747,0.013729216,-0.017674426,-0.00086191006,4999,0,-0.69268286,0.24659026,-9.628261,4980,0,2,0
955464746,0.017686997,-0.0062505375,-0.00074555527,4999,0,-0.75582147,-0.04627157,-9.932079,4981,0,2,0
955469745,0.009583018,-0.009165681,0.0041412357,4999,0,-0.8947122,-0.023980785,-9.594923,4981,0,2,0
955474743,-0.009261379,-0.010491825,0.002486025,4998,0,-0.9208222,-0.048216052,-9.934582,4982,0,2,0
955479745,-0.019755527,-0.002117133,0.0018813023,5002,0,-0.76275235,0.1397986,-10.144454,4981,0,2,0
955484741,0.0141393,0.0078340825,-0.0006950825,4996,0,-0.715785,0.22073887,-9.929023,4981,0,2,0
955489740,0.029709404,-0.013197906,0.0018884181,4999,0,-0.72774434,-0.040143855,-9.799079,4981,0,2,0
955494739,-0.006552454,-0.013356309,-0.0070220246,4999,0,-0.6121376,0.13460995,-9.817127,4981,0,2,0
955499738,0.027457232,0.0023816514,0.00053663424,4999,0,-0.73638165,0.1387383,-9.775223,4980,0,2,0
955504736,0.033850092,-0.015930021,-0.0021725632,4998,0,-0.80214447,-0.124022,-10.009751,4982,0,2,0
955509735,-0.009150664,-0.0051772553,-0.00551692,4999,0,-0.7146257,0.11598455,-9.701133,4981,0,2,0
955514734,0.022194201,-0.015307155,-0.0007382648,4999,0,-0.77225834,0.17282306,-9.923067,4981,0,2,0
955519733,0.014438194,-0.0015509692,-0.002238179,4999,0,-0.8289623,0.06776179,-10.296072,4981,0,2,0
955524732,0.008944328,0.0059719463,-0.0012299622,4999,0,-0.69191384,0.3065532,-9.634605,4980,0,2,0
955529731,0.04169716,-0.005229948,0.0052369526,4999,0,-0.69364405,0.058864508,-9.826606,4981,0,2,0
955534730,0.03488123,-0.007524443,-3.649676e-05,4999,0,-0.7967438,-0.20546937,-9.990813,4981,0,2,0
