timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
955027638,0,0,1,0,0,0,0,0,0,0,0,0,0
955537660,0,0,1,0,0,0,0,0,0,0,0,0,0
956046638,0,0,1,0,0,0,0,0,0,0,0,0,0
956556636,0,0,1,0,0,0,0,0,0,0,0,0,0
957066637,0,0,1,0,0,0,0,0,0,0,0,0,0
957575657,0,0,1,0,0,0,0,0,0,0,0,0,0
958085664,0,0,1,0,0,0,0,0,0,0,0,0,0
958594651,0,0,1,0,0,0,0,0,0,0,0,0,0
959103637,0,0,1,0,0,0,0,0,0,0,0,0,0
959613643,0,0,1,0,0,0,0,0,0,0,0,0,0
960122636,0,0,1,0,0,0,0,0,0,0,0,0,0
960632641,0,0,1,0,0,0,0,0,0,0,0,0,0
961142649,0,0,1,0,0,0,0,0,0,0,0,0,0
961652637,0,0,1,0,0,0,0,0,0,0,0,0,0
962162638,0,0,1,0,0,0,0,0,0,0,0,0,0
962672637,0,0,1,0,0,0,0,0,0,0,0,0,0
963182636,0,0,1,0,0,0,0,0,0,0,0,0,0
963692637,0,0,1,0,0,0,0,0,0,0,0,0,0
964202667,0,0,1,0,0,0,0,0,0,0,0,0,0
964711638,0,0,1,0,0,0,0,0,0,0,0,0,0
965221757,0,0,1,0,0,0,0,0,0,0,0,0,0
965731638,0,0,1,0,0,0,0,0,0,0,0,0,0
966241640,0,0,1,0,0,0,0,0,0,0,0,0,0
966751638,0,0,1,0,0,0,0,0,0,0,0,0,0
967261641,0,0,1,0,0,0,0,0,0,0,0,0,0
967770636,0,0,1,0,0,0,0,0,0,0,0,0,0
968280637,0,0,1,0,0,0,0,0,0,0,0,0,0
968790638,0,0,1,0,0,0,0,0,0,0,0,0,0
969300638,0,0,1,0,0,0,0,0,0,0,0,0,0
969809642,0,0,1,0,0,0,0,0,0,0,0,0,0
970319637,0,0,1,0,0,0,0,0,0,0,0,0,0
970829649,0,0,1,0,0,0,0,0,0,0,0,0,0
971339637,0,0,1,0,0,0,0,0,0,0,0,0,0
971849638,0,0,1,0,0,0,0,0,0,0,0,0,0
972359637,0,0,1,0,0,0,0,0,0,0,0,0,0
972869656,0,0,1,0,0,0,0,0,0,0,0,0,0
973379682,0,0,1,0,0,0,0,0,0,0,0,0,0
973889638,0,0,1,0,0,0,0,0,0,0,0,0,0
974399637,0,0,1,0,0,0,0,0,0,0,0,0,0
974908640,0,0,1,0,0,0,0,0,0,0,0,0,0
975418640,0,0,1,0,0,0,0,0,0,0,0,0,0
975928652,0,0,1,0,0,0,0,0,0,0,0,0,0
976438638,0,0,1,0,0,0,0,0,0,0,0,0,0
976948637,0,0,1,0,0,0,0,0,0,0,0,0,0
977458636,0,0,1,0,0,0,0,0,0,0,0,0,0
977968657,0,0,1,0,0,0,0,0,0,0,0,0,0
978478636,0,0,1,0,0,0,0,0,0,0,0,0,0
978988636,0,0,1,0,0,0,0,0,0,0,0,0,0
979498637,0,0,1,0,0,0,0,0,0,0,0,0,0
980008639,0,0,1,0,0,0,0,0,0,0,0,0,0
980518637,0,0,1,0,0,0,0,0,0,0,0,0,0
981028638,0,0,1,0,0,0,0,0,0,0,0,0,0
981538637,0,0,1,0,0,0,0,0,0,0,0,0,0
982048657,0,0,1,0,0,0,0,0,0,0,0,0,0
982559017,0,0,1,0,0,0,0,0,0,0,0,0,0
983067640,0,0,1,0,0,0,0,0,0,0,0,0,0
983577638,0,0,1,0,0,0,0,0,0,0,0,0,0
984087657,0,0,1,0,0,0,0,0,0,0,0,0,0
984597658,0,0,1,0,0,0,0,0,0,0,0,0,0
985107637,0,0,1,0,0,0,0,0,0,0,0,0,0
985617638,0,0,1,0,0,0,0,0,0,0,0,0,0
986127637,0,0,1,0,0,0,0,0,0,0,0,0,0
986637984,0,0,1,0,0,0,0,0,0,0,0,0,0
987147920,0,0,1,0,0,0,0,0,0,0,0,0,0
987657820,0,0,1,0,0,0,0,0,0,0,0,0,0
988167700,0,0,1,0,0,0,0,0,0,0,0,0,0
988677637,0,0,1,0,0,0,0,0,0,0,0,0,0
989186637,0,0,1,0,0,0,0,0,0,0,0,0,0
989696639,0,0,1,0,0,0,0,0,0,0,0,0,0
990196653,0,0,1,0,0,0,0,0,0,0,0,0,0
990706657,0,0,1,0,0,0,0,0,0,0,0,0,0
991216974,0,0,1,0,0,0,0,0,0,0,0,0,0
991725637,0,0,1,0,0,0,0,0,0,0,0,0,0
992235637,0,0,1,0,0,0,0,0,0,0,0,0,0
992744657,0,0,1,0,0,0,0,0,0,0,0,0,0
993254637,0,0,1,0,0,0,0,0,0,0,0,0,0
993764638,0,0,1,0,0,0,0,0,0,0,0,0,0
