timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
955863493,5.055945,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
956363492,5.0167694,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
956863492,5.016669,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
957363810,5.0499024,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
957863498,5.0625916,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
958363491,5.057254,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
958863492,5.0522184,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
959363492,5.0581603,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
959863492,5.0548368,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
960363492,5.0574555,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
960863493,5.0385222,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
961363837,5.044061,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
961863713,5.0473847,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
962363654,5.0539308,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
962863504,5.015259,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
963363493,5.0583615,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
963863595,5.056549,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
964363543,5.024423,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
964863508,5.0395293,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
965363542,5.0564485,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
965863507,5.032379,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
966363495,5.0415435,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
966863492,5.055139,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
967363493,5.0556426,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
967863492,5.0567503,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
968363492,5.059268,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
968863491,5.0391264,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
969363492,5.0494995,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
969863492,5.0446653,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
970363492,5.052319,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
970863507,5.0384216,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
971363491,5.057556,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
971863512,5.072058,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
972363551,5.055542,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
972863498,5.048996,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
973363581,5.054535,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
973863505,5.0509095,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
974363493,5.057959,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
974863512,5.0566497,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
975363507,5.0384216,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
975863492,5.0567503,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
976363536,5.057959,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
976863493,5.056851,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
977363493,5.043759,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
977863492,5.0540314,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
978363492,5.0536284,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
978863492,5.041443,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
979363492,5.044766,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
979863501,5.0564485,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
980363492,5.044162,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
980863804,5.0345945,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
981363492,5.069238,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
981863492,5.0529237,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
