timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
955362294,-0.0010509093,0.0011622519,0.0,0.0,0.0032921522,0.0075820102,0.0,0.0,0.0018141958,0.003438606,0.0,0.0,0,0,0,0,0,0,0,0
955390237,-0.0010555766,0.0011699246,0.0,0.0,0.003301131,0.007567961,0.0,0.0,0.0018133608,0.0034402497,0.0,0.0,0,0,0,0,0,0,0,0
955570200,-0.0010425777,0.0012242276,0.0,0.0,0.0032631299,0.00751776,0.0,0.0,0.0018088596,0.003496614,0.0,0.0,0,0,0,0,0,0,0,0
955770204,-0.0010535251,0.0011879312,0.0,0.0,0.0032214469,0.0072776605,0.0,0.0,0.0018286033,0.0035279992,0.0,0.0,0,0,0,0,0,0,0,0
955970633,-0.0010530796,0.0011541372,0.0,0.0,0.003193366,0.0072622034,0.0,0.0,0.0018211382,0.003490038,0.0,0.0,0,0,0,0,0,0,0,0
956170204,-0.0010576601,0.0011662999,0.0,0.0,0.003184056,0.0071924375,0.0,0.0,0.0018250912,0.0034973808,0.0,0.0,0,0,0,0,0,0,0,0
956370202,-0.001037881,0.001172658,0.0,0.0,0.0031628495,0.0071873884,0.0,0.0,0.0018189615,0.0034771003,0.0,0.0,0,0,0,0,0,0,0,0
956570204,-0.0010160484,0.0011892233,0.0,0.0,0.0031717578,0.0071907695,0.0,0.0,0.0018201168,0.0035132675,0.0,0.0,0,0,0,0,0,0,0,0
956770204,-0.0011149879,0.0012551848,0.0,0.0,0.003087856,0.0072404495,0.0,0.0,0.0017079621,0.0034844675,0.0,0.0,0,0,0,0,0,0,0,0
956970204,-0.0011035107,0.0012644645,0.0,0.0,0.003126529,0.007202419,0.0,0.0,0.0017150273,0.0034984685,0.0,0.0,0,0,0,0,0,0,0,0
957170199,-0.0010649787,0.0012721252,0.0,0.0,0.003102212,0.0070682643,0.0,0.0,0.0017238964,0.0035042209,0.0,0.0,0,0,0,0,0,0,0,0
957370203,-0.0010291712,0.0012901073,0.0,0.0,0.0031680192,0.0070926417,0.0,0.0,0.0016758859,0.0035197388,0.0,0.0,0,0,0,0,0,0,0,0
957570203,-0.001037391,0.0013990466,0.0,0.0,0.0032170445,0.007184623,0.0,0.0,0.0016839292,0.0035000318,0.0,0.0,0,0,0,0,0,0,0,0
957770204,-0.0010128685,0.0013860961,0.0,0.0,0.003438084,0.0071029756,0.0,0.0,0.0017075996,0.0034986283,0.0,0.0,0,0,0,0,0,0,0,0
