timestamp,main_state_changes,main_state
955027644,0,0
955537666,0,0
956046644,0,0
956556642,0,0
957066642,0,0
957575662,0,0
958085670,0,0
958594656,0,0
959103642,0,0
959613648,0,0
960122642,0,0
960632647,0,0
961142655,0,0
961652642,0,0
962162643,0,0
962672643,0,0
963182642,0,0
963692643,0,0
964202672,0,0
964711644,0,0
965221764,0,0
965731643,0,0
966241645,0,0
966751643,0,0
967261646,0,0
967770642,0,0
968280642,0,0
968790644,0,0
969300643,0,0
969809648,0,0
970319642,0,0
970829655,0,0
971339643,0,0
971849644,0,0
972359643,0,0
972869662,0,0
973379687,0,0
973889643,0,0
974399643,0,0
974908645,0,0
975418645,0,0
975928658,0,0
976438643,0,0
976948642,0,0
977458642,0,0
977968663,0,0
978478642,0,0
978988642,0,0
979498643,0,0
980008644,0,0
980518642,0,0
981028644,0,0
981538642,0,0
982048663,0,0
982559021,0,0
983067645,0,0
983577643,0,0
984087663,0,0
984597663,0,0
985107642,0,0
985617643,0,0
986127642,0,0
986637988,0,0
987147925,0,0
987657824,0,0
988167706,0,0
988677643,0,0
989186643,0,0
989696645,0,0
990196658,0,0
990706662,0,0
991216979,0,0
991725643,0,0
992235643,0,0
992744663,0,0
993254643,0,0
993764643,0,0
