timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
869916637,0,0,1,0,0,0,0,0,0,0,0,0,0
870426658,0,0,1,0,0,0,0,0,0,0,0,0,0
870936637,0,0,1,0,0,0,0,0,0,0,0,0,0
871446677,0,0,1,0,0,0,0,0,0,0,0,0,0
871955636,0,0,1,0,0,0,0,0,0,0,0,0,0
872465639,0,0,1,0,0,0,0,0,0,0,0,0,0
872974637,0,0,1,0,0,0,0,0,0,0,0,0,0
873483637,0,0,1,0,0,0,0,0,0,0,0,0,0
873994303,0,0,1,0,0,0,0,0,0,0,0,0,0
874503950,0,0,1,0,0,0,0,0,0,0,0,0,0
875012681,0,0,1,0,0,0,0,0,0,0,0,0,0
875521747,0,0,1,0,0,0,0,0,0,0,0,0,0
876031641,0,0,1,0,0,0,0,0,0,0,0,0,0
876541638,0,0,1,0,0,0,0,0,0,0,0,0,0
877051638,0,0,1,0,0,0,0,0,0,0,0,0,0
877561652,0,0,1,0,0,0,0,0,0,0,0,0,0
878071637,0,0,1,0,0,0,0,0,0,0,0,0,0
878581637,0,0,1,0,0,0,0,0,0,0,0,0,0
879091658,0,0,1,0,0,0,0,0,0,0,0,0,0
879601638,0,0,1,0,0,0,0,0,0,0,0,0,0
880111639,0,0,1,0,0,0,0,0,0,0,0,0,0
880621663,0,0,1,0,0,0,0,0,0,0,0,0,0
881131637,0,0,1,0,0,0,0,0,0,0,0,0,0
881641638,0,0,1,0,0,0,0,0,0,0,0,0,0
882152183,0,0,1,0,0,0,0,0,0,0,0,0,0
882661918,0,0,1,0,0,0,0,0,0,0,0,0,0
883171763,0,0,1,0,0,0,0,0,0,0,0,0,0
883680637,0,0,1,0,0,0,0,0,0,0,0,0,0
884190637,0,0,1,0,0,0,0,0,0,0,0,0,0
884700638,0,0,1,0,0,0,0,0,0,0,0,0,0
885210637,0,0,1,0,0,0,0,0,0,0,0,0,0
885720636,0,0,1,0,0,0,0,0,0,0,0,0,0
886230689,0,0,1,0,0,0,0,0,0,0,0,0,0
886740976,0,0,1,0,0,0,0,0,0,0,0,0,0
887250919,0,0,1,0,0,0,0,0,0,0,0,0,0
887760753,0,0,1,0,0,0,0,0,0,0,0,0,0
888269637,0,0,1,0,0,0,0,0,0,0,0,0,0
888779667,0,0,1,0,0,0,0,0,0,0,0,0,0
889288640,0,0,1,0,0,0,0,0,0,0,0,0,0
889798637,0,0,1,0,0,0,0,0,0,0,0,0,0
890308636,0,0,1,0,0,0,0,0,0,0,0,0,0
890818639,0,0,1,0,0,0,0,0,0,0,0,0,0
891328637,0,0,1,0,0,0,0,0,0,0,0,0,0
891838658,0,0,1,0,0,0,0,0,0,0,0,0,0
892348638,0,0,1,0,0,0,0,0,0,0,0,0,0
892857637,0,0,1,0,0,0,0,0,0,0,0,0,0
893366648,0,0,1,0,0,0,0,0,0,0,0,0,0
893875637,0,0,1,0,0,0,0,0,0,0,0,0,0
894384640,0,0,1,0,0,0,0,0,0,0,0,0,0
894893671,0,0,1,0,0,0,0,0,0,0,0,0,0
895404294,0,0,1,0,0,0,0,0,0,0,0,0,0
895913878,0,0,1,0,0,0,0,0,0,0,0,0,0
896422638,0,0,1,0,0,0,0,0,0,0,0,0,0
896932661,0,0,1,0,0,0,0,0,0,0,0,0,0
897442707,0,0,1,0,0,0,0,0,0,0,0,0,0
897952636,0,0,1,0,0,0,0,0,0,0,0,0,0
898462636,0,0,1,0,0,0,0,0,0,0,0,0,0
898972637,0,0,1,0,0,0,0,0,0,0,0,0,0
899482638,0,0,1,0,0,0,0,0,0,0,0,0,0
899992919,0,0,1,0,0,0,0,0,0,0,0,0,0
900502836,0,0,1,0,0,0,0,0,0,0,0,0,0
901011657,0,0,1,0,0,0,0,0,0,0,0,0,0
901521638,0,0,1,0,0,0,0,0,0,0,0,0,0
902031649,0,0,1,0,0,0,0,0,0,0,0,0,0
902541637,0,0,1,0,0,0,0,0,0,0,0,0,0
903051638,0,0,1,0,0,0,0,0,0,0,0,0,0
903560637,0,0,1,0,0,0,0,0,0,0,0,0,0
904070637,0,0,1,0,0,0,0,0,0,0,0,0,0
904580918,0,0,1,0,0,0,0,0,0,0,0,0,0
905090637,0,0,1,0,0,0,0,0,0,0,0,0,0
905600656,0,0,1,0,0,0,0,0,0,0,0,0,0
906110641,0,0,1,0,0,0,0,0,0,0,0,0,0
