timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_sensor_measurement_valid,selected_airspeed_index
870236788,13.463433,13.463433,13.5350275,0.013156079,0.013643041,1,1
870336788,13.482557,13.482557,13.554266,0.011756473,0.012191642,1,1
870436789,13.539768,13.539768,13.611751,0.012671466,0.01314058,1,1
870636822,13.386664,13.386664,13.458026,0.011728959,0.012163256,1,1
870836789,13.094766,13.094766,13.164528,0.011669053,0.012101092,1,1
871036788,13.386664,13.386664,13.457763,0.012350877,0.012807951,1,1
871236825,13.482557,13.482557,13.55424,0.0132895205,0.013781409,1,1
871436788,13.309449,13.309449,13.38029,0.014889517,0.0154407155,1,1
871636788,13.386664,13.386664,13.457691,0.013768959,0.014278438,1,1
871836788,13.3866625,13.3866625,13.457979,0.013549703,0.014051373,1,1
872036790,13.482558,13.482558,13.554166,0.013304324,0.013796683,1,1
872236788,13.67233,13.67233,13.744989,0.0111264745,0.011538275,1,1
872436788,13.094767,13.094767,13.1644,0.009114082,0.009451433,1,1
872636787,13.577776,13.577776,13.650156,0.009031806,0.009366234,1,1
872836788,13.3866625,13.3866625,13.457849,0.008648446,0.008968562,1,1
873036788,13.3866625,13.3866625,13.457865,0.007905027,0.008197635,1,1
873236788,13.3866625,13.3866625,13.458003,0.007776707,0.008064648,1,1
873436788,12.896497,12.896497,12.964949,0.009664913,0.010022554,1,1
873636788,13.577776,13.577776,13.650179,0.010008311,0.010378914,1,1
873836788,13.463433,13.463433,13.535138,0.008742578,0.009066252,1,1
874036788,13.231786,13.231786,13.302225,0.011642055,0.0120730465,1,1
874236788,13.386664,13.386664,13.45795,0.011579814,0.0120084705,1,1
874436788,13.231786,13.231786,13.301973,0.012362631,0.012820057,1,1
874636787,13.577776,13.577776,13.649979,0.012335551,0.012792279,1,1
874836788,13.3866625,13.3866625,13.457958,0.010725348,0.01112243,1,1
875036788,13.386664,13.386664,13.457938,0.014809141,0.015357391,1,1
875236788,13.3866625,13.3866625,13.457914,0.016201345,0.016801108,1,1
875436788,13.3866625,13.3866625,13.457979,0.018197501,0.018871253,1,1
875636788,13.290075,13.290075,13.360911,0.018063854,0.018732853,1,1
875836787,13.231786,13.231786,13.302246,0.017388377,0.018032126,1,1
876036788,13.3866625,13.3866625,13.458091,0.020191038,0.020938769,1,1
876236788,13.3866625,13.3866625,13.457914,0.020071922,0.02081497,1,1
876436788,12.996011,12.996011,13.064991,0.02243716,0.023267427,1,1
876636789,13.3866625,13.3866625,13.457849,0.024320634,0.025220744,1,1
876836788,13.482557,13.482557,13.554319,0.022371484,0.02319966,1,1
877036788,13.3866625,13.3866625,13.457914,0.023106916,0.023962578,1,1
877236788,13.463433,13.463433,13.535006,0.020289525,0.021040494,1,1
877436788,13.386664,13.386664,13.457806,0.021688215,0.022490915,1,1
877636789,13.290075,13.290075,13.360835,0.02339469,0.024260787,1,1
877836788,13.482558,13.482558,13.554121,0.02091003,0.021683786,1,1
878036787,13.615676,13.615676,13.688213,0.022166034,0.022986718,1,1
878236788,13.539768,13.539768,13.611853,0.0194558,0.020176066,1,1
878436787,13.3866625,13.3866625,13.457898,0.018750729,0.019444844,1,1
878636788,12.996011,12.996011,13.065269,0.01892772,0.01962854,1,1
878836788,13.386664,13.386664,13.457872,0.019719524,0.020449461,1,1
879036788,13.3866625,13.3866625,13.457891,0.018840767,0.019538207,1,1
879236788,13.3866625,13.3866625,13.457804,0.018745502,0.01943929,1,1
879436788,13.3866625,13.3866625,13.457914,0.022057878,0.022874445,1,1
879636788,13.386664,13.386664,13.457838,0.022446906,0.023277739,1,1
879836789,13.3866625,13.3866625,13.458003,0.019616632,0.02034296,1,1
880036788,13.309449,13.309449,13.380444,0.02086011,0.021632586,1,1
880236789,13.577776,13.577776,13.650179,0.020861937,0.021634445,1,1
880436789,13.3866625,13.3866625,13.457936,0.02181256,0.022620084,1,1
880636788,13.3866625,13.3866625,13.457716,0.021898927,0.022709277,1,1
880836790,13.3866625,13.3866625,13.457898,0.0208363,0.021607619,1,1
881036788,13.386664,13.386664,13.458033,0.021596346,0.02239602,1,1
881236808,13.257724,13.257724,13.328501,0.024089925,0.024982117,1,1
881436789,13.859505,13.859505,13.933249,0.023515156,0.02438563,1,1
881636788,13.3866625,13.3866625,13.457979,0.023781655,0.024662158,1,1
881836788,13.3866625,13.3866625,13.458024,0.021251729,0.022038633,1,1
882036806,13.463434,13.463434,13.5352,0.023151275,0.024008507,1,1
882236787,13.3866625,13.3866625,13.457979,0.021324387,0.02211391,1,1
882436795,12.996011,12.996011,13.06517,0.022851443,0.023697363,1,1
882636789,13.3866625,13.3866625,13.457849,0.023591302,0.024464518,1,1
882836788,13.3866625,13.3866625,13.458114,0.023837024,0.02471982,1,1
883036790,13.539768,13.539768,13.61188,0.0232577,0.024118803,1,1
883236788,13.482557,13.482557,13.554475,0.02071971,0.021486988,1,1
883436788,13.192782,13.192782,13.26311,0.02319695,0.024055883,1,1
883636788,13.3866625,13.3866625,13.457882,0.02222699,0.02304976,1,1
883836793,13.463434,13.463434,13.53516,0.022410082,0.0232398,1,1
884036791,13.3866625,13.3866625,13.457958,0.024688441,0.025602475,1,1
884236787,13.482558,13.482558,13.55421,0.021673582,0.02247574,1,1
884436789,13.3866625,13.3866625,13.458047,0.022356903,0.023184769,1,1
884636801,13.386664,13.386664,13.458005,0.020609882,0.021372985,1,1
884836788,13.3866625,13.3866625,13.457914,0.018986652,0.019689523,1,1
885036788,13.386664,13.386664,13.457999,0.020236824,0.020986063,1,1
885236800,13.309449,13.309449,13.38029,0.019897541,0.020634022,1,1
885436787,13.309449,13.309449,13.3804655,0.020969301,0.021745855,1,1
885636795,12.996011,12.996011,13.065269,0.019411147,0.020129867,1,1
885836788,13.075075,13.075075,13.1446905,0.02252782,0.023361823,1,1
886036788,12.996011,12.996011,13.065355,0.021613095,0.02241337,1,1
886236788,13.3866625,13.3866625,13.458047,0.02160696,0.022407055,1,1
886436788,13.482557,13.482557,13.554437,0.019607224,0.020333245,1,1
886636787,13.463433,13.463433,13.535077,0.018777471,0.019472577,1,1
886836787,13.3866625,13.3866625,13.4578705,0.020102184,0.020846285,1,1
887036787,12.996011,12.996011,13.065227,0.019728212,0.020458603,1,1
887236802,12.996011,12.996011,13.065098,0.01856261,0.019249659,1,1
887436788,13.192782,13.192782,13.263172,0.019295054,0.020009598,1,1
887636797,13.290077,13.290077,13.36088,0.018938651,0.019639844,1,1
887836788,13.766235,13.766235,13.839671,0.018772611,0.01946779,1,1
888036788,13.3866625,13.3866625,13.458155,0.018269219,0.018945873,1,1
888236788,13.482557,13.482557,13.554385,0.017696908,0.01835193,1,1
888436788,13.231786,13.231786,13.302148,0.017103557,0.017736632,1,1
888636788,12.996011,12.996011,13.065269,0.015739417,0.016322186,1,1
888836811,13.309449,13.309449,13.380444,0.01386124,0.014374539,1,1
889036788,13.3866625,13.3866625,13.4579315,0.013045275,0.0135281095,1,1
889236787,13.67233,13.67233,13.745152,0.010599498,0.010991924,1,1
889436788,13.386664,13.386664,13.457893,0.00911677,0.00945425,1,1
889636789,13.309449,13.309449,13.380379,0.008457578,0.008770729,1,1
889836788,13.482557,13.482557,13.554498,0.007729667,0.008015919,1,1
890036789,13.3866625,13.3866625,13.457936,0.0073380806,0.007609744,1,1
890236787,13.3866625,13.3866625,13.4579935,0.0074663335,0.0077427034,1,1
890436818,13.3866625,13.3866625,13.458086,0.006256273,0.0064879376,1,1
890636787,13.3866625,13.3866625,13.458024,0.0064557907,0.006694834,1,1
890836787,13.3866625,13.3866625,13.457979,0.00454576,0.004714064,1,1
891036788,13.482557,13.482557,13.554562,0.0051640286,0.0053552934,1,1
891236789,13.3866625,13.3866625,13.458003,0.0032286898,0.0033481997,1,1
891436789,13.482557,13.482557,13.554409,0.006252607,0.006484047,1,1
891636822,13.463433,13.463433,13.535061,0.0035130288,0.0036430699,1,1
891836818,13.309449,13.309449,13.380369,0.0060441373,0.006267875,1,1
892036788,13.290075,13.290075,13.360976,0.007464677,0.007741109,1,1
892236791,13.290075,13.290075,13.360878,0.008574834,0.008892312,1,1
892436804,13.192782,13.192782,13.262938,0.008900236,0.009229672,1,1
892636788,13.290077,13.290077,13.360792,0.009319579,0.009664568,1,1
892836789,13.231786,13.231786,13.302265,0.010032988,0.010404443,1,1
893036797,13.3866625,13.3866625,13.458031,0.0100457985,0.010417756,1,1
893236788,13.386664,13.386664,13.457903,0.010435291,0.010821553,1,1
893436788,12.996011,12.996011,13.0652895,0.010673072,0.011068272,1,1
893636788,13.482557,13.482557,13.554475,0.009918452,0.010285745,1,1
893836788,12.996009,12.996009,13.065245,0.008673413,0.00899454,1,1
894036788,13.3866625,13.3866625,13.4578705,0.0063346927,0.0065691774,1,1
894236788,13.3866625,13.3866625,13.457967,0.006589736,0.006833795,1,1
894436789,13.386664,13.386664,13.45808,0.005881654,0.0060994145,1,1
894636788,13.3866625,13.3866625,13.457898,0.0049125757,0.0050944295,1,1
894836788,13.3866625,13.3866625,13.457958,0.0063484847,0.0065834527,1,1
895036788,13.3866625,13.3866625,13.458178,0.006423225,0.006661068,1,1
895236788,13.3866625,13.3866625,13.458069,0.0069125723,0.0071684383,1,1
895436788,13.290075,13.290075,13.360813,0.0067191897,0.0069678915,1,1
895636788,13.3866625,13.3866625,13.458126,0.008229554,0.00853434,1,1
895836788,13.3866625,13.3866625,13.457964,0.009428661,0.009777771,1,1
896036788,13.386664,13.386664,13.458026,0.008096353,0.008396097,1,1
896236787,12.916462,12.916462,12.985297,0.0077326633,0.008018845,1,1
896436789,13.386664,13.386664,13.458116,0.0069343867,0.007191199,1,1
896636787,13.231786,13.231786,13.302213,0.0076247263,0.007906945,1,1
896836788,13.192782,13.192782,13.263046,0.010513357,0.01090259,1,1
897036788,13.309449,13.309449,13.380372,0.011795303,0.012231836,1,1
897236788,13.192782,13.192782,13.263035,0.01083447,0.011235583,1,1
897436788,13.290075,13.290075,13.360929,0.010435754,0.010822085,1,1
897636788,13.290077,13.290077,13.360815,0.012145284,0.012594826,1,1
897836787,13.231786,13.231786,13.302126,0.010857078,0.011258867,1,1
898036789,13.640885,13.640885,13.713602,0.008551617,0.00886817,1,1
898236788,13.309449,13.309449,13.380302,0.008675293,0.008996312,1,1
898436788,13.463433,13.463433,13.535187,0.0076741152,0.007958209,1,1
898636788,13.386664,13.386664,13.457943,0.007845315,0.008135733,1,1
898836788,13.482558,13.482558,13.55432,0.0076210685,0.007903195,1,1
899036789,13.192782,13.192782,13.263024,0.007284304,0.007553936,1,1
