timestamp,load,ram_usage
869826796,0.21651602,0.3653388
870326819,0.251298,0.36538914
870827079,0.24462402,0.36538914
871326944,0.2570861,0.36538914
871826797,0.23209971,0.36538914
872326794,0.23381448,0.36538914
872826827,0.23260999,0.36538914
873326809,0.23308402,0.36538914
873826797,0.233194,0.36538914
874326799,0.23286968,0.36538914
874826795,0.23301631,0.36538914
875326795,0.23344803,0.36538914
875826794,0.23325199,0.36538914
876326796,0.23381001,0.36538914
876826796,0.23112202,0.36538914
877326795,0.233136,0.36538914
877826797,0.23347002,0.36538914
878326794,0.23341203,0.36538914
878826796,0.232984,0.36538914
879326796,0.23745954,0.36538914
879826809,0.24046928,0.36538914
880326795,0.23360407,0.36538914
880826908,0.23182094,0.36538914
881327217,0.23322707,0.36538914
881827414,0.23308867,0.36538914
882326979,0.2338363,0.36538914
882826855,0.23275101,0.36538914
883326794,0.23409122,0.36538914
883826859,0.23228598,0.36538914
884326794,0.23417997,0.36538914
884826797,0.232396,0.36538914
885326825,0.23309952,0.36538914
885826795,0.23218048,0.36538914
886326794,0.23358351,0.36538914
886826795,0.23261249,0.36538914
887326795,0.24599397,0.36538914
887826795,0.23169756,0.36538914
888327086,0.23470491,0.36538914
888826795,0.23268443,0.36538914
889326794,0.232858,0.36538914
889826794,0.23232353,0.36538914
890326795,0.23252648,0.36538914
890826796,0.23400801,0.36538914
891326794,0.22549355,0.36538914
891826796,0.23406845,0.36538914
892326846,0.23315614,0.36538914
892826918,0.23250866,0.36538914
893326794,0.2326132,0.36538914
893826795,0.24558198,0.36538914
894326795,0.23259002,0.36538914
894826796,0.23329306,0.36538914
895326795,0.245103,0.36538914
895826795,0.233136,0.36538914
896326794,0.23323154,0.36538914
896826796,0.23317844,0.36538914
897326795,0.23385799,0.36538914
897826795,0.23316401,0.36538914
898326809,0.231982,0.36538914
898826795,0.23413801,0.36538914
899326794,0.23286802,0.36538914
899826796,0.23361802,0.36538914
900326794,0.23242801,0.36538914
900826796,0.23296201,0.36538914
901326795,0.23344398,0.36538914
901826795,0.23377705,0.36538914
902326795,0.23398894,0.36538914
902826796,0.23278552,0.36538914
903327183,0.23319244,0.36538914
903827222,0.24595493,0.36538914
904327035,0.23318225,0.36538914
904826831,0.23291951,0.36538914
905326795,0.24622524,0.36538914
905826795,0.2431075,0.36538914
906326795,0.24318802,0.36538914
