timestamp,timestamp_sample,device_id,pressure,temperature,error_count
871038254,871037674,4028193,101998.0,38.73,0
872031836,872031256,4028193,101998.0,38.73,0
873036266,873035673,4028193,101997.0,38.73,0
874029879,874029299,4028193,102000.0,38.73,0
875023435,875022855,4028193,101995.0,38.73,0
876017048,876016468,4028193,101995.0,38.73,0
877032253,877031673,4028193,101995.0,38.73,0
878036690,878036110,4028193,101999.0,38.73,0
879030253,879029673,4028193,101996.0,38.73,0
880034659,880034077,4028193,101993.0,38.73,0
881028253,881027673,4028193,101997.0,38.73,0
882021877,882021296,4028193,101990.0,38.73,0
883015432,883014852,4028193,101992.0,38.73,0
884030631,884030051,4028193,102000.0,38.73,0
885035047,885034467,4028193,101995.0,38.73,0
886028741,886028161,4028193,101993.0,38.73,0
887033050,887032466,4028193,101991.0,38.73,0
888026670,888026072,4028193,101991.0,38.73,0
889020253,889019673,4028193,101996.0,38.73,0
890035459,890034878,4028193,101998.0,38.73,0
891029049,891028461,4028193,101992.0,38.73,0
892033497,892032913,4028193,101992.0,38.73,0
893027078,893026481,4028193,101995.0,38.719997,0
894031512,894030932,4028193,101997.0,38.73,0
895025079,895024498,4028193,101988.0,38.73,0
896018628,896018048,4028193,101994.0,38.73,0
897033869,897033289,4028193,101991.0,38.719997,0
898027424,898026844,4028193,101996.0,38.73,0
899031877,899031296,4028193,101997.0,38.73,0
900025465,900024885,4028193,101996.0,38.719997,0
901029890,901029310,4028193,101997.0,38.73,0
902023473,902022893,4028193,101994.0,38.719997,0
903017096,903016516,4028193,101993.0,38.73,0
904032279,904031692,4028193,101998.0,38.719997,0
905036540,905035959,4028193,101997.0,38.719997,0
906030126,906029546,4028193,101992.0,38.719997,0
