timestamp,main_state_changes,main_state
869916642,0,0
870426663,0,0
870936643,0,0
871446682,0,0
871955642,0,0
872465644,0,0
872974642,0,0
873483642,0,0
873994309,0,0
874503954,0,0
875012686,0,0
875521752,0,0
876031646,0,0
876541643,0,0
877051644,0,0
877561657,0,0
878071642,0,0
878581642,0,0
879091663,0,0
879601643,0,0
880111644,0,0
880621667,0,0
881131643,0,0
881641644,0,0
882152188,0,0
882661922,0,0
883171768,0,0
883680643,0,0
884190642,0,0
884700643,0,0
885210643,0,0
885720642,0,0
886231078,0,0
886740980,0,0
887250925,0,0
887760757,0,0
888269642,0,0
888779673,0,0
889288645,0,0
889798643,0,0
890308642,0,0
890818644,0,0
891328642,0,0
891838667,0,0
892348643,0,0
892857643,0,0
893366656,0,0
893875643,0,0
894384646,0,0
894893677,0,0
895404300,0,0
895913884,0,0
896422643,0,0
896932666,0,0
897442712,0,0
897952642,0,0
898462641,0,0
898972643,0,0
899482990,0,0
899992924,0,0
900502841,0,0
901011662,0,0
901521644,0,0
902031655,0,0
902541642,0,0
903051644,0,0
903560643,0,0
904070643,0,0
904580923,0,0
905090642,0,0
905600662,0,0
906110646,0,0
