timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
870699101,870698113,396809,-0.32415852,0.38681406,0.13648635,3
871275507,871221013,396809,-0.3263101,0.38590604,0.14440249,3
871745196,871744224,396809,-0.32918355,0.38512784,0.1503843,3
872193321,872192350,396809,-0.3217095,0.38568744,0.13512383,3
872769646,872715200,396809,-0.32427555,0.38590416,0.13900502,3
873239388,873238417,396809,-0.32787165,0.38507,0.14651525,3
873687449,873686478,396809,-0.32421485,0.387212,0.14207524,3
874263927,874209482,396809,-0.32438856,0.38623235,0.138062,3
874733730,874732752,396809,-0.3302119,0.38444862,0.14708784,3
875181757,875180786,396809,-0.3242172,0.38642278,0.14207442,3
875758385,875703903,396809,-0.3244139,0.38735208,0.1408574,3
876228072,876227098,396809,-0.32815382,0.38596985,0.14329207,3
876676198,876675228,396809,-0.3265049,0.3844514,0.14744598,3
877273898,877272923,396809,-0.32472423,0.38845086,0.14042865,3
877721927,877720955,396809,-0.32644615,0.3848427,0.1418579,3
878170336,878169365,396809,-0.3289539,0.38557798,0.14880852,3
878768020,878767048,396809,-0.32438335,0.3879423,0.13806377,3
879215940,879214969,396809,-0.32536152,0.38512388,0.13956547,3
879664597,879663610,396809,-0.3302143,0.38365942,0.14708704,3
880262194,880261223,396809,-0.32250476,0.38687408,0.14064191,3
880710221,880709250,396809,-0.32689348,0.38788843,0.14501354,3
881158750,881157782,396809,-0.3300983,0.3842791,0.14629954,3
881756292,881755319,396809,-0.3244421,0.38755104,0.14365184,3
882204333,882203360,396809,-0.32324383,0.38766274,0.14057109,3
882652842,882651869,396809,-0.3288976,0.38518006,0.14321962,3
883250514,883249542,396809,-0.32518584,0.38676125,0.14357941,3
883698647,883697671,396809,-0.32438096,0.38873157,0.13806458,3
884275077,884220839,396809,-0.32824117,0.38546437,0.14647985,3
884744777,884743805,396809,-0.32758334,0.3859115,0.1393514,3
885192835,885191864,396809,-0.32512477,0.3879418,0.13799214,3
885768896,885714686,396809,-0.32622284,0.38648877,0.14467774,3
886238923,886237949,396809,-0.32861066,0.38585868,0.14644442,3
886687110,886686138,396809,-0.32592723,0.3867607,0.14350778,3
887263102,887208844,396809,-0.32569045,0.38645977,0.14273128,3
887733349,887732378,396809,-0.32895866,0.38399953,0.14880688,3
888181329,888180358,396809,-0.32421485,0.387212,0.14207524,3
888778973,888778001,396809,-0.32746872,0.38636833,0.14895257,3
889227391,889226419,396809,-0.3323201,0.38506672,0.14608547,3
889675645,889674671,396809,-0.3234782,0.3856341,0.14214523,3
890273219,890272249,396809,-0.3262118,0.3868713,0.14028378,3
890721744,890720772,396809,-0.33260834,0.38422525,0.15324935,3
891169795,891168822,396809,-0.3264438,0.38563192,0.14185873,3
891767581,891766609,396809,-0.32295448,0.3891306,0.14379673,3
892216081,892215109,396809,-0.32786924,0.38585925,0.14651605,3
892663977,892663005,396809,-0.32712787,0.38585982,0.1465877,3
893261796,893260822,396809,-0.32325098,0.38529503,0.14056864,3
893709909,893708933,396809,-0.32621655,0.38529286,0.14028214,3
894158330,894157359,396809,-0.32912964,0.38394064,0.14479458,3
894755997,894755025,396809,-0.32348055,0.38484484,0.14214444,3
895203989,895203004,396809,-0.32837868,0.38709813,0.14486948,3
895780591,895726357,396809,-0.3290248,0.38407338,0.1466695,3
896250317,896249326,396809,-0.32313022,0.38749325,0.1397828,3
896698213,896697241,396809,-0.3239876,0.38687298,0.14049865,3
897274729,897220501,396809,-0.32980287,0.38452393,0.14686105,3
897744507,897743535,396809,-0.32546803,0.3876611,0.14035621,3
898192565,898191590,396809,-0.32364675,0.3863644,0.13813376,3
898769103,898714845,396809,-0.32886195,0.38443872,0.14468762,3
899238836,899237854,396809,-0.32370305,0.38676238,0.14372265,3
899686897,899685922,396809,-0.32461536,0.38670292,0.13963874,3
900263252,900208879,396809,-0.32718462,0.3858673,0.14351884,3
900733049,900732077,396809,-0.32690063,0.38552076,0.14501111,3
901181100,901180115,396809,-0.32142252,0.38636604,0.13834865,3
901778346,901777374,396809,-0.32867277,0.3840518,0.14164221,3
902227215,902226218,396809,-0.3291248,0.38551912,0.14479621,3
902675235,902674263,396809,-0.32461536,0.38670292,0.13963874,3
903272561,903271589,396809,-0.3261053,0.38433412,0.13949303,3
903721413,903720442,396809,-0.32947284,0.38365996,0.14715867,3
904169558,904168586,396809,-0.32365152,0.38478595,0.13813213,3
904766837,904765859,396809,-0.32273677,0.38563466,0.14221686,3
905215794,905214821,396809,-0.3327851,0.3819615,0.13884592,3
905663836,905662863,396809,-0.32398525,0.3876622,0.14049946,3
906261207,906260233,396809,-0.3244455,0.38613543,0.13326153,3
