timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch
320697122,320669382,1,6,0,0,0,0,0,0,0,0,0
321707182,321679195,1,6,0,0,0,0,0,0,0,0,0
322726873,322693999,1,6,0,0,0,0,0,0,0,0,0
323736588,323703660,1,6,0,0,0,0,0,0,0,0,0
324746189,324713401,1,6,0,0,0,0,0,0,0,0,0
325776004,325743162,1,6,0,0,0,0,0,0,0,0,0
326785771,326752938,1,6,0,0,0,0,0,0,0,0,0
327815688,327782663,1,6,0,0,0,0,0,0,0,0,0
328835322,328807403,1,6,0,0,0,0,0,0,0,0,0
329850001,329817174,1,6,0,0,0,0,0,0,0,0,0
330859797,330826933,1,6,0,0,0,0,0,0,0,0,0
331874685,331846690,1,6,0,0,0,0,0,0,0,0,0
332904278,332871430,1,6,0,0,0,0,0,0,0,0,0
333929095,333896225,1,6,0,0,0,0,0,0,0,0,0
334953895,334925920,1,6,0,0,0,0,0,0,0,0,0
335968511,335935693,1,6,0,0,0,0,0,0,0,0,0
336988165,336960444,1,6,0,0,0,0,0,0,0,0,0
338008058,337980208,1,6,0,0,0,0,0,0,0,0,0
339022706,338989948,1,6,0,0,0,0,0,0,0,0,0
340032529,340004701,1,6,0,0,0,0,0,0,0,0,0
341052342,341019533,1,6,0,0,0,0,0,0,0,0,0
342066944,342034205,1,6,0,0,0,0,0,0,0,0,0
343076817,343048972,1,6,0,0,0,0,0,0,0,0,0
344101592,344068742,1,6,0,0,0,0,0,0,0,0,0
345131381,345098467,1,6,0,0,0,0,0,0,0,0,0
346150965,346118231,1,6,0,0,0,0,0,0,0,0,0
347165956,347132979,1,6,0,0,0,0,0,0,0,0,0
348175708,348147780,1,6,0,0,0,0,0,0,0,0,0
349195300,349162498,1,6,0,0,0,0,0,0,0,0,0
350225024,350192247,1,6,0,0,0,0,0,0,0,0,0
351249941,351216990,1,6,0,0,0,0,0,0,0,0,0
352279709,352246750,1,6,0,0,0,0,0,0,0,0,0
353294340,353261535,1,6,0,0,0,0,0,0,0,0,0
354309211,354281255,1,6,0,0,0,0,0,0,0,0,0
355318913,355286098,1,6,0,0,0,0,0,0,0,0,0
356333663,356305774,1,6,0,0,0,0,0,0,0,0,0
357358430,357325554,1,6,0,0,0,0,0,0,0,0,0
