timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
321193364,321193155,2490378,2490378,-4.388918e-05,-5.1968673e-06,-6.7263236e-06,-0.0029927837,0.0018198497,-0.049414754,4977,4977,0,1,1
321691015,321690820,2490378,2490378,-4.715577e-05,2.2308518e-06,-1.0225412e-05,-0.0030186013,0.0012636349,-0.049452443,4977,4977,0,1,1
322193664,322193468,2490378,2490378,-6.740634e-05,-1.5864069e-05,-9.891348e-06,-0.00295904,0.0010942061,-0.049419254,4982,4982,0,1,1
322691321,322691128,2490378,2490378,-4.5047265e-05,2.706774e-05,-4.483619e-06,-0.0030506905,0.0018417923,-0.049288902,4977,4977,0,1,1
323193974,323193770,2490378,2490378,-5.3698026e-05,3.521386e-06,-5.1199186e-06,-0.0030138616,0.0014752267,-0.04942582,4976,4976,0,1,1
323691647,323691436,2490378,2490378,-3.0064664e-05,1.7824277e-05,-1.615903e-06,-0.0028998896,0.0012281274,-0.048885103,4977,4977,0,1,1
324194273,324194078,2490378,2490378,-6.031161e-05,3.9953657e-06,-3.442978e-06,-0.0029828672,0.0016171379,-0.04961327,4974,4974,0,1,1
324691938,324691744,2490378,2490378,-8.655297e-06,8.233464e-06,2.4367366e-06,-0.0029718967,0.0012422983,-0.04926294,4977,4977,0,1,1
325189607,325189410,2490378,2490378,-6.820183e-05,-3.35246e-06,-7.5503826e-06,-0.0029561121,0.0016569394,-0.049046416,4977,4977,0,1,1
325692259,325692052,2490378,2490378,-2.7771335e-05,-7.172142e-06,-9.312427e-06,-0.0030672061,0.0013260122,-0.049576063,4976,4976,0,1,1
326195111,326194694,2490378,2490378,-3.605047e-05,7.558627e-06,-3.9857177e-06,-0.002979799,0.0012748945,-0.049408287,4976,4976,0,1,1
326692554,326692360,2490378,2490378,-3.4917295e-05,1.0584169e-05,-1.2984401e-05,-0.0030285874,0.0014354009,-0.049370687,4977,4977,0,1,1
327195195,327195002,2490378,2490378,-5.705385e-05,2.93238e-06,-8.493966e-06,-0.003072611,0.0014448323,-0.04932849,4976,4976,0,1,1
327692861,327692668,2490378,2490378,-7.294494e-05,-3.840249e-06,-7.5185167e-06,-0.0029492155,0.0016630876,-0.04973022,4976,4976,0,1,1
328195507,328195311,2490378,2490378,-5.333948e-05,-1.655462e-06,-6.8627673e-06,-0.0029644808,0.0013959553,-0.04958197,4977,4977,0,1,1
328693171,328692976,2490378,2490378,-3.639879e-05,-5.325002e-06,-5.3851354e-06,-0.0029549177,0.0014300285,-0.049494117,4976,4976,0,1,1
329190836,329190642,2490378,2490378,-5.1943596e-05,-8.195856e-06,-5.613594e-06,-0.002948988,0.0014670561,-0.049124714,4976,4976,0,1,1
