timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,accel_calibration_count,gyro_calibration_count
320948317,-0.003968415,-0.0060563646,-0.0035536904,4999,0,-0.70019615,-0.053651787,-9.851706,4983,0,2,0
320953316,-0.0031078365,-0.011486894,-0.0031358083,4999,0,-0.71121776,0.03430015,-9.935262,4984,0,2,0
320958315,0.0065881773,-0.001315637,0.004068965,4999,0,-0.6559938,0.06356274,-10.0102625,4984,0,2,0
320963313,0.0117621645,-0.0057653994,-0.004969764,4998,0,-0.63781065,0.0031045836,-9.827262,4983,0,2,0
320968312,0.011432772,-0.009710521,-0.0053416663,4999,0,-0.66097647,-0.09636385,-9.731261,4984,0,2,0
320973311,-0.005200601,-0.007824189,0.0008580446,4999,0,-0.6799529,-0.09774471,-9.907705,4984,0,2,0
320978310,-0.0041213757,-0.015261574,-0.00096585444,4999,0,-0.6926672,0.04119773,-9.993157,4983,0,2,0
320983309,0.0059812763,-0.00039933695,0.0020086626,4999,0,-0.7041944,0.057320382,-9.91391,4984,0,2,0
320988308,0.011577131,-0.004598834,0.0009787665,4999,0,-0.6722737,-0.03804943,-9.844251,4983,0,2,0
320993306,0.0013501885,-0.012572705,0.000812131,4998,0,-0.61241066,-0.035922736,-9.798911,4983,0,2,0
320998305,0.0011057906,-0.011834511,0.0001636916,4999,0,-0.66495264,0.010203829,-9.88877,4984,0,2,0
321003304,0.009029973,-0.0035373431,-0.0050009196,4999,0,-0.6950147,0.018648483,-9.973776,4983,0,2,0
321008303,0.0066776015,-0.0021363525,-0.0041945414,4999,0,-0.6758323,-0.025208801,-9.830743,4983,0,2,0
321013302,-0.006319763,-0.014157265,0.0056639104,4999,0,-0.66683066,0.009319375,-9.825687,4983,0,2,0
321018300,0.0020652867,-0.0012546941,-0.0019890617,4998,0,-0.6646935,0.037590783,-9.970212,4983,0,2,0
321023299,0.007985483,-0.005069916,-0.0003761454,4999,0,-0.64862657,0.039925497,-9.928305,4983,0,2,0
321028298,0.014207402,0.0019171311,-0.0034482472,4999,0,-0.65425295,-0.013030338,-9.802609,4983,0,2,0
321033297,-0.0037660678,-0.014926226,-0.0007963774,4999,0,-0.70723933,-0.029487237,-9.857069,4984,0,2,0
321038296,0.009814942,-0.0027622064,0.004454198,4999,0,-0.7117551,0.020053737,-9.962545,4982,0,2,0
