timestamp,time_estimate,safe_time_estimate,valid
321114179,0.0,0.0,0
322133603,0.0,0.0,0
323153279,0.0,0.0,0
324173010,0.0,0.0,0
325192806,0.0,0.0,0
326205140,0.0,0.0,0
327232254,0.0,0.0,0
328242140,0.0,0.0,0
329261736,0.0,0.0,0
330281441,0.0,0.0,0
331301459,0.0,0.0,0
332321066,0.0,0.0,0
333340705,0.0,0.0,0
334360447,0.0,0.0,0
335380314,0.0,0.0,0
336400062,0.0,0.0,0
337419856,0.0,0.0,0
338439489,0.0,0.0,0
339459292,0.0,0.0,0
340478974,0.0,0.0,0
341498771,0.0,0.0,0
342518746,0.0,0.0,0
343538260,0.0,0.0,0
344558064,0.0,0.0,0
345577841,0.0,0.0,0
346597541,0.0,0.0,0
347617361,0.0,0.0,0
348637088,0.0,0.0,0
349656855,0.0,0.0,0
350676512,0.0,0.0,0
351696312,0.0,0.0,0
352716308,0.0,0.0,0
353735890,0.0,0.0,0
354755579,0.0,0.0,0
355775324,0.0,0.0,0
356795309,0.0,0.0,0
