timestamp,imbalanced_prop_metric,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_high_wind,fd_battery,fd_imbalanced_prop
320560029,nan,0,0,0,0,0,0,0,0
321060002,nan,0,0,0,0,0,0,0,0
321569835,nan,0,0,0,0,0,0,0,0
322079664,nan,0,0,0,0,0,0,0,0
322589828,nan,0,0,0,0,0,0,0,0
323099777,nan,0,0,0,0,0,0,0,0
323609615,nan,0,0,0,0,0,0,0,0
324119335,nan,0,0,0,0,0,0,0,0
324628654,nan,0,0,0,0,0,0,0,0
325138724,nan,0,0,0,0,0,0,0,0
325649055,nan,0,0,0,0,0,0,0,0
326158459,nan,0,0,0,0,0,0,0,0
326666967,nan,0,0,0,0,0,0,0,0
327176607,nan,0,0,0,0,0,0,0,0
327686513,nan,0,0,0,0,0,0,0,0
328195942,nan,0,0,0,0,0,0,0,0
328705631,nan,0,0,0,0,0,0,0,0
329215453,nan,0,0,0,0,0,0,0,0
329725089,nan,0,0,0,0,0,0,0,0
330234871,nan,0,0,0,0,0,0,0,0
330744664,nan,0,0,0,0,0,0,0,0
331254880,nan,0,0,0,0,0,0,0,0
331764996,nan,0,0,0,0,0,0,0,0
332274814,nan,0,0,0,0,0,0,0,0
332784555,nan,0,0,0,0,0,0,0,0
333293824,nan,0,0,0,0,0,0,0,0
333803692,nan,0,0,0,0,0,0,0,0
334314174,nan,0,0,0,0,0,0,0,0
334823784,nan,0,0,0,0,0,0,0,0
335333990,nan,0,0,0,0,0,0,0,0
335844021,nan,0,0,0,0,0,0,0,0
336354108,nan,0,0,0,0,0,0,0,0
336863910,nan,0,0,0,0,0,0,0,0
337373762,nan,0,0,0,0,0,0,0,0
337883421,nan,0,0,0,0,0,0,0,0
338393029,nan,0,0,0,0,0,0,0,0
338902828,nan,0,0,0,0,0,0,0,0
339412495,nan,0,0,0,0,0,0,0,0
339921494,nan,0,0,0,0,0,0,0,0
340430831,nan,0,0,0,0,0,0,0,0
340940557,nan,0,0,0,0,0,0,0,0
341449886,nan,0,0,0,0,0,0,0,0
341959941,nan,0,0,0,0,0,0,0,0
342469474,nan,0,0,0,0,0,0,0,0
342978499,nan,0,0,0,0,0,0,0,0
343487107,nan,0,0,0,0,0,0,0,0
343997056,nan,0,0,0,0,0,0,0,0
344507169,nan,0,0,0,0,0,0,0,0
345016121,nan,0,0,0,0,0,0,0,0
345525506,nan,0,0,0,0,0,0,0,0
346034591,nan,0,0,0,0,0,0,0,0
346543342,nan,0,0,0,0,0,0,0,0
347052955,nan,0,0,0,0,0,0,0,0
347562736,nan,0,0,0,0,0,0,0,0
348072747,nan,0,0,0,0,0,0,0,0
348582794,nan,0,0,0,0,0,0,0,0
349093032,nan,0,0,0,0,0,0,0,0
349603015,nan,0,0,0,0,0,0,0,0
350112819,nan,0,0,0,0,0,0,0,0
350622618,nan,0,0,0,0,0,0,0,0
351132540,nan,0,0,0,0,0,0,0,0
351642033,nan,0,0,0,0,0,0,0,0
352152000,nan,0,0,0,0,0,0,0,0
352661737,nan,0,0,0,0,0,0,0,0
353171556,nan,0,0,0,0,0,0,0,0
353679904,nan,0,0,0,0,0,0,0,0
354189547,nan,0,0,0,0,0,0,0,0
354699156,nan,0,0,0,0,0,0,0,0
355208525,nan,0,0,0,0,0,0,0,0
355717643,nan,0,0,0,0,0,0,0,0
356227590,nan,0,0,0,0,0,0,0,0
356736482,nan,0,0,0,0,0,0,0,0
357246205,nan,0,0,0,0,0,0,0,0
