timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
321760885,321660960,0.3030544,-0.01833324,-0.01085546,-0.95273507,-0.00028667835,9.546682e-05,-0.0012762852,-3.951004e-05,6.277401e-05,-0.34403095,-7.527353e-05,1.7766043e-06,-1.0058413e-05,-0.0019441061,0.0038520624,-0.0012305521,0.30986845,-0.078646936,0.32534066,0.0,0.0,0.0,0.0,0.0,8.0180915e-05,3.067e-05,1.7447532e-05,8.544133e-06,0.00064858404,0.0006486086,0.005054258,6.191416e-05,6.19149e-05,0.07457415,1.745843e-11,1.7417182e-11,4.2555563e-11,1.3083828e-06,3.8330302e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
322766079,322666245,0.30311617,-0.01835363,-0.010853921,-0.9527151,-0.00023245376,0.00015763569,-0.001464874,-6.744435e-05,0.00011155453,-0.35403618,-7.528742e-05,1.7714901e-06,-1.009281e-05,-0.0019441077,0.0038520636,-0.0012310988,0.30986845,-0.078646936,0.32534066,0.0,0.0,0.0,0.0,0.0,8.032619e-05,3.0795007e-05,1.757281e-05,8.557604e-06,0.0009595492,0.00095960154,0.004944878,0.00012849281,0.00012849647,0.074548066,1.7617439e-11,1.7576421e-11,4.2589605e-11,1.3083918e-06,3.8331194e-07,5.0000267e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
323771430,323671529,0.30303288,-0.018350488,-0.010847782,-0.95274174,-0.00051776395,0.00046499324,-0.0008100039,-2.0843441e-05,0.0001394544,-0.3555207,-7.531186e-05,1.7812749e-06,-1.0059602e-05,-0.0019441089,0.0038520638,-0.0012317016,0.30986845,-0.078646936,0.32534066,0.0,0.0,0.0,0.0,0.0,8.015565e-05,3.0763644e-05,1.7541459e-05,8.538705e-06,0.00087981217,0.0008798437,0.004831784,0.00010810669,0.00010810863,0.07408333,1.75782e-11,1.7537125e-11,4.2549284e-11,1.3084007e-06,3.8332087e-07,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
324766726,324666861,0.30306292,-0.018360721,-0.0108267255,-0.9527322,-0.00015957568,7.7214645e-05,0.00033692634,-3.128904e-05,7.675672e-06,-0.35890052,-7.532786e-05,1.7783748e-06,-1.0076593e-05,-0.0019441077,0.003852064,-0.0012313867,0.30986845,-0.078646936,0.32534066,0.0,0.0,0.0,0.0,0.0,8.025778e-05,3.0725692e-05,1.7502565e-05,8.548057e-06,0.00078349013,0.0007835101,0.004696675,8.6886015e-05,8.6887056e-05,0.073926665,1.75292e-11,1.7488053e-11,4.2572793e-11,1.3084095e-06,3.833297e-07,5.0000352e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
325762025,325662193,0.30302772,-0.018373469,-0.010892487,-0.95274246,-0.00068965956,0.0006504151,5.8196074e-05,-6.8702895e-05,9.940493e-05,-0.36348897,-7.53535e-05,1.7775334e-06,-1.0073829e-05,-0.0019441067,0.0038520636,-0.0012309934,0.30986845,-0.078646936,0.32534066,0.0,0.0,0.0,0.0,0.0,8.036136e-05,3.0687872e-05,1.7464748e-05,8.556197e-06,0.0006910053,0.0006910253,0.0045589916,6.988176e-05,6.988237e-05,0.07334233,1.748018e-11,1.7439036e-11,4.259638e-11,1.3084184e-06,3.8333852e-07,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
326767598,326667477,0.3029845,-0.018356783,-0.010799772,-0.95275754,-2.6311594e-05,-0.00035916193,0.00043130075,-1.4110376e-05,-4.2344003e-05,-0.36716732,-7.5365046e-05,1.7737724e-06,-1.0055012e-05,-0.0019441037,0.003852064,-0.0012304537,0.30986845,-0.078646936,0.32534066,0.0,0.0,0.0,0.0,0.0,8.019065e-05,3.0664076e-05,1.7439379e-05,8.537976e-06,0.00063082104,0.0006308471,0.005029796,5.9344173e-05,5.934485e-05,0.07482255,1.7448258e-11,1.74073e-11,4.255636e-11,1.3084273e-06,3.8334744e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
327772594,327672762,0.30304906,-0.018403597,-0.010817472,-0.95273584,-0.0004698279,3.4253695e-05,-0.00012900317,-2.8768478e-05,3.2231987e-05,-0.3730875,-7.536504e-05,1.7705079e-06,-1.0094819e-05,-0.0019441033,0.003852064,-0.0012295668,0.30986845,-0.078646936,0.32534066,0.0,0.0,0.0,0.0,0.0,8.033569e-05,3.0790714e-05,1.7565326e-05,8.551328e-06,0.0009393646,0.00093942264,0.0049154796,0.00012309202,0.00012309574,0.074345455,1.7607336e-11,1.7566563e-11,4.259027e-11,1.3084363e-06,3.8335637e-07,5.0000178e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
328767927,328668093,0.30301362,-0.01840007,-0.010825884,-0.9527471,-0.0005536552,0.00021239601,-0.00026857894,-9.029533e-05,2.915418e-05,-0.3838531,-7.538113e-05,1.7621853e-06,-1.0069289e-05,-0.0019441032,0.0038520636,-0.0012287635,0.30986845,-0.078646936,0.32534066,0.0,0.0,0.0,0.0,0.0,8.043749e-05,3.075274e-05,1.7525572e-05,8.562081e-06,0.00084078556,0.00084083644,0.0047791316,9.907638e-05,9.907903e-05,0.07417823,1.7558273e-11,1.7517402e-11,4.2614114e-11,1.308445e-06,3.833652e-07,5.0000352e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
329763259,329663425,0.30297554,-0.018399768,-0.010851333,-0.9527589,-0.0006214326,-9.72359e-06,-0.00020218577,-6.481978e-05,3.167989e-05,-0.3954509,-7.540021e-05,1.7652121e-06,-1.0059127e-05,-0.0019441074,0.0038520629,-0.0012283566,0.30986845,-0.078646936,0.32534066,0.0,0.0,0.0,0.0,0.0,8.022546e-05,3.0714054e-05,1.7487355e-05,8.539242e-06,0.00074601587,0.00074605603,0.0046401764,7.960822e-05,7.9609934e-05,0.07358329,1.7509195e-11,1.74682e-11,4.256434e-11,1.3084539e-06,3.8337404e-07,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
330768683,330668709,0.30302435,-0.01841217,-0.010855521,-0.9527432,-0.00018840402,-0.00019559394,-0.0004269593,-4.878452e-05,1.7393302e-05,-0.40035886,-7.541308e-05,1.7499999e-06,-1.0089459e-05,-0.0019441094,0.0038520629,-0.0012287768,0.30986845,-0.078646936,0.32534066,0.0,0.0,0.0,0.0,0.0,8.036981e-05,3.068254e-05,1.7455843e-05,8.552594e-06,0.0006729105,0.0006729386,0.0045352736,6.693826e-05,6.6939305e-05,0.07359277,1.746985e-11,1.7428675e-11,4.25977e-11,1.3084627e-06,3.8338297e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
