timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
320555639,0,0,1,0,0,0,0,0,0,0,0,0,0
321055703,0,0,1,0,0,0,0,0,0,0,0,0,0
321565637,0,0,1,0,0,0,0,0,0,0,0,0,0
322075681,0,0,1,0,0,0,0,0,0,0,0,0,0
322585636,0,0,1,0,0,0,0,0,0,0,0,0,0
323095637,0,0,1,0,0,0,0,0,0,0,0,0,0
323605637,0,0,1,0,0,0,0,0,0,0,0,0,0
324115665,0,0,1,0,0,0,0,0,0,0,0,0,0
324624638,0,0,1,0,0,0,0,0,0,0,0,0,0
325134638,0,0,1,0,0,0,0,0,0,0,0,0,0
325644636,0,0,1,0,0,0,0,0,0,0,0,0,0
326155140,0,0,1,0,0,0,0,0,0,0,0,0,0
326663641,0,0,1,0,0,0,0,0,0,0,0,0,0
327172652,0,0,1,0,0,0,0,0,0,0,0,0,0
327682636,0,0,1,0,0,0,0,0,0,0,0,0,0
328192048,0,0,1,0,0,0,0,0,0,0,0,0,0
328701974,0,0,1,0,0,0,0,0,0,0,0,0,0
329211874,0,0,1,0,0,0,0,0,0,0,0,0,0
329720636,0,0,1,0,0,0,0,0,0,0,0,0,0
330230637,0,0,1,0,0,0,0,0,0,0,0,0,0
330740636,0,0,1,0,0,0,0,0,0,0,0,0,0
331250652,0,0,1,0,0,0,0,0,0,0,0,0,0
331760637,0,0,1,0,0,0,0,0,0,0,0,0,0
332271022,0,0,1,0,0,0,0,0,0,0,0,0,0
332780901,0,0,1,0,0,0,0,0,0,0,0,0,0
333289637,0,0,1,0,0,0,0,0,0,0,0,0,0
333799637,0,0,1,0,0,0,0,0,0,0,0,0,0
334309637,0,0,1,0,0,0,0,0,0,0,0,0,0
334819756,0,0,1,0,0,0,0,0,0,0,0,0,0
335329661,0,0,1,0,0,0,0,0,0,0,0,0,0
335840143,0,0,1,0,0,0,0,0,0,0,0,0,0
336349637,0,0,1,0,0,0,0,0,0,0,0,0,0
336860258,0,0,1,0,0,0,0,0,0,0,0,0,0
337369863,0,0,1,0,0,0,0,0,0,0,0,0,0
337879650,0,0,1,0,0,0,0,0,0,0,0,0,0
338388671,0,0,1,0,0,0,0,0,0,0,0,0,0
338898637,0,0,1,0,0,0,0,0,0,0,0,0,0
339408638,0,0,1,0,0,0,0,0,0,0,0,0,0
339917638,0,0,1,0,0,0,0,0,0,0,0,0,0
340426637,0,0,1,0,0,0,0,0,0,0,0,0,0
340936640,0,0,1,0,0,0,0,0,0,0,0,0,0
341445639,0,0,1,0,0,0,0,0,0,0,0,0,0
341955639,0,0,1,0,0,0,0,0,0,0,0,0,0
342465657,0,0,1,0,0,0,0,0,0,0,0,0,0
342974637,0,0,1,0,0,0,0,0,0,0,0,0,0
343483651,0,0,1,0,0,0,0,0,0,0,0,0,0
343992638,0,0,1,0,0,0,0,0,0,0,0,0,0
344503015,0,0,1,0,0,0,0,0,0,0,0,0,0
345012657,0,0,1,0,0,0,0,0,0,0,0,0,0
345521648,0,0,1,0,0,0,0,0,0,0,0,0,0
346030638,0,0,1,0,0,0,0,0,0,0,0,0,0
346539657,0,0,1,0,0,0,0,0,0,0,0,0,0
347048637,0,0,1,0,0,0,0,0,0,0,0,0,0
347558660,0,0,1,0,0,0,0,0,0,0,0,0,0
348068638,0,0,1,0,0,0,0,0,0,0,0,0,0
348578637,0,0,1,0,0,0,0,0,0,0,0,0,0
349088636,0,0,1,0,0,0,0,0,0,0,0,0,0
349598637,0,0,1,0,0,0,0,0,0,0,0,0,0
350108637,0,0,1,0,0,0,0,0,0,0,0,0,0
350618638,0,0,1,0,0,0,0,0,0,0,0,0,0
351128865,0,0,1,0,0,0,0,0,0,0,0,0,0
351637640,0,0,1,0,0,0,0,0,0,0,0,0,0
352147657,0,0,1,0,0,0,0,0,0,0,0,0,0
352657638,0,0,1,0,0,0,0,0,0,0,0,0,0
353167637,0,0,1,0,0,0,0,0,0,0,0,0,0
353676641,0,0,1,0,0,0,0,0,0,0,0,0,0
354185734,0,0,1,0,0,0,0,0,0,0,0,0,0
354694636,0,0,1,0,0,0,0,0,0,0,0,0,0
355204638,0,0,1,0,0,0,0,0,0,0,0,0,0
355713676,0,0,1,0,0,0,0,0,0,0,0,0,0
356223637,0,0,1,0,0,0,0,0,0,0,0,0,0
356732638,0,0,1,0,0,0,0,0,0,0,0,0,0
357241641,0,0,1,0,0,0,0,0,0,0,0,0,0
