timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
320555644,0,0,1,0,0,0,0,0
321055708,0,0,1,0,0,0,0,0
321565641,0,0,1,0,0,0,0,0
322075685,0,0,1,0,0,0,0,0
322585640,0,0,1,0,0,0,0,0
323095641,0,0,1,0,0,0,0,0
323605641,0,0,1,0,0,0,0,0
324115670,0,0,1,0,0,0,0,0
324624642,0,0,1,0,0,0,0,0
325134642,0,0,1,0,0,0,0,0
325644640,0,0,1,0,0,0,0,0
326155143,0,0,1,0,0,0,0,0
326663645,0,0,1,0,0,0,0,0
327172657,0,0,1,0,0,0,0,0
327682641,0,0,1,0,0,0,0,0
328192052,0,0,1,0,0,0,0,0
328701979,0,0,1,0,0,0,0,0
329211877,0,0,1,0,0,0,0,0
329720641,0,0,1,0,0,0,0,0
330230642,0,0,1,0,0,0,0,0
330740641,0,0,1,0,0,0,0,0
331250658,0,0,1,0,0,0,0,0
331760641,0,0,1,0,0,0,0,0
332271025,0,0,1,0,0,0,0,0
332780905,0,0,1,0,0,0,0,0
333289641,0,0,1,0,0,0,0,0
333799642,0,0,1,0,0,0,0,0
334309642,0,0,1,0,0,0,0,0
334819761,0,0,1,0,0,0,0,0
335329665,0,0,1,0,0,0,0,0
335840148,0,0,1,0,0,0,0,0
336349642,0,0,1,0,0,0,0,0
336860262,0,0,1,0,0,0,0,0
337369866,0,0,1,0,0,0,0,0
337879655,0,0,1,0,0,0,0,0
338388675,0,0,1,0,0,0,0,0
338898642,0,0,1,0,0,0,0,0
339408642,0,0,1,0,0,0,0,0
339917643,0,0,1,0,0,0,0,0
340426641,0,0,1,0,0,0,0,0
340936644,0,0,1,0,0,0,0,0
341445643,0,0,1,0,0,0,0,0
341955643,0,0,1,0,0,0,0,0
342465662,0,0,1,0,0,0,0,0
342974642,0,0,1,0,0,0,0,0
343483656,0,0,1,0,0,0,0,0
343992642,0,0,1,0,0,0,0,0
344503019,0,0,1,0,0,0,0,0
345012661,0,0,1,0,0,0,0,0
345521653,0,0,1,0,0,0,0,0
346030642,0,0,1,0,0,0,0,0
346539661,0,0,1,0,0,0,0,0
347048641,0,0,1,0,0,0,0,0
347558665,0,0,1,0,0,0,0,0
348068643,0,0,1,0,0,0,0,0
348578642,0,0,1,0,0,0,0,0
349088641,0,0,1,0,0,0,0,0
349598642,0,0,1,0,0,0,0,0
350108641,0,0,1,0,0,0,0,0
350618665,0,0,1,0,0,0,0,0
351128869,0,0,1,0,0,0,0,0
351637645,0,0,1,0,0,0,0,0
352147662,0,0,1,0,0,0,0,0
352657643,0,0,1,0,0,0,0,0
353167642,0,0,1,0,0,0,0,0
353676645,0,0,1,0,0,0,0,0
354185738,0,0,1,0,0,0,0,0
354694641,0,0,1,0,0,0,0,0
355204643,0,0,1,0,0,0,0,0
355713681,0,0,1,0,0,0,0,0
356223642,0,0,1,0,0,0,0,0
356732643,0,0,1,0,0,0,0,0
357241646,0,0,1,0,0,0,0,0
