timestamp,main_state_changes,main_state
320555647,0,0
321055709,0,0
321565642,0,0
322075686,0,0
322585641,0,0
323095642,0,0
323605642,0,0
324115671,0,0
324624643,0,0
325134643,0,0
325644641,0,0
326155144,0,0
326663646,0,0
327172658,0,0
327682642,0,0
328192053,0,0
328701979,0,0
329211878,0,0
329720642,0,0
330230642,0,0
330740642,0,0
331250659,0,0
331760642,0,0
332271026,0,0
332780906,0,0
333289642,0,0
333799643,0,0
334309642,0,0
334819762,0,0
335329666,0,0
335840148,0,0
336349643,0,0
336860263,0,0
337369867,0,0
337879655,0,0
338388676,0,0
338898642,0,0
339408643,0,0
339917644,0,0
340426642,0,0
340936645,0,0
341445644,0,0
341955644,0,0
342465663,0,0
342974642,0,0
343483657,0,0
343992643,0,0
344503020,0,0
345012662,0,0
345521654,0,0
346030643,0,0
346539663,0,0
347048642,0,0
347558665,0,0
348068644,0,0
348578643,0,0
349088641,0,0
349598643,0,0
350108642,0,0
350618665,0,0
351128870,0,0
351637646,0,0
352147663,0,0
352657643,0,0
353167642,0,0
353676646,0,0
354185738,0,0
354694642,0,0
355204643,0,0
355713681,0,0
356223642,0,0
356732644,0,0
357241647,0,0
