timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
870999254,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.34343463,0.02223138,1.3172408e-10,-0.60414815,-0.247983,-9.724117,0.002280324,-0.0046204864,0.0009163727,0.0060170125,0.045461368,0.065415524,0.00037605446,0.00012180911,0.00013340553,35.5,nan
871944031,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.30827725,0.02071735,1.2872015e-10,-0.610526,-0.23820068,-9.750332,0.0018590825,-0.006058051,7.333494e-06,0.0027362038,0.029116547,0.108229645,0.00018567327,0.0002050785,0.00012331677,35.5,nan
872988791,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.31306666,0.020246094,2.4460067e-10,-0.63097566,-0.22003348,-9.735258,0.0006425242,-0.0027345628,0.001907976,0.0020681743,0.032203395,0.088374145,0.00041425103,0.0002501773,0.0001797873,35.5,nan
874038704,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.30088425,0.020063145,1.3462231e-10,-0.61135197,-0.22318351,-9.729872,0.0036231824,-0.00757069,-0.00038211318,0.002023536,0.02993507,0.045340694,0.0002910868,0.00014068223,0.00013387372,35.5,nan
874983329,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.32166457,0.021930533,2.0961936e-10,-0.6239472,-0.22898881,-9.716914,0.0137511445,-0.008222872,-0.00430552,0.009683989,0.032562558,0.11103534,0.00027640516,0.00025817705,0.0001658878,35.5,nan
876033092,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.31274533,0.022641711,2.3406108e-10,-0.6207797,-0.25254792,-9.741534,0.00020834152,-0.0034590994,-0.0007492859,0.004290358,0.046028364,0.09007184,0.0004779646,0.00020443175,0.00012399747,35.5,nan
876972870,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.3151244,0.022170866,2.456419e-10,-0.6064807,-0.25176245,-9.730646,0.00043606342,-0.0036598067,0.0013348127,-0.006102525,0.04850261,0.12982135,0.0005300372,0.00021185403,0.00014906492,35.5,nan
878012661,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.30607247,0.021195542,1.2622214e-10,-0.60815555,-0.26320305,-9.725221,0.008788323,-0.0072795292,-0.0021244483,-0.0030054515,0.02310585,0.116630994,0.00022065804,0.00023352286,0.00010241878,35.5,nan
878952413,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.3004946,0.02110692,1.8252881e-10,-0.6075241,-0.22742775,-9.724401,0.005251937,-0.006349583,0.00021861753,0.011041423,0.026970057,0.0535575,0.00029675587,0.00014402528,0.00012472433,35.5,nan
879997173,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.30267802,0.02025638,1.6738119e-10,-0.62955195,-0.23445468,-9.720704,0.008884483,-0.008518372,-0.0024330171,-0.0011435264,0.031813994,0.09324499,0.0002794588,0.00017336255,9.121483e-05,35.5,nan
880936958,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.30215508,0.0212966,1.8699703e-10,-0.59872603,-0.24815774,-9.711243,0.0018322436,-0.0059315,-0.0014997467,0.0040209005,0.027898341,0.1003946,0.0002967203,0.00023222543,0.00010619921,35.5,nan
881981717,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.30138746,0.021845505,2.501642e-10,-0.6141653,-0.21736534,-9.720304,0.0006495983,-0.005257773,0.0023133594,0.0020098325,0.031238629,0.0945235,0.0003805993,0.00019550294,0.00014753836,35.5,nan
883026624,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.29211125,0.021619622,1.9594885e-10,-0.61384094,-0.24007294,-9.717372,0.0044344123,-0.006005586,2.2214388e-05,0.010781307,0.025832955,0.074705645,0.0003528787,0.00017640364,0.00010172135,35.5,nan
883961287,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.2939482,0.019052923,1.0346609e-10,-0.60620344,-0.24734811,-9.721486,0.0050288225,-0.0041861907,-0.0020489357,0.0034025342,0.019923605,0.074286744,0.00019582878,0.00017593309,9.320967e-05,35.5,nan
885006034,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.30588636,0.020322718,1.7398273e-10,-0.62178195,-0.23235327,-9.71204,0.0003225576,-0.0042223334,0.00058494695,0.0035297847,0.028280757,0.112228684,0.00028592034,0.00022274881,0.00010326424,35.5,nan
885940804,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.31074172,0.020929009,1.1770308e-10,-0.6314511,-0.25072774,-9.694422,0.0052010464,-0.0068375235,-0.0005419449,0.0048923194,0.019556247,0.076353386,0.0002093411,0.00015498782,0.00010917101,35.5,nan
886980599,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.3112087,0.020556033,1.6533369e-10,-0.6117307,-0.24266692,-9.699762,-0.0038961784,-0.0033987893,0.00036212403,-0.0022315613,0.03776446,0.11126615,0.00037487008,0.00020438214,8.699516e-05,35.5,nan
888030328,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.31696895,0.022006677,1.8763054e-10,-0.61872625,-0.2209117,-9.738768,0.00356783,-0.0060544526,0.0015501303,0.018515052,0.035930082,0.055085577,0.00046956405,0.00016803977,0.00014130215,35.5,nan
888970107,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.30305734,0.02067022,1.556223e-10,-0.6064613,-0.23318666,-9.69911,0.0013794397,-0.0050245444,-0.00016690779,0.0014228651,0.03871494,0.086844355,0.00027179669,0.00020444147,0.00013970386,35.5,nan
890014866,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.31827405,0.023149427,2.0839856e-10,-0.6156205,-0.21536446,-9.731041,0.0030377668,-0.0051419386,-0.00040037965,-0.0016056339,0.03839131,0.0982017,0.00044366287,0.00023094378,9.77216e-05,35.5,nan
890954661,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.34840232,0.022561802,1.8182855e-10,-0.6188712,-0.24603082,-9.729991,-0.004502827,-0.0025037322,0.003803241,0.016373072,0.031650327,0.105159715,0.00037601418,0.00021852451,0.00018267811,35.5,nan
892004581,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.29896736,0.021247063,1.5196365e-10,-0.61124843,-0.23751596,-9.723145,0.0015349846,-0.0051145675,-0.00056490634,-0.0012900385,0.026954753,0.06555542,0.00026066654,0.00014911668,0.00012626886,35.5,nan
892949193,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.2749803,0.021317044,2.527247e-10,-0.61692995,-0.26144347,-9.7020445,0.0075310273,-0.007253049,-0.0016794734,-0.0021900663,0.042945143,0.09880573,0.00044382148,0.00017511862,0.00014782952,35.5,nan
893993952,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.31199446,0.021953262,1.6762364e-10,-0.6049889,-0.23820366,-9.708082,0.0037702697,-0.008834808,-0.0011740881,0.010349945,0.03586158,0.09544444,0.00040083885,0.00023057888,0.00014199689,35.5,nan
895038722,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.27630106,0.0196031,1.0772632e-10,-0.603052,-0.2262533,-9.718001,0.004519478,-0.005804223,-0.0006943895,-1.4338851e-05,0.024984848,0.08076925,0.00023070684,0.00013426346,0.00010743634,35.5,nan
895983499,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.29734185,0.021580726,1.503906e-10,-0.59747595,-0.25082427,-9.727623,0.00066561194,-0.0038294306,0.0005792014,-0.0051069357,0.038736373,0.13229725,0.00032968976,0.00019183844,0.00010958442,35.5,nan
897023275,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.31500494,0.022712812,1.4611398e-10,-0.61843246,-0.21058045,-9.701776,0.0013164125,-0.007284073,-0.00036359546,0.013754669,0.02332052,0.09961272,0.00020425509,0.00018770361,0.00012704358,35.5,nan
897963043,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.3075639,0.020925103,2.0263694e-10,-0.60934407,-0.23234865,-9.707022,0.0034264438,-0.0054552397,6.06369e-05,0.0114683015,0.027718272,0.062440805,0.00034989373,0.00016044504,0.00019709722,36.0,nan
899012798,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.31132182,0.022521986,1.5080227e-10,-0.60705155,-0.24421595,-9.742613,0.00020386025,-0.004546984,0.0016485865,0.0046271733,0.026871718,0.1031481,0.00030193286,0.00029348876,0.0002048346,35.5,nan
899952586,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.32465905,0.022610255,2.299535e-10,-0.6201068,-0.22640885,-9.707668,0.0005743941,-0.004449398,0.0007837359,0.011811291,0.039623402,0.11218505,0.0005011603,0.00020047308,0.00012090213,35.5,nan
900997484,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.3207459,0.02244925,2.1624309e-10,-0.63486594,-0.21818514,-9.733334,0.006861715,-0.0072725485,-0.0012795711,0.011407409,0.02685079,0.08684912,0.00024628604,0.00029335293,0.00020291854,35.5,nan
901937153,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.29405236,0.020119805,1.3195758e-10,-0.6198105,-0.24292995,-9.702534,0.0040304656,-0.005786501,-0.0012129114,0.0045957174,0.017948005,0.066397764,0.00021457495,0.0001957349,0.0001241823,35.5,nan
902976905,4259850,4325386,0,0,0,0,0,401.28412,400.09604,2006.4205,2000.4801,0.34122628,0.02152916,1.734977e-10,-0.62185585,-0.23091242,-9.705366,0.0042463853,-0.004854374,-4.3245454e-05,-0.0028460827,0.042556588,0.15094614,0.00036596344,0.00019964852,0.00014231275,35.5,nan
