timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
871069546,871069456,4259850,-1.9306843,0.8197747,-10.220368,35.5,0,0,0,0,5
872066392,872066322,4259850,-1.7927783,0.6435614,-9.714713,35.5,0,0,0,0,5
873068246,873068175,4259850,-1.8081012,0.5056554,-9.622776,35.5,0,0,0,0,5
874070106,874070020,4259850,-1.7238252,0.97300357,-10.0748005,35.5,0,0,0,0,5
875066952,875066884,4259850,-1.8847156,0.78146744,-9.5385,35.5,0,0,0,0,5
876068353,876068283,4259850,-1.7314867,0.91937345,-9.369947,35.5,0,0,0,0,5
877067811,877067740,4259850,-1.685518,0.97300357,-9.461885,35.5,0,0,0,0,5
878069794,878069692,4259850,-1.7774553,0.9270349,-9.346964,35.5,0,0,0,0,5
879066770,879066699,4259850,-1.8310854,0.72017586,-9.5385,35.5,0,0,0,0,5
880068683,880068612,4259850,-1.7774553,0.88106626,-9.285672,35.5,0,0,0,0,5
881070494,881070425,4259850,-1.7927783,0.72017586,-9.454224,35.5,0,0,0,0,5
882067876,882067807,4259850,-1.6778566,0.7661446,-9.2243805,35.5,0,0,0,0,5
883069155,883069087,4259850,-1.8770542,0.842759,-9.247365,35.5,0,0,0,0,5
884068423,884068354,4259850,-1.6472108,0.9346964,-8.933246,35.5,0,0,0,0,5
885070233,885070164,4259850,-1.6931795,1.0802639,-9.599792,35.5,0,0,0,0,5
886067077,886067005,4259850,-1.6548722,0.9346964,-9.109459,35.5,0,0,0,0,5
887068860,887068791,4259850,-1.8081012,0.6588843,-9.898587,35.5,0,0,0,0,5
888070711,888070640,4259850,-1.8387469,0.62823856,-9.684067,35.5,0,0,0,0,5
889067632,889067516,4259850,-1.6472108,0.58226985,-9.714713,35.5,0,0,0,0,5
890068888,890068817,4259850,-1.9996372,0.6895301,-9.75302,35.5,0,0,0,0,5
891068214,891068146,4259850,-1.547612,0.61291564,-9.615114,35.5,0,0,0,0,5
892070004,892069934,4259850,-1.7468096,0.71251446,-9.760681,35.5,0,0,0,0,5
893066714,893066595,4259850,-1.7851168,0.78146744,-9.638099,35.5,0,0,0,0,5
894068796,894068727,4259850,-1.7085024,0.72017586,-9.255026,35.5,0,0,0,0,5
895070477,895070408,4259850,-1.8004397,0.7661446,-9.730036,35.5,0,0,0,0,5
896066752,896066684,4259850,-1.9996372,1.0189723,-9.002198,35.5,0,0,0,0,5
897068526,897068451,4259850,-1.9689915,1.1492168,-9.040505,35.5,0,0,0,0,5
898067740,898067670,4259850,-1.5552734,0.6588843,-9.2703495,36.0,0,0,0,0,5
899069449,899069380,4259850,-1.7085024,0.5746084,-9.783666,35.5,0,0,0,0,5
900066178,900066108,4259850,-1.8004397,0.86574334,-9.630437,35.5,0,0,0,0,5
901067877,901067808,4259850,-1.7544711,0.71251446,-9.308657,35.5,0,0,0,0,5
902070118,902070049,4259850,-1.8004397,0.9883265,-9.814312,35.5,0,0,0,0,5
903066520,903066451,4259850,-1.5552734,0.7584831,-9.140104,35.5,0,0,0,0,5
904068385,904068316,4259850,-1.9306843,0.7661446,-9.929234,35.5,0,0,0,0,5
905067803,905067733,4259850,-1.8847156,0.6435614,-9.821973,35.5,0,0,0,0,5
906069705,906069635,4259850,-1.9460071,0.5899313,-10.0748005,35.5,0,0,0,0,5
