timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
871294209,871261243,13.309449,13.380204,19.956034,1.0
872243992,872210687,13.309449,13.380224,19.956034,1.0
873233767,873206366,13.3866625,13.458003,19.956034,1.0
874273529,874184632,13.3866625,13.457868,19.956034,1.0
875278294,875250828,13.3866625,13.457914,19.956034,1.0
876278073,876253109,13.577776,13.650033,19.956034,1.0
877227869,877196060,13.463433,13.535006,19.956034,1.0
878257606,878224862,13.386664,13.457883,19.956034,1.0
879272372,879240251,13.463433,13.535076,19.956034,1.0
880262143,880229245,13.309449,13.380422,19.956034,1.0
881276920,881244671,13.386664,13.458097,19.956034,1.0
882266686,882233790,13.386664,13.457995,19.956034,1.0
883231500,883203038,13.482557,13.554522,19.956034,1.0
884271221,884238245,13.386664,13.457855,19.956034,1.0
885300998,885243757,13.3866625,13.45797,19.956034,1.0
886260760,886255932,13.3866625,13.457958,19.956034,1.0
887290558,887236496,13.127521,13.197532,19.956034,1.0
888295299,888274272,13.3866625,13.458059,19.956034,1.0
889295064,889256630,13.3866625,13.458016,19.956034,1.0
890284834,890258748,13.482558,13.554423,19.956034,1.0
891299603,891267448,13.539768,13.611937,19.956034,1.0
892289372,892263468,13.482557,13.554319,19.956034,1.0
893264151,893232784,13.463433,13.5351305,19.956034,1.0
894254094,894188973,13.766235,13.839648,19.956034,1.0
895283704,895257467,13.192782,13.263117,19.956034,1.0
896273463,896246643,13.3866625,13.458045,19.956034,1.0
897263230,897235722,13.094767,13.164512,19.956034,1.0
898278043,898251119,13.290077,13.360965,19.956034,1.0
899227779,899200570,13.290077,13.360783,19.956034,1.0
900282540,900249188,13.386664,13.4579735,19.956034,1.0
901272309,901244875,13.290075,13.360841,19.956034,1.0
902287075,902260354,13.3866625,13.457783,19.956034,1.0
903276854,903249448,13.3866625,13.457927,19.956034,1.0
904251632,904225677,13.3866625,13.457967,19.956034,1.0
905281391,905254365,13.577776,13.650076,19.956034,1.0
906296165,906263502,13.386664,13.457895,19.956034,1.0
