timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
871049508,870918617,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
872049280,871918619,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
873049083,872919613,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
874048864,873919209,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
875048583,874919613,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
876048301,875919614,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
877048145,876918615,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
878047865,877919616,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
879047704,878920611,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
880047379,879920787,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
881047171,880919612,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
882046927,881918616,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
883046772,882920613,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
884046454,883920616,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
885046246,884918612,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
886046144,885919613,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
887045767,886918615,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
888045575,887919614,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
889045300,888918831,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
890045128,889918613,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
891044846,890918613,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
892044707,891919718,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
893044418,892919617,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
894044277,893917617,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
895043979,894918633,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
896053719,895920667,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
897043505,896918753,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
898043253,897918617,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
899043109,898918611,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
900052797,899919613,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
901042558,900917615,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
902047324,901918616,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
903042086,902917618,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
904051851,903917611,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
905051621,904917611,0.0,8.0745664e-08,0.0,0,1,1,1,1,1,1,0,0,0,0
906051524,905919614,nan,nan,nan,0,1,1,1,1,1,1,0,0,0,0
