timestamp,time_estimate,safe_time_estimate,valid
870524685,0.0,0.0,0
871554536,0.0,0.0,0
872574191,0.0,0.0,0
873584046,0.0,0.0,0
874603964,0.0,0.0,0
875623564,0.0,0.0,0
876643302,0.0,0.0,0
877662993,0.0,0.0,0
878682838,0.0,0.0,0
879697821,0.0,0.0,0
880722586,0.0,0.0,0
881742096,0.0,0.0,0
882761815,0.0,0.0,0
883781582,0.0,0.0,0
884801392,0.0,0.0,0
885821188,0.0,0.0,0
886840884,0.0,0.0,0
887860750,0.0,0.0,0
888880530,0.0,0.0,0
889900210,0.0,0.0,0
890920048,0.0,0.0,0
891940214,0.0,0.0,0
892959465,0.0,0.0,0
893979298,0.0,0.0,0
894998996,0.0,0.0,0
896018851,0.0,0.0,0
897038611,0.0,0.0,0
898058294,0.0,0.0,0
899078202,0.0,0.0,0
900097833,0.0,0.0,0
901117653,0.0,0.0,0
902139959,0.0,0.0,0
903157174,0.0,0.0,0
904176922,0.0,0.0,0
905196662,0.0,0.0,0
906216441,0.0,0.0,0
