timestamp,timestamp_sample,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
870294666,870189326,0.00014729516,0.0014327661,0.006246699,537002515,0,0.32105678,0.53071606,0.013891476,nan,nan,0.0011253649,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
870304667,870199324,0.00013774038,0.0017041083,0.007648478,537002515,0,0.32253006,0.5258019,0.013891476,nan,nan,0.004076997,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
870499588,870399278,7.814055e-05,0.0010121408,0.0042478563,537002515,0,0.3210888,0.5300517,0.006211001,nan,nan,0.003910875,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
870699645,870599232,7.1677045e-05,0.0027513711,0.013110586,537002515,0,0.31963462,0.5282721,0.012114498,nan,nan,0.01595675,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
870899604,870799185,0.00012841477,0.0020096272,0.00953188,537002515,0,0.31816888,0.5264751,0.020224491,nan,nan,0.012663327,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
871099492,870999139,0.000107983935,0.0016588919,0.007775118,537002515,0,0.31669855,0.5307356,0.009922964,nan,nan,0.0046340004,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
871299452,871199093,4.5310255e-05,0.0006555973,0.0016548112,537002515,0,0.31523687,0.52892816,0.00069370423,nan,nan,0.0017462845,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
871499347,871399047,3.357083e-05,0.0010368138,0.004237363,537002515,0,0.31380957,0.52712697,0.008249103,nan,nan,0.00711358,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
871699331,871599001,0.0001543404,0.00066790933,0.0020350092,537002515,0,0.31238037,0.5253628,0.015040019,nan,nan,0.009362101,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
871899257,871798955,0.000106229934,0.00066564785,0.0019554226,537002515,0,0.31094497,0.5295673,0.008996496,nan,nan,0.011556146,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
872099208,871998909,4.328027e-05,0.000612481,0.001488104,537002515,0,0.30950683,0.5277881,0.001988069,nan,nan,0.004822079,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
872299187,872198863,6.9409754e-05,0.0006952579,0.002256714,537002515,0,0.30810294,0.52601445,0.0065615172,nan,nan,0.0015084058,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
872499122,872398817,8.534426e-05,0.0010090758,0.0044369996,537002515,0,0.3066983,0.53020984,0.012044029,nan,nan,0.009041693,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
872699075,872598770,0.00011673757,0.001005107,0.0046200617,537002515,0,0.30528766,0.5284241,0.012256664,nan,nan,0.005311381,0.0,0.0,0.0,0.0,4259850,4325386,4028193,396321,43,0,229,1,0,1,0,2,0,0,0,0,0,0,0
