timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
870296943,4259850,4259850,2490378,0,0,0.1408259,0.14082588,0.0,0.0,4325386,4325386,2490378,0,0,0.006073696,0.006073696,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
870304430,4259850,4259850,2490378,0,0,0.13972192,0.1397219,0.0,0.0,4325386,4325386,2490378,0,0,0.0063444725,0.0063444725,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
870499391,4259850,4259850,2490378,0,0,0.14237624,0.14237623,0.0,0.0,4325386,4325386,2490378,0,0,0.0063336636,0.0063336636,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
870699390,4259850,4259850,2490378,0,0,0.1429421,0.1429421,0.0,0.0,4325386,4325386,2490378,0,0,0.0062111267,0.0062111267,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
870899398,4259850,4259850,2490378,0,0,0.14177983,0.14177983,0.0,0.0,4325386,4325386,2490378,0,0,0.0058918353,0.005891836,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
871099256,4259850,4259850,2490378,0,0,0.14186251,0.14186248,0.0,0.0,4325386,4325386,2490378,0,0,0.006487428,0.006487428,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
871304202,4259850,4259850,2490378,0,0,0.1459354,0.14593539,0.0,0.0,4325386,4325386,2490378,0,0,0.006571407,0.0065714074,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
871504168,4259850,4259850,2490378,0,0,0.13815513,0.13815515,0.0,0.0,4325386,4325386,2490378,0,0,0.0065275156,0.006527516,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
871704109,4259850,4259850,2490378,0,0,0.14206053,0.14206053,0.0,0.0,4325386,4325386,2490378,0,0,0.0062897005,0.0062897005,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
871904068,4259850,4259850,2490378,0,0,0.1407137,0.14071372,0.0,0.0,4325386,4325386,2490378,0,0,0.006984711,0.006984711,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
