timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
870985410,870984470,396321,-0.3272727,0.2340909,0.14696969,nan,0
871979012,871978047,396321,-0.33257574,0.23712121,0.14015152,nan,0
872972584,872971644,396321,-0.3363636,0.23333332,0.14848484,nan,0
873987912,873986972,396321,-0.32878786,0.23863636,0.14696969,nan,0
874981408,874980468,396321,-0.3371212,0.23787878,0.14166667,nan,0
875974992,875974052,396321,-0.3310606,0.23484848,0.14999999,nan,0
876990192,876989253,396321,-0.3280303,0.23636363,0.14999999,nan,0
877983888,877982948,396321,-0.33181816,0.23484848,0.14015152,nan,0
878977402,878976462,396321,-0.32651514,0.23787878,0.14015152,nan,0
879971035,879970095,396321,-0.33181816,0.23636363,0.14015152,nan,0
880986206,880985267,396321,-0.3363636,0.23712121,0.14015152,nan,0
881979861,881978921,396321,-0.325,0.24015151,0.14318182,nan,0
882973411,882972471,396321,-0.33863634,0.23484848,0.13787879,nan,0
883988590,883987650,396321,-0.33181816,0.23712121,0.13939394,nan,0
884982197,884981252,396321,-0.32878786,0.23712121,0.14621212,nan,0
885975950,885975011,396321,-0.34545454,0.23712121,0.14469697,nan,0
886990991,886990051,396321,-0.3280303,0.23787878,0.13787879,nan,0
887984591,887983649,396321,-0.3333333,0.23636363,0.14469697,nan,0
888978200,888977260,396321,-0.3371212,0.23636363,0.14469697,nan,0
889971840,889970901,396321,-0.32651514,0.23712121,0.14166667,nan,0
890986987,890986048,396321,-0.3363636,0.23636363,0.14469697,nan,0
891980629,891979689,396321,-0.33181816,0.23636363,0.14696969,nan,0
892974225,892973284,396321,-0.3272727,0.23787878,0.15151514,nan,0
893989471,893988531,396321,-0.34469697,0.23333332,0.14621212,nan,0
894983027,894982059,396321,-0.3272727,0.23787878,0.14621212,nan,0
895976588,895975648,396321,-0.3333333,0.23636363,0.14999999,nan,0
896970218,896969278,396321,-0.3363636,0.2340909,0.14166667,nan,0
897985402,897984462,396321,-0.32575756,0.23787878,0.14166667,nan,0
898978987,898978047,396321,-0.3393939,0.23636363,0.14848484,nan,0
899972641,899971700,396321,-0.33181816,0.23636363,0.14166667,nan,0
900987852,900986909,396321,-0.32954544,0.23863636,0.13939394,nan,0
901981416,901980477,396321,-0.34242424,0.23636363,0.14696969,nan,0
902975040,902974100,396321,-0.3272727,0.23636363,0.13787879,nan,0
903990219,903989279,396321,-0.330303,0.23863636,0.14848484,nan,0
904983722,904982782,396321,-0.33484846,0.23712121,0.14318182,nan,0
905977276,905976336,396321,-0.3272727,0.23712121,0.14318182,nan,0
