timestamp,imbalanced_prop_metric,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_high_wind,fd_battery,fd_imbalanced_prop
869920606,nan,0,0,0,0,0,0,0,0
870431267,nan,0,0,0,0,0,0,0,0
870940963,nan,0,0,0,0,0,0,0,0
871450487,nan,0,0,0,0,0,0,0,0
871959708,nan,0,0,0,0,0,0,0,0
872469498,nan,0,0,0,0,0,0,0,0
872978038,nan,0,0,0,0,0,0,0,0
873487983,nan,0,0,0,0,0,0,0,0
873997868,nan,0,0,0,0,0,0,0,0
874507585,nan,0,0,0,0,0,0,0,0
875016573,nan,0,0,0,0,0,0,0,0
875525736,nan,0,0,0,0,0,0,0,0
876035953,nan,0,0,0,0,0,0,0,0
876545829,nan,0,0,0,0,0,0,0,0
877055810,nan,0,0,0,0,0,0,0,0
877565596,nan,0,0,0,0,0,0,0,0
878075905,nan,0,0,0,0,0,0,0,0
878585919,nan,0,0,0,0,0,0,0,0
879095867,nan,0,0,0,0,0,0,0,0
879605717,nan,0,0,0,0,0,0,0,0
880115988,nan,0,0,0,0,0,0,0,0
880625924,nan,0,0,0,0,0,0,0,0
881135612,nan,0,0,0,0,0,0,0,0
881645698,nan,0,0,0,0,0,0,0,0
882156190,nan,0,0,0,0,0,0,0,0
882665837,nan,0,0,0,0,0,0,0,0
883175476,nan,0,0,0,0,0,0,0,0
883684714,nan,0,0,0,0,0,0,0,0
884194785,nan,0,0,0,0,0,0,0,0
884705288,nan,0,0,0,0,0,0,0,0
885215191,nan,0,0,0,0,0,0,0,0
885724794,nan,0,0,0,0,0,0,0,0
886235107,nan,0,0,0,0,0,0,0,0
886744745,nan,0,0,0,0,0,0,0,0
887254783,nan,0,0,0,0,0,0,0,0
887764281,nan,0,0,0,0,0,0,0,0
888273747,nan,0,0,0,0,0,0,0,0
888783550,nan,0,0,0,0,0,0,0,0
889293072,nan,0,0,0,0,0,0,0,0
889802753,nan,0,0,0,0,0,0,0,0
890312671,nan,0,0,0,0,0,0,0,0
890822683,nan,0,0,0,0,0,0,0,0
891333056,nan,0,0,0,0,0,0,0,0
891842807,nan,0,0,0,0,0,0,0,0
892352590,nan,0,0,0,0,0,0,0,0
892861384,nan,0,0,0,0,0,0,0,0
893370508,nan,0,0,0,0,0,0,0,0
893879569,nan,0,0,0,0,0,0,0,0
894388220,nan,0,0,0,0,0,0,0,0
894897816,nan,0,0,0,0,0,0,0,0
895407680,nan,0,0,0,0,0,0,0,0
895917234,nan,0,0,0,0,0,0,0,0
896426663,nan,0,0,0,0,0,0,0,0
896936930,nan,0,0,0,0,0,0,0,0
897447009,nan,0,0,0,0,0,0,0,0
897956722,nan,0,0,0,0,0,0,0,0
898466661,nan,0,0,0,0,0,0,0,0
898976680,nan,0,0,0,0,0,0,0,0
899487117,nan,0,0,0,0,0,0,0,0
899996792,nan,0,0,0,0,0,0,0,0
900506481,nan,0,0,0,0,0,0,0,0
901015957,nan,0,0,0,0,0,0,0,0
901526116,nan,0,0,0,0,0,0,0,0
902035845,nan,0,0,0,0,0,0,0,0
902545661,nan,0,0,0,0,0,0,0,0
903055590,nan,0,0,0,0,0,0,0,0
903564688,nan,0,0,0,0,0,0,0,0
904074805,nan,0,0,0,0,0,0,0,0
904585048,nan,0,0,0,0,0,0,0,0
905094786,nan,0,0,0,0,0,0,0,0
905605202,nan,0,0,0,0,0,0,0,0
906114970,nan,0,0,0,0,0,0,0,0
