timestamp,timestamp_sample,device_id,differential_pressure_pa,temperature,error_count
321743632,321740637,4728849,134.14519,22.007816,0
322745957,322742991,4728849,134.14519,21.910112,0
323748143,323745176,4728849,134.14519,21.910112,0
324750491,324747527,4728849,134.14519,21.910112,0
325739844,325736878,4728849,127.832466,21.910112,0
326741842,326738878,4728849,134.14519,21.910112,0
327717575,327714605,4728849,134.14519,21.910112,0
328666875,328663879,4728849,127.832466,21.910112,0
329748215,329745239,4728849,134.14519,21.812408,0
330724231,330721267,4728849,134.14519,21.812408,0
331739571,331736606,4728849,134.14519,21.812408,0
332662776,332659812,4728849,127.832466,21.812408,0
333717885,333714907,4728849,134.14519,21.714705,0
334720208,334717237,4728849,134.14519,21.714705,0
335748853,335745889,4728849,127.832466,21.714705,0
336737935,336734971,4728849,121.519745,21.714705,0
337740197,337737233,4728849,121.519745,21.714705,0
338729193,338726229,4728849,127.832466,21.714705,0
339744663,339741690,4728849,127.832466,21.617,0
340746872,340743907,4728849,127.832466,21.617,0
341749202,341746238,4728849,121.519745,21.617,0
342738424,342735460,4728849,127.832466,21.617,0
343741085,343738121,4728849,127.832466,21.519297,0
344743257,344740293,4728849,121.519745,21.519297,0
345745406,345742441,4728849,127.832466,21.519297,0
346747683,346744719,4728849,127.832466,21.519297,0
347750050,347747084,4728849,127.832466,21.519297,0
348739423,348736459,4728849,121.519745,21.519297,0
349741853,349738877,4728849,121.519745,21.519297,0
350678070,350675087,4728849,127.832466,21.421593,0
351746040,351743075,4728849,134.14519,21.421593,0
352748719,352745722,4728849,121.519745,21.421593,0
353738032,353735054,4728849,121.519745,21.421593,0
354739926,354736963,4728849,127.832466,21.421593,0
355676176,355673210,4728849,127.832466,21.421593,0
356691631,356688646,4728849,127.832466,21.421593,0
