timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
320948477,4259850,4259850,2490378,0,0,0.15213639,0.15213636,0.0,0.0,4325386,4325386,2490378,0,0,0.0058229715,0.0058229715,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
320953455,4259850,4259850,2490378,0,0,0.15037158,0.15037157,0.0,0.0,4325386,4325386,2490378,0,0,0.0059081847,0.0059081847,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
321148423,4259850,4259850,2490378,0,0,0.14958242,0.14958242,0.0,0.0,4325386,4325386,2490378,0,0,0.0065013994,0.0065013994,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
321348359,4259850,4259850,2490378,0,0,0.15056382,0.15056382,0.0,0.0,4325386,4325386,2490378,0,0,0.005776854,0.005776854,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
321548311,4259850,4259850,2490378,0,0,0.14990129,0.14990126,0.0,0.0,4325386,4325386,2490378,0,0,0.005989742,0.005989742,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
321748362,4259850,4259850,2490378,0,0,0.15048866,0.15048863,0.0,0.0,4325386,4325386,2490378,0,0,0.0064406265,0.0064406265,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
321948205,4259850,4259850,2490378,0,0,0.1515957,0.15159571,0.0,0.0,4325386,4325386,2490378,0,0,0.006087244,0.006087244,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
322148160,4259850,4259850,2490378,0,0,0.15415424,0.15415427,0.0,0.0,4325386,4325386,2490378,0,0,0.0061596134,0.0061596134,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
322348117,4259850,4259850,2490378,0,0,0.15027672,0.15027672,0.0,0.0,4325386,4325386,2490378,0,0,0.006657731,0.006657731,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
322548061,4259850,4259850,2490378,0,0,0.15098035,0.15098037,0.0,0.0,4325386,4325386,2490378,0,0,0.006480924,0.006480924,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
322748019,4259850,4259850,2490378,0,0,0.15104307,0.15104306,0.0,0.0,4325386,4325386,2490378,0,0,0.0065971157,0.0065971157,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
322947968,4259850,4259850,2490378,0,0,0.15248384,0.15248384,0.0,0.0,4325386,4325386,2490378,0,0,0.0061679953,0.0061679953,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
323147916,4259850,4259850,2490378,0,0,0.1513532,0.1513532,0.0,0.0,4325386,4325386,2490378,0,0,0.0065483227,0.0065483227,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
323347899,4259850,4259850,2490378,0,0,0.15067239,0.15067239,0.0,0.0,4325386,4325386,2490378,0,0,0.0064316974,0.0064316974,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
323547819,4259850,4259850,2490378,0,0,0.1507576,0.1507576,0.0,0.0,4325386,4325386,2490378,0,0,0.0067757885,0.0067757885,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
323747774,4259850,4259850,2490378,0,0,0.15101716,0.15101717,0.0,0.0,4325386,4325386,2490378,0,0,0.0060445108,0.00604451,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
323947727,4259850,4259850,2490378,0,0,0.15203412,0.1520341,0.0,0.0,4325386,4325386,2490378,0,0,0.0066119963,0.006611997,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
324147677,4259850,4259850,2490378,0,0,0.15074039,0.15074041,0.0,0.0,4325386,4325386,2490378,0,0,0.006256809,0.006256809,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
324347627,4259850,4259850,2490378,0,0,0.15077333,0.15077332,0.0,0.0,4325386,4325386,2490378,0,0,0.006345037,0.006345037,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
324547726,4259850,4259850,2490378,0,0,0.14950249,0.14950249,0.0,0.0,4325386,4325386,2490378,0,0,0.006085425,0.006085425,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
324752527,4259850,4259850,2490378,0,0,0.14955977,0.14955978,0.0,0.0,4325386,4325386,2490378,0,0,0.0062382473,0.0062382473,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
324947481,4259850,4259850,2490378,0,0,0.15033028,0.15033029,0.0,0.0,4325386,4325386,2490378,0,0,0.006353689,0.006353689,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
325147461,4259850,4259850,2490378,0,0,0.14922203,0.14922206,0.0,0.0,4325386,4325386,2490378,0,0,0.006552186,0.0065521863,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
325347381,4259850,4259850,2490378,0,0,0.15028796,0.15028797,0.0,0.0,4325386,4325386,2490378,0,0,0.0061131334,0.0061131334,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
325547335,4259850,4259850,2490378,0,0,0.1518562,0.15185623,0.0,0.0,4325386,4325386,2490378,0,0,0.0062178494,0.0062178494,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
325747286,4259850,4259850,2490378,0,0,0.15179253,0.15179245,0.0,0.0,4325386,4325386,2490378,0,0,0.006602124,0.006602124,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
325947236,4259850,4259850,2490378,0,0,0.14984752,0.14984754,0.0,0.0,4325386,4325386,2490378,0,0,0.0062652472,0.006265248,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
326152259,4259850,4259850,2490378,0,0,0.15387525,0.15387525,0.0,0.0,4325386,4325386,2490378,0,0,0.0064881784,0.0064881784,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
326352138,4259850,4259850,2490378,0,0,0.15446202,0.15446202,0.0,0.0,4325386,4325386,2490378,0,0,0.00639664,0.00639664,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
326547093,4259850,4259850,2490378,0,0,0.15239514,0.15239514,0.0,0.0,4325386,4325386,2490378,0,0,0.006349302,0.006349302,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
326747044,4259850,4259850,2490378,0,0,0.15080893,0.1508089,0.0,0.0,4325386,4325386,2490378,0,0,0.006304492,0.006304492,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
326947015,4259850,4259850,2490378,0,0,0.15082869,0.15082869,0.0,0.0,4325386,4325386,2490378,0,0,0.0064633796,0.0064633796,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
327146949,4259850,4259850,2490378,0,0,0.14832458,0.14832461,0.0,0.0,4325386,4325386,2490378,0,0,0.0060040588,0.0060040588,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
327346907,4259850,4259850,2490378,0,0,0.14985171,0.14985172,0.0,0.0,4325386,4325386,2490378,0,0,0.0060512177,0.0060512177,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
327551848,4259850,4259850,2490378,0,0,0.15091005,0.15091003,0.0,0.0,4325386,4325386,2490378,0,0,0.0064607277,0.0064607277,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
327751802,4259850,4259850,2490378,0,0,0.14963703,0.14963706,0.0,0.0,4325386,4325386,2490378,0,0,0.006691855,0.0066918544,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
327946784,4259850,4259850,2490378,0,0,0.1498041,0.14980409,0.0,0.0,4325386,4325386,2490378,0,0,0.005780787,0.0057807867,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
